,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.133287197492793,-0.133860654983273,0,0,0,0,0,0,0.432408872200728,0,0,-0.0564954427138225,0,0,0,0,0,-0.0490186429419227,0,0,0,0,0,0,0,0,-0.0459869078247741,0,0.66541617903377,0,0,-0.0564955514236705,0,0,0,0,0,-0.0683322897455916,-0.0272700865994179,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.060572728193798,0.00650181273947338,0.169776552532983,0,0,0,0,0.130742642757634,0,0,0,0,0.078455234727513,0,0.104328588576939,0,0,0,0,0,0.0375357320309544,0,0,0,0.0497947704389115,-0.0310188933490742,0,0.0386885092028045,0.0704640214048336,0,0,0,0,0.237001997153961,0,-5.42101086242752e-20,0,0,0.00508747428877388,0,0,0,0,0,0
X601939.CH.EQUITY,0.361962276411982,0,0,0,0,0,0,0,0,0.0330468427493473,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.152356688439876,0,0,-0.295765960562073,0,0.0416595573094917,0,0,-0.0432937540972036,0,0,0,0,-0.0618811786555441,0,0.0499572905156933,0,0,0.599964550105656,0,0,0,-0.0129842312802485,0,0,0,0,0,0.108112422235636
X601288.CH.EQUITY,0,0,0,0,-0.167266469548311,0,0,-0.00718559522886276,0,0,0.431281363205622,0,0,0,0.358729890396025,0,-0.0597430797548229,0,0,-0.154222199454769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152134844641198,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.147326153006213,0,0.16639891850435,0,0,0.153940774130869,0,0,0,0.215907783242808,0,0,0.0933234382451422,0,0,0,0,0,0,0,0,0,-0.174583729404076,0,0,0,0,0,0,0,0,0,0.147774784076845,0,0.0681935850136225,0,0,0,0,0,-0.0756778858522014,0,0,0.148994986005484,0,0
X601988.CH.EQUITY,0,0,0,0,0.39354095177698,0,0,0,0,0,0,0,0,0,0.0741981600269276,0,8.67361737988404e-19,0.0571739091123501,0,-0.132220872451571,0,0,0,0,0.236091200109097,0,0.00540569919427846,0,0,0,0,-0.320993373920704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944610278456201,0,0,0,0.0325235933972974,0.0396090476510958
X600036.CH.EQUITY,0,0.268514983145614,-0.0603241130810083,0,0,0,0,-0.127886029812009,0,0.501573146843507,0,0,0,0,0,0,0.0907036642686073,0,0,0.27929615495921,0,0,0,0,0,0,0,0,0.108531048927323,0,0,0,0,-0.134441666686901,0,0,0,0,0,-0.0616145290907597,0,0,0.229148885034848,0,0,-0.0768111324563129,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.0263128841057978,0,0.246510309561134,0,0,0,0,0,0,0,0,0,0,0,0,0.0684766133305368,0.0477508449992592,0,0,0,0,0,0,0.246800386397016,0,0.013604245908883,0,0.0924281504194002,0,0,0,0.0399850761163274,0,0,0,0,0,0,0,0,-0.222888012815801,0,-0.111439571006893,0,0,0.0620897344337707,0,0,0
X601628.CH.EQUITY,0,0.046596103192723,0.0296268651203864,0.0751190619191546,0,0,0,0,0,0,0,0,0,0.360031108542428,0,0,-0.0211035134957316,0,0,0,0,0,0,0,0.123356204817568,0,0,0,0,0,-0.011875927145313,0,0,0,0,0.159373241149804,0.0573204416180572,0,0,0,0,0.202200978260343,0.0554624809558292,0,0.0885752273504922,0,0,0,0,0,-0.0704056335403092
X601328.CH.EQUITY,0,0,0.0187169261581262,0.0284316909878456,-0.0770357848001515,0,0.539131957761085,0,0,0,0,0,0,0,0,0.0514236807660589,0,0.13725563731154,0,0.166849101061275,0,0,0,0,0,0.213998088016596,0,0,0,0,0,0,0,0,0,0,0,-0.215385878040975,0,0,0,0,0.227662242896144,0,0,0,-0.303010709490197,0,0,0.070679333565639,-0.137281010395676
