,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0475465908132188,0,0.127208692377979,0,0,0,0,0,0,0,0.379717666137907,-1.38777878078145e-17,0,0,0,0,0,0,0,-0.0592949861513868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141037905439835,0,0,0.143641878889823,0,0,0,0,0,0,0,0,0,0.186690301878462,0.0708832327863991,0,0,0.103213410389224
X601318.CH.EQUITY,0,0,-0.110355481761412,0,0,0.0718550246848606,0,0,0.167326077334253,0,0,0,0.112222861569686,-0.0257019963088924,0,0.282695147738135,0,0,0,0,0,0,0.0389622728792622,-0.00591790658440467,0,0,0,0,0,0,-0.189532056397644,0,0,0,0.312177609307096,0,0,0.031874164490874,0,0.233372835062229,-0.187409610516719,0,0.183243964797065,0.133462480866334,0,0,0,0,-0.0810720463541166,0,0,0
X601939.CH.EQUITY,0.61745296978713,0,0,0.0278759512072749,0.0341594808180222,0,0,-0.0754561023245973,0,0,0.173229366550785,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0370780556562621,0,0,0,0,0,0,0,0.274280181124674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.317008347588637,0,0.0721841275331746,0,6.93889390390723e-18,0.343572866826118,0,0,0,0,0.0337713109209025,0,0,0,0,0,0,0.0482512684853533,0,-0.0536959569778624,0.0662797124770967,0.0646267827712153,0,0,0,-0.0177003462358823,0,-0.0968060596324682,0,0,0,0,0,0,-0.102558484820449,0,0,0,0,0,0.200175865467061,0,0,0,0,0,0,0.159461419144238,0,0,0,-0.0298524651752524
X5.HK.EQUITY,0,-0.0874943684446552,0,0.0940260100947483,0,0.128275613642448,0,-0.137208365749865,0,0,0,0,0.180701024558497,0,0,0,0,0,0,0,0,0.522328772323115,0,0,0,0,0,0,0,0,0.302355847981918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168000810340672,0,0,0.0541612933109686,0
X601988.CH.EQUITY,0.152825099537281,0.0866285083128218,0.362301646227865,0,0,0,0,0,0.163785458263302,0,0,0.0527411416901861,0,-0.132124735453864,0,0,0,0,0,0,0,0.112834469776566,0,0,0,0.00207129337582592,0,0,0,0,0,0,0,0,0,0,0,0.0987424706422627,0,0,0,0,0,0.0892409557901394,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0471525487848765,-0.0738190872924992,0,0.291220731803787,0,-0.0541684144836494,0.0373702585043763,0,0.303271296150748,0,0.20080733600862,0,0,0,0,0,0.0519437306675576,0,0,0,0,0,0,0,0,0.0257430917691362,0,0.0088788991334652,0.0261726978483116,0,0.109008350530998,0,0,0,0.0543191417003999,0,0,0.0302828798394152,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0147212220924096,0,0,0,0,0.0107043498258728,0,0,0,0.137324492478504,0,0,-0.167552910373229,0,0.0681287439881526,0,0.210265205865232,0,0,0,0.00822490736244413,0,0,0.24530331697306,0.10066183176486,0.0541882645295534,0,0,0,0,0,0.0780437494569086,0.0773458598050187,0,0.00810599026892851,0,0,0,0,0,0,0.0177656585589025,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.145933219257902,0.175147936238119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104525586186979,0,0,0,0,0.258968724072932,0,0.0319346493124208,0,-0.120651910329458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762080731008212,0,0,0,0.0305731669873684
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0573159105509548,-0.33984717487085,0,0.216646923408538,0,0,-0.490050491856064,0,0,0,0,0,0.290927123319903,0,0,0,0.337199387522567,0,0,0,0,0.0848358130465073,0,0,0.104872422662254,0.180492429658245,-0.309954109554028,0,0,-0.532867430833155,0,0,0,0,0,0.763299487017083,0.145432779675146,0,0,-0.12237488050556,0,0.340783851104989
