,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.143964518083476,0,0.0166244094814551,0,0,0,0,0,0,0.283031821659478,0.244493793919279,0,0,0,-0.0962382101013607,0,0,0.0178941327015443,0,0,0,0,0,0,0,0,0,0,0,0,0.265287319995921,0.0253118782277386,0,0,0,0,0,0.0408345068750538,0,0,0.0614881923140155,0,0,0,0.0203434841395349,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595586,0,0,0.261920552151352,0,0,0.372948030809111,0,0,0,0.128649407845367,0,0,0.0383102021704696,-0.0158472064047263,0,0,0,0,0,0,0,0,0,0,0,0,0.0764515356508683,0,0,0,0,0,-0.259359193181008,0,0.0233597321924961,0,0.104863288602521,0,0,0,0,0.0514542950936306,0,0,0
X601939.CH.EQUITY,0.473980059856698,0,0,0,0,0.184221356100235,0,0,0,0,0,0,0,0.0612265990928163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370527680290051,-0.115395785754999,0,0,0.0490434763227875,0,0,-0.0446084164035806,0,0,0,0,0
X601288.CH.EQUITY,0.523631165958152,0,0.151885805623313,0,0.126347261826863,0.0102505368993022,0,0,0.0836005709931419,0,0,0,0,0,0,-0.0555047674843997,0,0,0,0,0,0,0,0,0,0,0.0934125013801553,0,0,0,0,0,0,0.00579575185457652,0,0.0461497197228902,0,0.0699310285603192,0.178642477484125,0,0,0,0,0,0,0.0120834497829298,0,0,0,0,-0.0578865623720849
X5.HK.EQUITY,0,0,0.217191721541863,0.0729086624320066,0,0,0,-0.108349260887461,0,0,0.100029648082098,0.229460007647169,0,0,0,0,0,0.625004225186185,0,0,0,0,-0.148301900322469,0.041029949505681,0,0,-0.159236335578602,0,0,0,0,0,0,0,0,0.0335504212992347,0,0,0,0,0,0,0,0,0,0.171692592102756,0,-0.0316131846157802,0,0,0
X601988.CH.EQUITY,0.0913471102557012,0,0.134223503286454,0.145904041245004,0,0,0,0,0.14401896349984,0.108002103818473,0.163040390272238,0,-0.32501948709085,0,0,0,0,0,0.000788941840274922,0,0,0.21388367420628,0,0,0,0,0.0698527847285831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247284951938138,0,0,0,0.0180058083931992,0,0
X600036.CH.EQUITY,0,0.111108278426365,0,0,0,0,0,0,0,0,0,0.157360528296148,0,0.101471747100611,0,0.248142204626826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197646514458765,0,0,0,0,0,0,0.0393343044610355,0.0358155882382661,0,0,0,0,0,0.106287663488223,0,0,0.0457510991352987,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129111321703012,0,0,0,0,-0.0165898117734579,0,-0.0323893546463085,0,0,0.225679258625061,0.259458511460999,0.197260398851241,0,0,0,0,0,0,0,0.0957905233932025,0,0,0.0238165795507532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.290523114664688,0.1763460557108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889017059880603,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.150666032233802,0,0,0,0,0,0.0420511900004473,0,0,0,0,0,0,0,0,0,0,0,0.0559100085918702,0,-0.0949188878261302,0,0.274358146958179,0.0558982702096121
X601166.CH.EQUITY,0.128708686504858,0,0,0,0,0.0988796171223129,0.313615496700394,0,0,0,0,0,0,0.0940975597524644,0,0.424604888451165,0,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0118628463129453,0,0,0,0,-6.93889390390723e-18,0.0065189130223754,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
