,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.288741160517245,0.0981756291547263,0.0807634244869418,0,0,0.268903104565453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143692750626511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946482171607453,0,0,0,0,0,0,0,0,0,0,0,-0.0506775801185093,0,0
X601318.CH.EQUITY,0,0,0.241885016630805,0,0,0,0,0,0.101929310960935,0,0,0,0.0602856404180898,0,0.0310329523698904,0,0,0,0,0,0.178160200072188,0,0,0,0,0,0,0,0,0,0,0,0.0429618660361601,0,0,0,0,0.1087470827562,0,0,0,0,0,0,0.0266818784878099,0,0,0,0,0,0,0.100435325353313
X601939.CH.EQUITY,0.420649572896256,0.270618207706646,0,0,0,0.0265225897065487,0,0.384153933086992,0,0,0,0,0,0,0,0,0.0298533446785831,0,0,0,0,-0.111630758173148,0,0,0,0,0,0.127069746144725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134585958577929,0
X601288.CH.EQUITY,0,0,0.0101061441534897,0,0,0.0935016399255844,0,0.455161372691655,0,0,-0.0928968210702246,0.14049203177453,0,0,0.0337334339986491,0,0,0,0,0,0,0,0.0171747933862999,0.0410932491168633,0,0,0,0.0505737770305097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053327279884544,0,0,0,0.0425568908233855,0,0,-0.0440318340050343
X600036.CH.EQUITY,0,0.117201098894806,0,0,0,0,0.233183795285929,0,0,0,-0.0203751747357323,-0.0462279102863803,0.0968800128097776,0,0,0.122474374132021,0,0,0,0,0,0,0,0,0.467677911853477,0,0.125897766897883,0.104601755283394,0,0,0,0,0,0,0.00621085686208827,0,0,0,0,0,0,0,0,0,-0.0328638885874896,0,0,0,0,0,-0.102940405788626,0.0496148763833497
X601628.CH.EQUITY,0.0381007375302439,0,0,0.0070930396699934,-0.0285668195179472,0,0,0,0,0,0,0.0653080194039374,0,0,0,-0.213643994016063,0,0,0,0,0,0.012689055093065,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.711317825379661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133213383703137,0.0113690086368307,0,0.243556587542888
X1299.HK.EQUITY,0,0,0,-0.0178696465005567,0,0,0,0,0,0,0.0736286520363388,-0.0525004766665948,0,0,0,0,0,0,0,0.0315271368561808,0,0,0.153436308055447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108623773340998,0.122893453459393,0.162392977432348,0,0.147814738075784,0,0,0,0,0,0,0.269225193627816,0,0
X601988.CH.EQUITY,0,0,0.100129194645461,0.482178260134441,0.0822835006937633,0,0,0,-2.71050543121376e-20,-0.00277965476303101,0,0,0.214031013331417,0,0,0,0.0721114171894417,0,0,0,0,0,0.0398855657398524,0,0,0,0,0,0,0,0.0219703954967603,0,0,0,0,0,0.0299731091455443,0,0,0,0,0,0.0368933261539844,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0917533605459659,0,0,0,0,0,0,0,0,0,0,0.00048325064276629,-0.107523089386235,0,0,0,0,0,0,0.145985242996163,0,0.167796019442496,0,0,0.120091540674544,0,0,0,0,-0.0447413837972166,0,0.103950176472225,0,0,0,0,0,0.331781900482017,0,-6.93889390390723e-18,0,0.203145351092325,0,0.0526350361776756,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0280397547614842,0.0490549608898199,0,0,0,0,0,0.0912180944395639,0.0965445321010893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19935935196861,0.394982681903227,0.0635276566796653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849317215716224
