,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.448774596734531,0,0.10289765885883,0.0674712640859904,0,0.0577423198119419,0,0,0,0,0,0.0414880344590633,0,0,0,0,0.0455511282166244,0.0477069991916765,0,0,0,0,0,0,0.116489668964986,0,0.0133475712457469,0,0,0,0.0177416515366894,0,-6.93889390390723e-18,0,0,0,0,0.00165738847358817,0,0,0,0,0,0,0,0,0,0,0.0126081262532043,0
X601939.CH.EQUITY,0.245957680639937,0,0,0.352238782570439,0,0.176756387785357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310919199930851,0.0560307270932482,0,0,0,0,0,0.0646649216583806,0,0,0,-0.0119306165078881,-3.46944695195361e-18,0,0.010660527685918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10614826058331
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0
X601288.CH.EQUITY,0.217314436918673,0.0754183926894123,0,0,-0.0155197726604498,0.016251635126844,0,0,0,0.156018838138511,0,0,0,0,0,0,0,0.118911083909401,0,0,0,0,0,0,0.00648175737949724,0.270853395251148,0,0.0731171640118543,0,0.0687923743024016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.403672368663214,0,0.208820879563365,0,0,0,0,0,0,0.255125633342369,0,0,-0.445362707808595,0,0,0.000218730941845722,0,0,0,0,0,0,0,0,0.140238404727,0,-0.202649250668817,0,0.643302140021078,0,0,-0.424202578024223,0,0,0,0,-0.0467040106907706,0,0,-0.43247612502576,0,0,0,0,0.266971773071755,0
X601988.CH.EQUITY,0.0129720726302873,0.271180205819433,0,0,0,0,0,0,0.0265618379084384,0,0,0,0.109302994096839,0,0,0,0,0,0,0,0,0,0.607812936695393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0296864046408667,0.0494773412214814,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904324,0,0,0,0,0.047707372773791,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739586,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.100055530741665,0,0,-0.110265613322492,0,0,0.169917947001442,0,0,0,0,0,-0.0850902958418939,0,0.282417005825754,0,0,0,0.0140683620191091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524691088975546,0,-0.00369606886835331,0,0,0,0,0,0,0.289448395207128,0,0.123139643889509
X601628.CH.EQUITY,0,0,0.146518514367,0.0753520997483114,0,6.93889390390723e-18,0,0,0,0,0.051595486270402,0,0,0,0,0,0.0677664905332724,0.0911384938109826,0,0,0,0,0,0,0,0.0837987371519405,0,0,0,0,0,0,0,0.0316050827144863,0,0.229351395583996,0,0,0,0,0,0,0.129914804059243,0,-0.0401987753738655,0.0855534793420867,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0665021215689852,0,0.000896355914888762,0,0.0468434165400283,0.00578734779926033,0,0,0,0.116060378734299,0,0,0,0,0,0,0,0,0.0128725298088733,0.200600663189508,0,0,0,0,0,0,0,0,0,0.15060069054415,0,0,0,0,0,0,0.170694029294457,0.267134267853156,0,0,0,0,0,0,0,0,0,0,0
