,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.117383777312308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211842045474836,0,0.544441395095225,0.550975509466574,0.0551971914783069,0,0,0.0735611257168911,-0.232764799247617,-0.122546418903084,0,0,0,0,-0.0229878888154639,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.116977248836116,0,0,0,0,0,0,0.0483713735385852,0.197168327256697,0,0,0,0.0982714378463286,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0704328472171723,0.0161883522073285,0,0,0,0.0503090651333988,0.230996439485469,0,0,0,0,0,0,0,0,0,0,0,0.0294557464955659,0,0,0.0998413654874667
X601939.CH.EQUITY,0,0,0,0.809293487878218,0,0,0,0,0,0,0,0,0,0,0,0,0.0953773883145043,0.0367457236082898,0.0757148493984124,0,0,0,0,0,0,0.00896144496661903,0,0,0,0,0.0112455028302982,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0422389829247344,0,0.874329613770449,0,-0.066490573049948,0,0,0,0,0,0,0,0,0,0.0142799604664409,0.032895609331387,0,0.144909180407025,0,0,0,0,0,0,0,0.0349827610286853,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0589897721530029,0,-0.123349534763518,0,0,0,0,0,0,0,0,0,-0.0437441964958311,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0350410646390508,0.132402320109449,-0.0381033595088969,0.152630496074207,0,0,0,0,0,0,0,0,0,0.0144994424594348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275162868214577,0.42412758222095,0,0,0,0,0,0,0,0,0.278425507793387,0,0,0,0,0,0.0822106122904488
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.149192919029906,0.103006446682244,0,0.0325432653738311,0,0,0,0,0,0,0,0,0,0,0,0,-0.0897238480811403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103258212862632,0,0,0.0118136532557204,0,0,0,-0.0197614750693457,1.05084947053445,0.0011160525043503,0,0
X1299.HK.EQUITY,0,0,0,0,0.0808160088199963,0,0,0,0,0.107985981034501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265652265479113,0.038652995805417,8.67361737988404e-19,0,0,0.104348705218656,0.431015880940792,0.128928719726615,0,0,0,0,0,0,0,0,0,0,0.301705411095707,0,-0.238426557646195,0,0,0,0,0,0.14832986220388,0
X5.HK.EQUITY,0,0,0,0,-0.0120540182344445,0,0,0,0,0,0,0,0,0,0,0,0,-0.155783301635789,0,0,8.67361737988404e-19,0,0,0,0,0.266761646084067,0.486796433394372,0,-0.040298123671794,0,0,0,0,0,0,-0.0531053578958976,0,0,0,0.0205553163854574,0,0,0,0.07621251391083,0.0513655605568354,-0.0748255133691989,0,0,0,0,0.0864206698075606,0
X388.HK.EQUITY,0,0,0,0,0.319795506249396,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216658914237815,0,0,0,0,0,0.412333115597323,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.12399881152109,-0.0816822474007153,0.221904245638349,0.0871390797371923,0,0,0,-0.113523533140225,0.0630775829131978
