,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0.144713053165352,0,0,0,0,0.0981857223653157,0,0,0,-0.0611569142796423,0,0,0,0,0,0,0,0,0.240814316625789,0,0.0130115171411065,0,0,0,0,0,0,0,0,0,0.0434571189655609,0,0,0.118625154306194,0,0,0,0,0,0,-0.0579819878522834,0,0,-0.116952254917165,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.175179713100589,0,0.0933106634339525,0,0.314306081653461,0,0,0,-0.0391202836558265,0.000570008757632735,-0.0147737870005559,0,0,0,0,0,0,0,0,0,0.0789724781231925,0,0,0,0,0,0,-0.281581805638027,0.247387305785049,0,0.223891635723544,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.319319502788095,0,0,0,0.0817431515397244,0,0,0,0,0,0,0,0,0.153162981087263,0,0,0,0,0,-3.46944695195361e-18,0.0737195428931364,0,0,0,0,0.150949376911468,0,0,-0.00513700381788765,0,0,0,0,0.108215851041885,0,0,0,0,0.0414113785157745,0,0,0,0,0.112538421993725,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.211453932453011,0.0654852806310399,0.0928113273548664,0,0.028396330318603,0,0,0,0.0274796565485642,0,0,0,0,0,0,0,0,0,0,0,0.0836493859151684,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279562657594063,0,0,0,0.188409208925878,0,0,0.271638531873108,0,0,0,0,0,0.147428081750619,0,0,0
X5.HK.EQUITY,0,-0.208384264865745,0,0.426612760777516,0,0,0,-0.121830783920704,-0.0416979290950833,0,0.185780245119192,0,0,0,0,0,0.0798591780439812,0.124527406234731,0,0.0178464381910652,0,-0.0844534047167589,0.467729149108417,0,0,0,-0.0253778121150523,-0.00797944831613558,0,0,0,-0.0554001997575141,0,0,-0.190497457254801,0,0,0,0.0346945451306299,0,0,0,0.139161888302675,0,0,0,0,-0.208196269108957,0,0.0347178427449032,0
X601988.CH.EQUITY,0,0,0.0920704874138317,0.208266923131257,0,0,0,0,0.0554581799720828,0.155029757221354,0.389005910781477,0,0,0,0,0,-0.0389317742059751,0,0,0,0,0,0,0.117217395391731,0,-0.0988809288988321,0.00265908452161895,0,0,0,0,0,-0.113011128098959,0.0319020634845097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286474210551459,0.157160943686227
X600036.CH.EQUITY,-0.0473431193912658,0.210675323687424,0,0,0,0,0,0,-0.0157792487811358,0,0,0.105451891053727,0,0.264855405079147,0,0,0,0,0.168517597396998,0,-3.46944695195361e-18,0,0.0476688215964576,0,0,0,-0.0492173005622862,0,0,-0.0193589635002526,0,0.144374698614192,0,0,0,0,0.0686238659499567,0,0,0.0734332549884295,0.214774245959678,0,0,0,0,0,0.0489732672137427,0,0,0.0985064070083892,0
X1299.HK.EQUITY,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0241855522382109,0,0,0,0.0833870752335688,0.156807191652891,0,0.227190888132021,0.105079713902126,0.0583426313902266,0,0,0,0,0,0.175575427404554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634220944726686,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.00865120949333117,0,0.0343977956109253,0,0,0,0,0,0,0,0,0,0,0.124721478122462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551996762854279,0,0,0,0,0,0.298596950694371,0,0,0,0,0,0,0,0,0,0.156502504855564,0
X601166.CH.EQUITY,0,0,0,0.106857905483047,0,0.143374059577882,0,0,0.00397863652278316,0,0,0,0,0,0,0.200558433099756,0,0,0,0,0,0,0,0,0,0,0.1060066576374,0,0,0,0,0.370418166193809,0,0.143741926976203,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.161376221313047
X601328.CH.EQUITY,0,0,0.0139873237539945,0,0.047203633644755,0.292140939747081,0,0,0,0,0,0.172065093915247,-1.73472347597681e-18,0,0,0,0,0,0.0230115352856038,0.184376209964753,0,0,0,0.165167308819205,0.113538767700085,0,0,0.0403125436434091,0,0,0,0,-0.00362484993664794,0,0,0,0,0,0,0,0,0.0926083564774582,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.162514102145447,0,0,0,0.0435027181330839,0.283710730731684,0,-0.0269104191175854,0,0.210316105880193,0,0,0.0242142464461353,0,0,-0.0426696176732303,0,-0.0377657788262315,0,0,0,0,0.190157358251782,0,0,0,0,0,0,0,0.0378356675984693,0,0,0.13364592087074,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.111323485730079,0,0,0.046076829211752
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.185970555958168,0.0768733395354856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142413583732826,0.161093577241148,0,0,0.0547997171638066,0,0,0,0,0,0.0283638674345038,0.0821239208069742,0,0,-6.93889390390723e-18,0,0,0,0,0,-3.46944695195361e-18,0.232843665183745,0.142878003597939,0,0.020971924061273,0,0,0
X000001.CH.EQUITY,-0.0795140211703509,0,0,0,0,0,0,0,0,0,0,0,0.129743614927837,0,0,0,0,0,0,0,0.0107815312926649,0,0,0,0,0,-0.144866641114066,0,0,-0.0302144178746244,0,0.215694480330873,0,0,0.236458178398303,0,0,0,0.291552246782865,0,0,0,0,0,0,0,0,0,0,0,-0.16955452209049
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0.128868641943949,0,0,0,0,-0.0233829236583171,0,0,0,0,0,0,0,0,0.103804795541085,0,0,0,0.0519572095285751,0,0.212354619996388,0,0,0,0,0,0.209162101014467,0,0,0,0,0,0.431290151699902,0,0.0200604477492603,0,0,0,0.0848819847713502,0,0,0,0.0663245497154254
X601601.CH.EQUITY,0,0.274315781290665,0.218552877138517,0,0,0,0.101069623460368,0,0.0580947595780229,0,0,0,0,0.154963561204103,0,0,0,0,0,0,0,0,0,0,0,0,-0.043352333357313,0,0,0.186701387819186,0,0,0,0,0,0,0,0,0.057650305065571,0,0,0,-0.0736684166471809,0,0,-0.142400441515351,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.118062842525734,0,0,0,0.217464563906636,0,0,0,0,0.0637711873311147,0,0,0,0,0,0.0830359885381028,0,0,0,0,0,0,0,0,0,0.532747406269018,0,0,0,0.118770069610062,0,0,0,0,0,0.0707448816077491,0,0,0.0418810215938668,0.141931216772802,0,0,-0.38580396480789,0,0,0.0958046156298648,0
X11.HK.EQUITY,0.245289788451738,0,0,0,0.131749290274549,0,0,0.232754907881508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513870240480515,0,0,-0.149324309085582,0,-0.00561860470080809,0,-0.022563476649804,0,0,0,0,0,0.0635030549332069,0,0,-0.0430298244797795,0,0,0,-0.0950897668630325,0,0,0,-0.140881880690673,0,0,-0.123530255540341,0
X388.HK.EQUITY,0,0,0.234158231445533,0,0,-0.106204087336489,0,0.7106920237474,0,0,0.0687733889174542,0,0,0,0,0,0,0,0,0.0281501247229689,0,0,0,0,0,0,0,0,0,-0.0929164586369513,0,0,0,-0.146481644487736,0,0,0,-0.149745121045922,0,0,0.289842508195787,0,0,0,0,0,0,0,0.120874929469604,0,0
X601998.CH.EQUITY,0,0,0,0,0.0791812190789737,0,0,0,0,0,0.129280711291038,0,0,0,0,0,0,0,0,0,0,0,0,0.13404889697317,0,0.262473967409547,0,0,0.0946314590532435,0.0657187398690067,0,0,0,-0.114035266185929,0,0,0,0,0,0,0,0,0,0.056389058675135,0,0,0.0143849180727346,0,0,0,0
X267.HK.EQUITY,-1.73472347597681e-18,0,0,0,0.365657898608977,0,0.00446275751558612,0,0,0,0,0,0,0,0.0812491180639987,0,0,0,0.0846067382766475,0,0,0.164796011310054,0.0098790722635007,0,-0.0408406759027605,0,0,0,0,0,0,0,0.113944397784354,0.0778189651235258,0,0,0,0,0,0,0,0,0,0,0,0,0.109155800912128,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,-0.0515163514824444,0,0.0504127472541078,0,0,0,0,0,0,0,0,0.278691894420601,0,0.270008151453497,0.082461891302036,-0.0132443248595528,0,0,0,0,0,0.00183951457509763,0,0,0,0,0,-0.00141388304773358,0,0,0,0,0,0,0.113981271337055,0,0,0,0,0,-0.252671551045892,0,0,0.19299399261794,0,-0.0147077639911109
X2388.HK.EQUITY,0,0,0,0,0.513464222962025,0,0,0,0.0800831549583675,0,0,0,0,-0.0591215557979867,0.171889454567531,0,0,0.0845871481132235,0,0,-0.0613929621178246,0.452209563302168,0,0,0,-0.0140503327571585,0,0,0,-0.0185288554536101,0,0,0.0603234933773961,-0.0392666825161121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.152200115465027,0,0,0,0,0,0,0,0,0,0.0578551311164928,0,0.19744780078876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377989899474253,0,0.0799764908475415,0,0.0143465790285225,0,0,0,0,0.120124862022408,0.060239700309511,0,0,0,0.332280136836042,0.115370241051477,0,0,0,0,0,0.0779458456563925
