,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.279062492781545,0.0525357362285246,0.0798230322726936,0,0,0,0,0,0,0,0,0,0,0.156876069391587,0,0,-0.115606583505288,0,-0.244230948708126,0,0,0,-0.336428435653659,0,0.117039663915386,0,0.77448051745312,-0.000639514965003335,0,-0.0805556745350751,0,0.196967310098436,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.230859048763341,0,0,0,0,0,0,0.157374102781185,0,0.138317734215321,0,0,0.0346088236358141,0,0,0.0267176896086701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146955663173494,0,0.118425625608209,0,0.2041990545706,0,0,0,0,0,0,0,0,0,0,-0.108138562977464
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.0290454931762229,0,0.36278907213172,0,0,0,0,0,0,0,0.0861679230980085,0,0,0,0,0,0,0,0,0,0,0,0.105487964172784,0,0,0,-0.322381416790169,-0.302698669801656,0,0,0.200518786932632,0.0631480351096504,0.528450487546475,0,0,0,0,0,0.22421108146513,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.635474887893869,0.306184129516389,0.102002878570999,0.497472935611174,0,0,0,0.218390567360103,0.222450221030007,0,0,0,0,0,0,0,0,-0.340813738176686,0,0,0,0,0,0,0.0777087329376934,-0.709940625012405,0,0,0,0,0,0,-0.370753021734329,0,0.331854785381025,0,0,0,0,0.332888113471526,0,0,0,0
X5.HK.EQUITY,-0.0836927973734508,-0.112471481385616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597074089995736,0,0,0.401432781074644,0,-0.0147651138172897,0,0,0.141423257636294,0.0308554447026919,0,0,0,0,0,0,-0.0587234139267985,0,0,0,0,0,0,-0.144470270376367,0,0,0,0.0785735397282775,0,0,0,0,-0.122274138417949,0,0.0233947307228664,0
X601988.CH.EQUITY,-0.281477230651547,0,0,0,0.3479024597621,0,0,0,0,0,0,0,0,0,0,0,0,0.179215803178683,0,0,0.654183166438205,-0.0183784631292798,0,0,-0.0349757034612871,0,0,0,0,-0.480989039658003,0,0,0,0,0,0,0,0,0.0802845686061257,0,0,0,0,0,0,0.105092444597311,0,0,0,0,0
X600036.CH.EQUITY,0,0.367571650024207,-0.0817438613684333,0,0,0,0,0,0,0.616435761592558,0,0.0752632956055758,0,0,0,0,0.0145429560813359,0,0,0,0,-0.0844433549764932,0,0,0.24710866075682,0,0,0.104214276445901,0,0,0,0.0428776424157815,0,-0.3476289428466,0,0,0,0,0,0,0,0.112088387432469,0.119756814419568,0,-0.0441228057217137,0,0,0,0,0,0.076276440399798
X1299.HK.EQUITY,0,0,0,0,0.168616364463507,0,0,0,0,0,0,-0.125739580686732,0,0,0.0508490643072666,0,0,0,0.0152538175320341,0,0,0.148392081031999,0,0,0,0.157637611133833,0,0,0.0576028366306782,0,0.212503069885752,0,0,0.00134057889739305,0,0,0,-0.0239927556537659,-6.93889390390723e-18,0,0,0,-0.12378568345662,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0589848486688954,0.00482304097688539,0.0345416799899868,0,0,0,0,0,0,0.0694251162762687,0,0,0.357854519397423,0,0,0,0,0,0,0.0873121242673042,0,0,0,0,0,0,0,0,0,0,-0.0393663656095003,0,0,0,0.0708502568373276,0.144747397421852,0,0,0,0,0,0,0,0,0.100501848564811,0,0,0,0,-0.079118182264926
X601328.CH.EQUITY,0,0,0,0.00379445200698749,0,0,0.467116502208181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596298975850688,0,0.210981652935426,0.184486733558019,0,0.119431424762295,0,0,0,0,0,0,-0.21398537436863,0,0,0,0,0,-0.0613101025946977,0,0,0.109961432269001,0,0,0,0,0,0,-0.244718044251759
