,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,-0.213476908583387,0,0,0,0,0,0,-0.0562854564140635,0.165932651733243,0,0,0,0,0,0,0,0,0,0,0,0,-0.209923642078377,0,0,0,0,-0.17027258907762,0,0,0,0,-0.237403611540981,0,0,0.0560399951136205,0,0.734058457148641,0,0.330769117178507,0,0,0,0,0,0,-0.0182656024797064,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0525100592862195,0,0.0705285406541396,0,0,0,0,0.07459983968554,0,0,0,0,0,0,0,0,0,0.194045498606095,0,0,0,0,0,0,0,0,0.0287171703487786,0,0,0,0,0.310947521091166,0,0,-0.0125627193618949,0,0.198639365268219,0,0,0,0,0,0,0,-0.0537802884432574
X601939.CH.EQUITY,0.323673975717349,0,0,0,0,0,0,0,0,0.0151900703876496,0,0,0,0,0,0,0,0.131744629390993,0,0,0,0,0.0246518812062468,0,0.0224272428258977,0,0,0,0.138657636790071,0.0996783613690081,0,0,0,0,-0.174251689461159,-0.017258559421087,0,0,0.444482330249458,0,0,0,0,0,0,0,0,0,0,0,0.108932289985264
X601288.CH.EQUITY,0,0,0,0,0,0.0316936050323893,0,-0.117261112786892,0.131040717668877,0,0.55727941664685,0,0,0,0.0877742463347176,0,-0.206771866389645,0,0,0,-0.064477866561074,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.791374753217771,0,0,0,0,0,0,0,0,0,0,0.388149937003527,0,0,0,0,0.212217388788087,0,0,0,0
X5.HK.EQUITY,-0.154883074891627,-0.104884418275993,0,0,0,-0.0463793721486479,0,0,0,0,0,0,0,0,0,0.304266249728046,0,0,0,0.294370277507351,0.0470907623730905,0,0,0,0.417773053083909,0,0,0,0,0,0,0,-0.024799356007517,0,-3.46944695195361e-18,0,0,0,0,0,-0.172812507243817,0,0.18311510231617,0,0,0,-0.0188794701173401,0,0,0,0
X601988.CH.EQUITY,0.137201684974849,0,0.0150849490611227,0.399153192980961,0,0,0.0352548323508188,0,0,0,0.177718749173604,0,0,0,0,0,0.196959886425415,0.148941842385508,0,0,0,0.0353016059928932,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892616434998268,0,0,0,0.123100793201675,0,0,0,0,0.0907289708598348,0.162606313466099,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.242178258731199,-0.0113778478416956,0,0,0,0,0,-0.110796128598598,0.0614754197123888,0,0,0.534842706991648,0,0,0,0,0.0198793113716889,0,0,0.294764233388246,0,-0.105981093168204,0,0,0,0,0.0976419043937467,0,0,0,0,0.328903556759751,0,-0.155755629729621,0,0,0,0,0,0,0,0.107030230796676,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0923743092289798,0.0139396647919021,0,0,0,0,0,0.0248203071793566,0,0,0,0,0.144023661987008,0.222465216337221,0,0,0,0,0,0,0,0,0,0,0.0237214226811176,-0.00254171017643085,0,0,0.0207264172320158,0,0.30497398145408,0,0,0,0,0,0,0,-0.104682716395704,0,0,0,0,0,0,0.0778025713514532,0,0,0,0
X601628.CH.EQUITY,0,0.0374094174246725,0,0.0535029048662035,0,0,0,0,0,0,0,0,0,0.318772039307432,0,0,0,0,0,0,0,0,0.0861842023362323,0.0277791168207521,0,0,0,0,0,0,0,0,-0.0540583944242116,0,0,0,0.0451204551381707,0.230605185673503,0.0074596402134371,0,0,0,0,0,0,0.140934351456565,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.299867680698453,0,0,0,0,0,0.191354495125898,0,-1.73472347597681e-18,0,0,0,0,0,0.254992520082939,0,0.0542208132758423,0,0,0.0881856824861399,0,0,0,0,0,0,0,-0.172545120226981,0,0,0,0,0,0,0,0,0,0.0875346245317674,8.67361737988404e-19,0,0,0,0,0,-0.230115530089267
