,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.334893173263748,0.318233244532054,0,0.073834792547307,6.93889390390723e-18,-0.0907036445390713,0,0,0.183750134795608,0,0,0,-0.0405417925802076,0,-0.081971076153175,0,0,0,0,0,0.0330283807665696,0,0,0,0,0.0111942324464453,-0.0382186231568723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070133693110765,0,-0.102531589072246,-0.0739815385384488
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.208713305891907,0.0261745032661018,0,0.313344063334668,0,0,0,0,0,0,-0.0227015675124901,0,0,0,0,-0.0262085836151968,0,0,0,0,0.058343263866519,0,0,0,0,0,0,-0.292251954192127,0.208015261329035,0,0,0.249593241965676,0,0,0,0.0444777040427631,0.0585830599575581,0,0,0
X601939.CH.EQUITY,0.436675303742936,0,0,0.0892548719498441,0.114496134475768,0,0,0,0,0,0,0,0.140308778799138,0,0,0,0,0,0,0,0.132080676106296,0,0.0114178957432558,0.0319466374487478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328096488950087,0,0,0,0,0.00722802110695329,0,-0.174740873558505,0,0,0,0,0
X601288.CH.EQUITY,0.413418203562509,0,0.189535141777367,0,0.151905628148006,0.057556373297432,0,0.0379838469775448,0,0,0,0,0,0.0100892958144279,0,0,0,0,0,0,0,0,0,0,0,0,0.0554418739450248,0,0,0,0,0,0,0.0620089615544226,0,0,0,0.0894006087294483,0.142036653233969,0,0,0,0,0.0603193320629692,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.263035073609841,0,0.130336472063982,0,0,0.0849853969396577,-0.0977266136262413,-0.098876161080672,0,0.381145825607604,0,0,0.203072990214339,0,0,0,0.305598074275566,-0.0760669147728379,0,0,-0.246619114284354,0,0.411757839361956,0,0,-0.00651635389185888,0,0,0,0,0,0,0,0,0,0,0,0.0144277232245958,0,0.185907566009412,0,0,0,0,0,0,0,0,0.0776631704602072,0
X601988.CH.EQUITY,0.075859647587732,0,0.189468854390134,0.141010927811227,0,0,0,0.0829165201224011,0,0.119632241306187,0.256482517167496,0,0,-0.318391080841299,0,0,0,0,0,0,0.0248803291322769,0,0,0,0,0,0.0750958758982829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437147181298605,0,0,0,0.139419524207425,0,0,0,0,0.00866138242216137,0.0834258533362976
X600036.CH.EQUITY,0,0.248542479254106,0,0,0,0,0,0,0,0,0,0,0.201920192482392,0,0,0,0.108773841430537,0,0,0,0,0,0,0.111494871904643,0,0,-0.0114127304305435,0,0,0,0,0.204745261919172,0,-0.0163765156503382,0,0,0,0,0,0,0.0992749095864602,0.0740629051517634,0,0,0,0,0.0798604682720727,0,0.13152129574384,0.0626519676022173,0
X601628.CH.EQUITY,0,0,0,0.184612698110127,0,0,0,0,0,0.0806178864177018,0,0,0,0,0,0,0,0,0,0.232091840114954,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0825594254953042,0,0,0,0,0,0,0.157475896544304,0,0,0,0,0,0,-0.0813971845224629,0.00564572727192721,0.155689231881324,0.0812991494287198
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638536632035849,0,0,0,0.199818735261574,0.0167678156181026,0,0,0.112076088633256,0.187531775974814,0,-8.67361737988404e-19,0,0,0,0,0.346746196414932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697450547487582,0,0,0.0199406325473697,0.0228303950222237,0
X601166.CH.EQUITY,0,0,0,0,0,0.185400967912706,0.0895716991018048,0.0718278362796687,0,0,0,0,0,0,0.157035903053466,0,0,0,0,0,0,0,0,0,0,0,0.0547521534802887,0,0,0,0,0.401902078908602,0,0.137283649397815,0,0,0,0,0,0.0719915726580852,-0.00222314345835594,0,0,0,0,0,0,0,0,0,-0.119655246232171
