,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0886490034455254,0,0.415660367851712,0,0,0.0463384291744142,0,0.240232739125747,0,0,0.147180719312052,0,0,0,0,0,0.0264744663548217,0,0.00822043666384059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059956938876838,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0
X601939.CH.EQUITY,0.401306685125754,0,0,0.115764857346827,0,0,0,-0.0716832239179268,0,0.017726882442851,0,0,0.399906200193725,-0.0390535149316768,0,0,0,0,0,0,0,0,0,0,0,-0.0984496346638571,0,0,0,0,0,0,0.1328725044337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00734617133406276,0.0197395834738418
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0
X601288.CH.EQUITY,0.453249991493346,0.000553636493708077,0,0,0.405396740479016,0,0,0,0,-0.0200994819524573,0.043530181025352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404374280178869,0,-0.0522128701484224,0,0,0,0,0,0,0,0.0673739895765171,0,0,0,0,0,0,0,0,0,0,-0.0283941615381294
X601988.CH.EQUITY,0,0,0,0.27927532803276,0,0,0,0,0,0.00146111895477245,0,0,0,0,0,0,0,0.136289678983756,0.135519321802978,0,0,0,0,0,0,0,0,0,0.00150350627156929,0.0667591057977715,0,0,0,0.0118849568746457,0,0,0.0472452449267437,0,0,0,0,0,0,0.165945970124371,0,0,0.147611655201043,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0636028196721396,0,0,0,0.10990901049471,0.271706395282216,0,0,0,0,0,0.619347537668975,0,0,0.0402406164984409,0,0,0.325614460295001,-0.433918154133611,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0901585739271087,0.130434435677575,0,0,0,0,0,0,0,0,0,0.0954960647533741,-0.0326621842982683
X600036.CH.EQUITY,0,0,0.0192353476051389,0,0,0,0,0,0,0,0,0.485577655562343,0,0,0,0,0,0,0,0,0,0,0,0.0452714694465772,0,0.145552457163386,0,0,0,0,0,0,0,0,0.0918411922779796,0,0,0,0,0,0,0.0398134110956185,0,0,0,0,0,0,0,0.223512771041983,-0.00716875446785614,0.0242008692488851
X1299.HK.EQUITY,0.000853532398601225,0,0,0,0,0,0.104342246938855,0,0,0,0,0,0,0,0.107445611404238,0,0,0,0,0,0.228738310549274,0,0,0.0996035251676067,0,0,0,0.103649700826243,0,0,0,0,0,0,0,0,0.178969835532962,0,0,0,0.185080550944015,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0
X601658.CH.Equity,0,0,0,0,0.155397009498388,0,0,0,0,0,0,0,0,0,-0.265977846248723,0,0,0,0,0,0,0,0,0.0683383871360783,0,0,0,0,0,0.569266939515191,0,0,0,0,0.121888651011281,0,0,0,0,0,-0.396929556405008,0.0580556659646594,0,0,0,0,0.773106167850927,0,0,0,-0.0494776879467479,-0.132679170994201
