,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.222840776938597,0,0,0,0,0.372387423452275,0,0,0,0,0,0.0285694392855277,0,0,0,0,0,0,0,0,0,0,0,0.254583811024902,0,0,0,0.0173492064378762,0.0257036296020018,0,0,0.0729554955639473,0,0.0608137022524179,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898773609044246,0,0,0
X601318.CH.EQUITY,0,0,0.0902245793271708,0,0,0,0,0.0210897028233495,0.259592395505462,0,0,0,0,0.0388612585874016,0.318320523146713,0,0,0,0,0.07878421377674,0,0.0469440185845727,0,0,0,0,0,0.29583876516609,0,0,0,0.0408371324391044,0,0,0,0,0,0,0.0397648029255942,0,0,0,0,0,-0.116094925475593,0.0191596649769381,0,0,0,0,0.0633226532940251,0
X601939.CH.EQUITY,0.28537154449336,0.191995803574742,0,0,0,0,0,0.499596236481484,0.0863431027585161,0,0,0,0,0,0,0,0.0145814128712604,0,0,0,0,0,0,0,0,0,0,0.0635568367039816,0,-0.0183996519543516,0,0,0,0.0457467074262651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182827360141291,0
X600036.CH.EQUITY,0,0,0,0,0,0.155474888212489,0,0,0.0624003976931163,-0.103508359160553,0,-0.0999545329427611,0.145698806948493,0,0,0.154765984998929,0,0,0,0.16188588380736,0,0,0,0,0,0,0.399811678659715,0.0316951964902431,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716314802934497,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-2.16840434497101e-19,0.4766822915646,0,-0.07982156327928,0,0.0436791333561166,0,0,0,0,0,0,0,0.0402700396810257,-0.00341253162803551,0,0.0584785864007497,0,0,0.173796534501614,0,0.0947539022274012,0,0,0,0,0,0.0996571074903396,0,0,0,0,0,0,0,0,0,0,0,0,0.0261136440880342,0,0,0,0.0773398104945913,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.100169851221965,0,0.223753400040539,0,-0.0297818849923757,-0.0259966500801347,0,0,0,0,0,0,0,0,0,0.1900849320843,0,0,0,0,-0.00122739664339415,0,0,0,0,0,0.145871551895972,0,0.064062234695749,0,0,0.169554982434132,0,0,6.93889390390723e-18,0.186215482905706,0,0,0,0,0,0.217723093554337,0,-0.089616586467346,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899257706119037,0,0,0,0,-0.164201870050744,0,0,0,0,0,0,0,-0.0263311980349909,0,0,0,0,0,0.459961636250665,0.0266026779697128,0,0,0,0,-1.73472347597681e-18,0,0,0.0108067498498926,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.525080727084084,0,0,0,-0.00800001247699923,0,0,0,0,0,0,0,0.286926496341419,0.135136540634016,0,0.0434907570504469,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418436274809291,0,0,0,0,0,0,0,0,0,0,-0.098211389966859,0.0013754584969151,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0209267240514982,0.0846671186549685,0,0,0,0,0,0,0,0.163239633804208,0,0,0,0,0,0,0,0,0,0,0,0.0815554752452478,0,0.100920818829127,0,0,0,0,0,0,0,0,0.105619249294406,0,0.0850730700808948,0,0,0,0,0.376688966688095,0,0,0,0,0,0.0849464924855617,0,0,0,0,-0.0571636121838174
X388.HK.EQUITY,0,0,-1.0842021724855e-19,-0.211575216396977,0,0.300496349221565,0,0,-0.0209678935410089,0,0,0,0,0,0,0,0,0,0.0814478506715673,0,-0.136226353530607,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513580477542055,0,0,0,0,0,0.0460670076264663,0,0,0,0.261550410002188,0,0,0,0.108227922351762,0,0,0.157646178193085,-0.134244628805093
