,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.146448621701481,0,0.0778629160828875,0,0,0,0,0,0,0.346171732630818,0.129619557304746,0,0,0,-0.137896546898929,0,0,0,0,0,0,0,0,0,0,0,0.00100429372938245,0,0,0,0,0.172251165527677,0,0,0,0,0,0,0,0,0.12780624393961,0,1.73472347597681e-18,0,0.0641160490158203,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0464250723471723,0,0,0.237854477878438,0,1.38777878078145e-17,0.152159530322644,0,0,0,0.0547401657083687,0,0,0,0,0,-0.122710828278225,0,0,0,0,0,0,0,0,0,0.181874781656105,0,0,0,0,0,0,-0.311227130187621,0,0.339869505164818,0.0396079839417066,0.198256483257087,0,0,0,0,0.0901379255049669,0,0,0
X601939.CH.EQUITY,0.484106869838397,0,0,0,0,0.178929378857398,0,0,0,0,0,0,0,0.0590634633869796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375062560708265,-0.12086333339936,0,0,0.0496622422306039,0,0,-0.0474836200064498,0,0,0,0,0
X601288.CH.EQUITY,0.577994819551043,0.0534241973634151,0.173290855112686,0,0.00359115325766384,0.0401185512391487,0,0,0.0451542582048107,0,0,0,0,0,0.0219242172732328,0,0,0,0,0,0,0,0,0,0,0,0.00833160126974103,0,0,0,0,0,0,0.127857085398833,0.0525950825578062,0,0,0,0.103685756467002,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.103035701094064,0,0
X5.HK.EQUITY,0,-0.0566228997580655,0.104095991050387,0.0920903221139227,0,0.165591680444197,0,-0.0566463866879804,0,0,0,0.27393499697173,0,0,0,0,0,0.691014439671533,0,0,0,0,0,0,0,0,-0.194723720821504,0,0,0,0,0,0,0,0.0240626791761178,0,0,0,0,0,0,0,0,0,0,0.0865611643720637,0,0,-0.0597655929324481,0,0
X601988.CH.EQUITY,0.204893785592954,0,0.108228953467944,0.0940328769258034,0,0,0,0,0.0740222473942657,0.0782145125549498,0,0,-0.260223774119823,0,0,0,0,0,0,0,0.300910944074923,0,0.073909054663919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473440407298895,0,0.141636745057244,0,0,0,0,0,0,0,0.0611381616431756
X600036.CH.EQUITY,0,0.153989420729369,0,0,0,0,0,0.0800981021650988,0,0,0,0,0,0.248794814944862,0,0.0482662648679635,0,0,0,0,0,0,0,0,0.0624223797792581,0,0,0,0,0,0,0.238893862361043,0,0,0,0,0.143226510961021,0,0,0,0.0465925337316637,0.104594107534121,0,0,0,0,0,0,0,0.00358764513291524,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0136970415804557,0.0357530875169299,0,0,0.216182377680596,0,0,0,-0.159162319250788,0,0,0.288187618356588,0.240775937104487,0,0,0,0,0.0503491002824537,0,0,0,0.150366360106691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766786253260062,0,0.157144937234467,0,0,0,0,0
X601628.CH.EQUITY,0.287387364475984,0.289245656146668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473230567722312,0,0,0,0,0,0,0,0.0540769260375246,0,0,0,0,0,-0.0803736520818121,0.118181230125951,0,0,0,0,0,0,0,0,0,0,0,0.0824754771031079,0,-0.193669451768721,0,0,0.218308137337178
X601166.CH.EQUITY,0.0537571011468086,0,0,0,0,0,0.493993261232313,0,0,0,0,0,0,0.0199235867614724,0,0.202237613956106,0,0,0,0.0520798123283284,0,0,0,0,0,0,0,0.0355422086892104,0,0,0,0,0,0,0,0,0,0.00902857243047566,0,0,0,0,0,0.179325848940785,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0200646361676597,0,0,0,0.0381443238723009,0,0,0,0,0,0.307960590736649,0,0,0,0,0,0,0,0,0.0990421466707353,0.205442502980252,-0.0869075427543421,0.0457178532011405,0.194179651199543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121187574867629,0,0,0,0,0,0,0.00383982158737125,0
X600000.CH.EQUITY,0,0.0406484372763484,0,0,0,0.0968074607382221,0.186283089013212,-0.0356865040149257,0,0,0.287340169865927,0,0,0.109837089989263,0,-0.0542097700769231,0,0,0,0,0.0328689846677022,0,0,0,0,0,0,0.195397544127255,-8.67361737988404e-19,-0.0202523235316222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378527658823635,0.196216458772354,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.155817303947423,0,0,0.0250392583619829,0,0,0,0,0,0,0.0392098558704969,0.288753162465402,0,0,0.0674096427340303,0,0.0118238969751928,0,0,0,0.0358721959911386,0,0,0.356517496755512,0,0,0,0,0.151359422377735,0,0.0232746904632842,0,0,0,0,0.0530678563612315,0,0,0,0.0893431588225425,0,0,0.0766604986480418,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.174206687623242,0,0,0.0719688191550998,0,0,0,0,0,0.149849918731237,0,0.232740302270953,0,0,0,0.00180968331250763,0,0,0,0.115733459645298,0,0,0,0,0,0.0753728634011408,-0.288468704485003,0,0,0,0,0,0.0651701172674626,0,0,0,0,0.0481846480016963,0,0,0.176074932282724,0,0,-0.0518862334570241,0
X16.HK.EQUITY,0,0,0,0.360500243101741,0,0,0,0.212327544824666,0,0,0,0,0,0,0,0,0.0785360041843292,0.0597521402037073,0,0,0,0,0,0,0.123969732971266,0,0.0445739451977724,0,0,0,0.259864218724977,-0.12726149599748,0.108576466803964,0,0,0,0,0,0,0,0,0.101629623293934,0,0,0,0,0,0.00996181792316341,0,0,0
X601601.CH.EQUITY,-0.00297753148114983,0,0,0,-0.205091708960463,0,0,0,0.22793494843978,0.34088419640918,0,0,0,0.0188639873816697,0,0,0.2177043747155,0,0,0,0,0,0.294942216916649,0,0,0,0,0,0,0,0,0,0,0,0.0445963548771567,0,0.0962129353684115,0,0.194934480936267,0,0,0,0,0,0,-0.0228778761408433,0,-0.018585390291524,0,0,0
X388.HK.EQUITY,0,0,0.154407753450024,0,0,0,0,0.189750501019933,0,0,0,0,0,0,0.0472970079643723,0,0,0,0,0,0,0,-0.162492923297202,0,0,0,0,0,-0.14094849272511,0,0.155440691892221,0,0,0,0,0,0,-0.272308188624866,0,0,0,0.490748573685861,0,0.0260945620024141,0,0,0.0126063129241782,0,0,0,-0.0925013663982364
X11.HK.EQUITY,0,0,0,0,0.0796197842675118,0,0,0.041463047879089,0,0,0,0,0,0,0,0,0.0194943215770211,0,0.074016047883115,0,0,0,0,0,0.766428332696529,-0.00608112821963168,0,0,0,0,0,0,0.0419812094302677,0,0.102194031831884,0,0,0,-0.0455328211570201,-0.207234808000839,0,0,0,0,0,0,0,0.0375979533078651,0,-0.0955286181832949,-0.0802036056182779
X688.HK.EQUITY,0,0,0,0.170350810242003,0,-0.257338457534014,0,0,0.0233208185641132,0,0,0,0.159272705869002,0,0,0,0.234649933061804,0,0,0,0,0,0,0,0.284899679684928,0,0.423346330627563,0,0,0,0,0,-0.197874230529988,0,0,0,0,0.0372744185487893,0,0.337559512773394,0.064802355324608,0,0,0,0,-0.21080880770853,0,-0.155250268064276,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.142143625978047,0,0,0.0877973207038643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434009127610487,0,0,0,0.282790048442143,0,0,0,0,0,0,0,0,0,0,0,0,0.217654396916279,0,0.0356794613567116
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.350388664152165,0,0,0,0,0,0,0,0,0,0,0,0,0.00662609217383113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152864548397809,0,0,0,0.033599857357241,0,0.126473373994498,0,0.362777150978419,0,0,0,0
X601998.CH.EQUITY,-0.0488301720574909,0,0,0,0,0,-0.100689349721787,0,0,0,0,0.227498337055359,0,0,0,0,0,0,0,0,0.258994572608393,0,0,0,0,-0.123333246530926,0,0,0.121863124327439,0,0.0841960727818821,0,0,-0.0699653822109372,0,0.126330004844465,0,0.0387260112752552,0,0,0,0,0.0505296776837814,0.275959353761221,0,0,0,-0.0264737829578,0,-0.0384646567753269,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.243098218680351,0.100837297746951,0,0,0,-0.0471923876952428,0.0529269938090021,0,0.0107723218955369,0,0.513841149780935,0.066135866428958,0,0,0,0,0,0,0,0,0,0,0,0,0.150401603416436,0,0,0,0,0,0,-0.0223547013269502,0,0,0,0,0,0,0.100250412942064,0,2.16840434497101e-19,0,0.10118970887162,0.0736499738821445
X600030.CH.EQUITY,0,0.017326287728237,0,0,0,0,0,0,0,0,0,0,0.0653729603395804,0,0,0,0,0,0.0237391778243461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165616922795614,0,0.552307562285152,0,0,0.0372731824539824,0,0,0,0.0128012474068597,0.0712116252026134,0,0.0299595562936758,0,0,0,-0.0604091042361543
X2388.HK.EQUITY,0,0,0,0,0.385461668903939,0,0,0.0459928502771684,0,0,0,0,0,0,0.211597671255579,0,0,0.326711113784255,0.294315366988701,0,0,0,-0.184638050339415,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.103352115708391,0,0,0,0,0.0466243526143472,0,0,0
