,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.411719800913672,0.0042967657645081,0,0,0,0,0,0,0,0,0,0,0.090477991281301,0,0.116742635805975,0,0,0,0,0,0,0,0.0649674680899416,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0472647953887181,0,0,0,0,0,0,0,0,0,0.0755040080965974,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.106433330293589,0.310365968457304,0,0,0,0,0,0,0,0.262622082417913,0,0,0.0869524190972494,0.0598329438993957,0,2.71050543121376e-20,0,0.00343019902372335,0.0949107162011864,0,0,0,0,0,0,0,0,0.00916588189324274,0,0,0,0,0.0308397121201988,0,0.0104528911129093,0,0,0,0,0,0.0158714013647516,0,0,0
X601939.CH.EQUITY,0.0312492125079114,0,0,0.605376343501029,0,0.0663943197712671,0,0,0,0.11678383484241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418973249290669,0,0,0,0,0,0,0,0.122303171271845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.174187422606458,0.153701434236282,0,0.369255954547141,0,0,0.0532318494789113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196786166102993,0,0,0,0,0,0.110812235147837,0.00303551187036839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.144129991436356,0,0.353670525683265,0,0.075628510972469,0.031282777508882,0,0,0,0,0,0,0,-0.0182203924866893,0,0,0,0,0,0,0.0108907955693242,0,0,-0.159268399829783,0,0,0,0,0,0,0,0.115392437563734,0,0,0.260742770659511,0,0,0,0,0,0,-0.0991587565067807,0,0.0475864132676152,0,0
X601988.CH.EQUITY,0,0,0,0,0.356607014524598,0,0,0,0,0,0,0,0,0,0,0,0,0.0658527393780044,-0.0829937483511807,0,-0.0526598852128156,0,0,0,0.280287940330727,0,0,0,0,0,0,-0.236967454462319,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.151493337237383,0,0,0,0,0,0,-0.025713522840902,0.137272278291427,0
X600036.CH.EQUITY,0,0.120886329627278,0,0,0,0,0,0,0,0.421895454502874,0,0,0,0,0,0,0.153619092274332,0.0593361387364763,0,-0.12985664852391,0,0,0,0,0.0759199869412506,0,0,0,0,0,0.214280108696435,0,-0.0380299837213378,0,0,0,0,0,-0.0692001298790642,-0.165546311314384,0,0.124602474721331,0,0,0.198827010500858,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.196170522320248,0,0,0,0,0,0,0,0,0,0.0109470231691089,0,0,0.138225494928359,0,0,0.0759102292733802,0,0,0,0,0.0231928947670243,0,0,0.0470681496454584,0,0.0995627987068071,0,0,0,0,0,0.463414781001527,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0309274458749819,0,0,0,0,0,0,0,0.132884439683621,0,0,0,0,0.404381871990947,0,0,0,0,0,0,0,0.00350625023622134,0,0,0,0,0,0,0,0,0,0.0668301298843376,0,0,0.180060697488175,0,0,0.185602903784078,0,0,0.0734013632910556,0.0478378032486016,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.207958927912625,0,0,0,0.417757415635671,0,0,0,0,-0.0416059230914207,0.49920085295572,0,0,0,0,0,0,0,0.047139170178778,0.147607129321076,0,0,0,0,0,0,0,0,0,0,-0.0366821924199089,-0.0484369243779914,0,0,0,0,0,0,0,-0.116778187737623,0,0,0,-0.122248166927555,0,0,0,0,0
X601166.CH.EQUITY,0.154826063709239,0,0,0.234795524788705,0,0,0,0,0,0,0,-0.0184863064390332,0.23749426006613,0,0,0,0,0,0,0.0475066294028928,0,0.092863216372745,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0285302342579942,0,0,0,0,0,0.0511523749948703,0,0,0,0,0,0,0,0.0823157911402658,0
