,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.217063778810876,0,0,0,0,0.394585583867422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265773098773508,0,0.025880081457743,0,0.0126461165172987,0,0,0,0,0,0.0687327061980557,0.0539637591759979,0,0,0,0,0,0,0.0268599298839931,0,0,0,-0.0946032503147155,0,0,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0,0,0
X601939.CH.EQUITY,0.285248638507303,0.222898023242616,0,0,0,0,0,0.497142568414774,0.0806786624362214,0,0,0,0,0,0,0,0,0.0303286470647288,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210217933367278,0,0,0,0,0,0.0560306340115051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188470818527772,0
X600036.CH.EQUITY,0,0.0043727234478483,0,0,0,0.155623157792309,0.0261947388207724,0,0.0754195152422268,-0.145296920600821,0,-0.106356126352012,0.152419563390824,0,0,0.179269295657928,0,0,0,0.157105479665117,0,0,0,0,0,0.388753752185025,0,0.0225736418188745,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629829188873397,0,0,0,0,0,0,0,0,0,-0.00769393051448124,0.0151082306286796
X601288.CH.EQUITY,0,0,0.0309208348291592,0,0,0,0,0.523762388279411,0,-0.0663046943624711,0,0.00680102286300434,0,0,0,0,0,0,0.0168184248741226,0.041998588613281,0,0,0.0734000593747037,0,0,0,0.109467254087102,0.111889675992974,0,0,0,0,0,0,0,0,0.0589622381501199,0,0,0,0,0,0,0,0,0,0,0.0216967603135325,0.0126884103240585,0.0287233365683059,0.0372885064250724,0
X1299.HK.EQUITY,0,0,-0.0810734257603308,0,-0.0155392835398296,0,0,0,0,0.219329578016007,0,-0.062733895082145,0,0,0,0,0,0,0,0,0,0,0.170905176567952,0,0,0,0,0,0,0,0.0232012386889296,0,0,0,0,0,0.130855108650749,0.0270342885640492,0,0.206526000166925,0,0.205353129907751,-6.93889390390723e-18,0,0,0,0,0,0.199724922363926,0,-0.0783339151551043,0
X601628.CH.EQUITY,0.10792269356928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171706326897778,0,0,0.236304896174032,0,0,0,0,-0.129245305055788,0,0,0,0,0,0,0,0,0,-0.0167152974763543,0,0.574984089390284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152926509055772,0
X601988.CH.EQUITY,0,0,0.075120007203397,0,0.441496190707452,0,0,0,-0.0912179954923553,0,0,0,0,0,0,0,0,0.279321840189106,0,0,0,0,0,0.045619450763827,0,0,0.0832126042590532,0,0,0,0,0,0,0,0,0,0,0.00191148032851707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521857793337174,0,0,0,0,0,0,0,0.196821391593234,0,0,-6.93889390390723e-18,0,0,0,0,-0.00774465269915756,0,0,0,0.217461393924685,0,0.067205083409427,0,0,0,0,0,0,0,0,0,0,-0.114824548830918,0.184148213401542,0,0,0,0.218391466864914,0.184423014755147,0.03980007443228,0,0,0,0,0.115004996108087,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.225433756479551,0,0.346519959616571,0,0,-0.0551055157169365,0,0,0,0,0,0,0,0,0,0.176845096632512,0,-0.134252998414835,0,0,0,0,0,0,0,0,0,0,0.111412234028113,0,0,0,0,-0.109134843136286,0,0.075798019938436,0,0,0,0,0.085953818619941,0,0.108011456261169,0,0,0,0,0.165050721735554,-0.156330519109801
