,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.253993113683796,0,0.375858472698435,0,0.0825692511829861,0.0398081717585279,0,0.0294527367108372,0,0.0404460717267723,0,0,0,0,0,0,0,0,0,0,0,0,-0.0998891242347566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0978997708662588,0,0.125734900198127,0
X601939.CH.EQUITY,0.411178044542831,0,0,0.197422278822196,0,0,-0.138737860281026,0,0,0.00622631615020209,-8.67361737988404e-19,0,0.164677629298017,0,-0.0652648277374432,0,0,0,0,0,0,0,0,0,-0.00792789935369985,0,0,-0.0304135854273636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272848044198351,0.0131102132791635,0,-0.086310429412109,0
X601318.CH.EQUITY,0,0,0,0,0.216548202182055,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260356148680814,0,1.38777878078145e-17,0,0,0,0,0.181052997352427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258934327253735,0,0,0,0,0.218581635230313,0,0,0,0,0,0,0.110925815828168,0,0
X601288.CH.EQUITY,0.50027784314283,0,0,0,0.198623075330479,0,0,0,0,0,0,0,0.0746800162461097,0,0,0,0,0,0.0129089892060903,0,0.117492611240902,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508118006499354,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.381088257669766,0,0,0,0,0,0.264323387278655,0,0,0,0,0,0.355019692294438,0.0873575961997898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36747532318588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.00225682971411699,0,0,0,0.325081363051901,0,0,0,0,0.0671360318128172,0,0,0,0,0,0,0.00715740332206069,0,0,0,0,0,0.0464748537484672,0.174025954074193,0,0,0.0705208345254607,0,0,0,0,0,0,0,0.180937082704932,0,0,0,0,0.10650602912839,0,0.0171091437510876,0,0,0
X1299.HK.EQUITY,0.0759528521937578,0,0,0,0,0,0,0,0.134433868822224,0,0,0,0.10129018721954,0,0,0,0,0,0,0,0,0,0.0102374466423704,0,0,0,0.225814600788575,0,0,0,0,0,0,0,0,0.178415174742454,0,0,0,0,0,0,0.0718941285097419,0,0,0,0.106830174081866,0,0,0,0,0
X5.HK.EQUITY,0,-0.0593338163075227,0,-0.193024840496249,0,0,0,0,0,0,0,0,0.0465666658536727,0,0,0,0,-0.0160301806126008,0,0,0.100279054504996,0,-0.630402910981297,1.10971540699954,0,0,0,0,0.409743706619823,0,0,0,0,0,0,0,0,0,0.418224974397334,0,0,0,0,-0.0945994827091108,0,0,0,0,0,0,0.102009013166136,0
X601628.CH.EQUITY,0.0407734736094086,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.146156684567861,0,0,0,0,0.188421600544384,0,0,0.0118640233100352,0,0.135889059944869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843787418725312,0.0863023327171869,0,0,0,0,0.0456952736727597,0.0193003291616913,0,0.0892886686432086,0.00604013925097311
X601658.CH.Equity,0,0,0,0.0508858066302998,0.158792548197593,0,0,0,0,0,0,0,0.271318508787127,-0.0430528549087437,0,0,0,0,0,0,0,0,0,0,0,0,0.109619794857081,0.20304541339812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374060132375915,0,0,0,0
X601328.CH.EQUITY,0.119242692769988,0,0,0.298075975413669,0,0,0,-0.0980501917781908,0,0,0,0,0,0.163325681562058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291678936084106,0,0,0,0.169623504069407,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0671817648031541,0,0,0
