,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.6286029363861,0,0.02825373063199,0,0,0,0,0,0,0,0.0750881964349782,0,0,0,0,0,0.0835244465931484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839744859084911,0,0,0.0348119095602929,0,0.00809433084306642,0,0,-0.0212694149499712,0.0253232689367729,0,0.0225576365245728
X601318.CH.EQUITY,0,0,0,0.186239291280183,0,0,0,0,0.0711918005259205,0,0,0,0,0,0,0,0,0,0.199072847209781,0,0,0,0,0,0,0.029419533948458,0,0,0.0967353074565527,0,0,0,0,0.058982550938111,0,0,0,0,0,0.180483937472769,0,3.46944695195361e-18,0,0,0.0224151367989503,0,0.0899223955360887,0,0,0,0
X601939.CH.EQUITY,0.0575422254178743,0,0,0.471008651674773,0,0.12261794968664,0,0,0,0,0.0496151713371274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652245529834732,0,0,0.0515162699674738,0,0,0,0,0.129058313308278,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0199724346370435,0,0.0458680480260557
X601288.CH.EQUITY,0.257502028465244,0,0,0,-0.0240216070069601,0.0403965436986099,0,0,0,0.137987946408038,0,0,0,0,0,0,0,0,0.048967451867994,0,0,0,0,0,0.0451511514702855,0.185132936298774,0,0,0,0.079602568424402,0,0,0,0,0,0,0,0,0,0,0,0.145807270603729,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0986420158672962,0,0.354959025368769,0,0,0,0,0,0,-0.146457055121061,0.391680475204648,0.231921669109414,0.188776500764456,-0.108452924006081,0,-0.0970816895993365,0,0,0,0.184826849164145,0,0,0,0,0.0834115611650056,0,0,0,0,0,0,0,0,0,0,0,0.0547103620369581,0,-0.536520157724609,-0.146999116177711,0,-0.0194198902189009,-0.0939597043567127,0,0.108104678319663,0
X601988.CH.EQUITY,0.170005781592422,0,0,0,0.0062283113639523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546097303853829,0.0591894684323658,0,0,0,0,0,0.108050138607048,0,0,0,0,0,0,0,0,0,0.0858893975034748,0,0,0,0,0,0,0,0,0,0.0883430912976254,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0243256710161308,0,0,-0.02279391003281,0,0,0,0,0,0,0.0747282997968757,0,0,0,0,0,-0.00758481030669002,0.704097077323442,0,0,0.0280620723736545,0.0942716118396483,0,0,0,0,0,0,0,0,0,0,0,0,0.066189209979624,0,0.0512698430610898,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.171220270332951,0,0,0,0,0,0,0,0,0,0,0.0594682536791568,0,0,0.0347639829453546,0.198810681684922,0,0,0.0580707502761805,0,0,0,0,0,0,0.135847155289781,0,0,0,0.0864040827849631,0,0,0,0.084390472865756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237215448578622
X601628.CH.EQUITY,0,0.176587804298757,0,0,0.0117265032847614,0,0,0,0,0,0,0,0,0,0,0,0.022928576098326,-0.0488545896270468,0,0,0,0,0,0,0,0.114677806815859,0,0,0,0,0,0,0,0,0,0,0.380659211031003,0,0.234627198644645,0,0,0,0.0677170862105267,0,0.0105723451013681,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144712248746693,0,0,0,0.126424765700455,0,0,0,0,0,0,0.244043027413013,0,0,0,0,0,0,0,0.229243330810933,0,0,0,0,0,0,0.0486610855059881,0,0,0,0,0,0,0,0.00855570348097389,0,0.0246253769943868,0.202229579837762,0,0,0,0,0,0,0,0,0.0143761701377975,0,0
