,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231660142993156,0,0,0,0,0,0,0,0,0,0,-0.269806490587194,0,0,0,0,0,0,0,0,0,0,-0.319029527258365,0,0,0,0.785268215238531,0,0,-0.18002005999074,0,-0.0511829270604769,0.269438986441542,-0.0225064571420964,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.146086543873974,0,0.121380076787764,0.0317284585517379,0,0,0,0.0401526103687497,0,0.0285952646188269,0,0.1477441450958,0,0,0,0,0,0,0.0411454260355749,0,0,0,0,0.063929158058839,0,0,0,0,0,0,0,0,0,0.372236729885137,0.027163331550173,-0.0769000378778276,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.237161667083118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102302489794069,0,0,0,0,0.0684550507667046,0,0.0277353932727049,0,0,0,0,0,0,0.344506094180718,0,0,-0.00162497163853113,0,0.118375459359665,0,0,0,0,0,0.0107910026626583,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.264617955510948,0,0,6.93889390390723e-18,0.0048030525120194,0,-3.46944695195361e-18,0.0468325910813919,0,0,0,0,0,0.0864307632452144,0,0,0,0,0,0,0,0.146849722961952,0,0,0,0,0,0,0,-0.0560200649100702,0,0.0841164224988867,0,0,0.337843470947542,0,0,0,0.0854491351865929,0,0,0,0,0,0,-0.0132171554721613
X5.HK.EQUITY,-0.0448434371907279,-0.252464157820129,0,0.137278655682276,0,0,0,0,0,0,0.0232668724352863,0,0,0,0,0.360007922797278,0,0,0,0.0836648676357747,0.261396019253174,0,0,0.301943444186941,0,0,0,0,0,-0.0419081801638065,0,0,0,0,0,0,-0.0980256609778284,0,0,0,0.237952181074135,0,0,0,0,-0.028576907938148,0,0,0,0,0
X601988.CH.EQUITY,0.237332970728221,0,0,0.57558772711175,0,0,0,0,0,0,0.117748246424754,0,0.143898042365772,0,0,-0.0666811486887035,0.0812172408730656,0,0,0.00888935547342868,0,0.0177251611344532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0378170168523165
X600036.CH.EQUITY,0,0.563605308959927,0.00284358424584945,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0957312713560035,-0.139686633113864,0,0,0,0,0,0,0,0,0,0,-0.0012178869896062,0.277053906586667,0,-0.13717047448059,0,0,0,0,0,0,0,0,0,0,0,0,0.174114280339811,0,0,0,0,0,0.137118161867049,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0349509468420973,0,0,0,0,0,0.362013944903597,-0.123131169828174,0.133886636182705,0.0817258864652565,0,0,0,0,0.166418491169273,0.197918112237548,0,-0.133204741096172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382254840680807
X601628.CH.EQUITY,0,0.126275078770211,0,0.033112211036299,0,0,0,0,0,0,0,0,0,0.239293626832317,0,0,0,0,0,0,0,0,0,0,0.154217829286207,0,0,0,0,-0.0206320392657064,0,0,0,0,0,0,0.0978941507210102,0,0,0.161479001872549,0,0,0,0,0,0,0,0,0.0480546552853785,-0.00355231808496821,-0.0149176415396529
X601328.CH.EQUITY,0,0.0938729661405766,0.108693131115911,0.344242517693463,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0356879321720376,0,0,0,0.0426013042127389,0.0131866522364187,0,0.00902448975335977,0,0,0,0,0,0.167039562756374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169406156586211,0.0868471854851048,0,0,0,0,0,0,-0.246561983682802
