,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0138954878220988,0.0837097119030623,0,0,0,0,0,0,0.277097598517189,0.123281589026167,0,0,0,-0.167398439975292,0,0,0,0.0843579872959049,0,0,0,0,0,0,0,0.0487153215791456,0,0,0,0.036731530157551,0,0.0545369974273826,0,0,0,0,0,0,0,0.25739271097129,0,0,0,0.0425665683562534,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0279237301526408,-1.38777878078145e-17,0,0.244946144401253,0,0,0.275509583066559,0,0,0,0.0752866637784762,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.115238812290099,0,0,0,0,-0.251835466882998,0.107855040900875,0,0,0.179111431259873,0,0,0,0,0,0.088974736885086,0,0
X601939.CH.EQUITY,0.46877158905684,0,0,0,0,0.189651673690684,0,0,0,0,0,0,0,0.0493360550862466,0,0,0,0,0.00908228538819574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372475179870939,0,-0.125524043170288,0,0.0512408956538242,0,0,-0.0393948732192667,0,0,0,0,0
X601288.CH.EQUITY,0.558523209499404,0.031521754515368,0.106406140008922,0,0.0657379065197812,0.0110162529033112,0,0,0.0485898037977541,0,0,0,0,0,0,-0.0356221876441703,0,0,0,0,0,0,0,0,0,0.0815558487786875,0,0,0,0,0,0,0.0509484252198094,0,0,0,0,0.158521465964132,0.180007569402603,0,0,0,0,0,0,0.0396511342663097,0,0,0,0,-0.0609860023314489
X5.HK.EQUITY,0,-0.039722434522217,0.199678893815979,0.0808652083974061,0,0,0,-0.160049026144468,0,0,0,0.228828779061928,0,0,0,0,0,0.594552423253266,0,-0.0270095162664374,-0.149916309865787,0,0,0.118395533661366,0,-0.118912795626497,0,0,0,0,0,0,0,0,0,0.0440328318799639,0,0,0,0,0,0,0,0.0986191458170931,0,0.157986236230735,0,0,-0.0672393594035135,0,0
X601988.CH.EQUITY,0.0959236794283811,0.0586907811472109,0.205355982327572,0.21307984035033,0,0,0,-0.020606142250385,0.112116125333821,0.0905802597601712,0.166027773095511,0,-0.341472493174233,0,0,0,0,0,0,0,0,0,0.0294770417431449,0,0,0.0887278216083082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597253547588786,0,0,0,0,0.0710573069597862,0.0433164069931472
X600036.CH.EQUITY,0,0.35977079165202,0,0,0,0,0,0,0,0,0,0.183991379948337,0,0.16157560758931,0,0.050785618648973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933593015712583,0,0,0.0138902648802175,0,0,0,0.0934151491327253,0,0,0,0,0,0.0389517992326894,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0682099979599299,0,0,0,0,0,0,0,0,0,0.223362612382779,0.296969960044621,0,0.215878895556411,0,0,0,0,0,0.041739097480678,0,0,0.035817321968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.207890840087157,0.148675674933627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,4.33680868994202e-19,0,0.195293684492021,0,0,0,0,0.0377339860380458,0,0,0,0,0,0,0,0,0,0,0,0,0.0431708186029445,0,0,-0.016211734405772,0.323810443555935,0.050546935505957
X601166.CH.EQUITY,0.232958592038375,0,0,0,0,0.106727387901133,0.432564877292668,0,0,0,0,0,0,0.0113573402370732,0,0.391120962937568,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0483800662526288,-0.131881569648949,0.0363465752655399,0,0,0,0,0.0375239647828767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0596573663695574,0,0,0.0948375816540093,0.00674169642831812,0,0,0,0.0225781036092765,0,0.236774474291989,0,0,0,0,0,0,0.228787180221013,-0.118582648484902,0,0.0651625494695805,0.119755441178322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239532494093636,-0.0332091247989883,0,0.185356798185098,0,0.084668114466006,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0650334942821656,0,0,0,0,0.251841299634074,-0.0311688418725834,0,0,0.384368372327402,0,0,0.0645054652019078,0,-0.106202872751811,0,0,0,0,0,0,0,0,0,0,0,0.222036027225581,0,-0.00146600947065972,0,0,0,0.0345007555365952,0,0,0,0,0,0,0,0,0,0,0,0,0.0321734525968952,0,0.162619138535736,0,0
