,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,-6.93889390390723e-18,0.0657980949054319,0,0,0,0,0,0,-0.143792056387571,0,0,0,0,0,0,0,0,0,-0.145440881986154,0.646332478114837,0,0.762749999060346,0,0.0410228586595513,0,-0.107888933922779,0,0,-0.150223089672176,0,0.00698058023988036,0,0,0,-0.0167263827603025,0,-0.303802008182884,0,-0.0834513040018756,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.218623490019489,0.109025765291944,0,0,0.00495668577713502,0,0,0,0,0,0,0,0,0,0.260538645323981,0,0,0,0,0,0,0,0,0.112409902667218,0.0646858676747393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105762453593588,0,0,0.00955939455441476
X601939.CH.EQUITY,0,0,0,0.817476987670758,0,0,0.0385215364281805,0,0,0,0,0,0.0292566352621353,0.0547511496555706,0,0,0.0462068693374529,0,0,-3.46944695195361e-18,0,0,0.00140684118272262,0,0,0,0,0,0.00586627380403498,0,0,0,0.0158839856496098,0,0,0.0332537830857718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0257892776833903,0,0.897919584652515,0,0,0,-0.0667676053738855,0,0,0,0,0,0,0,0.00279142693189028,0,0.0332436786166869,0.104749390129249,0,0,0,0,0,0,0,-0.0608178958946414,0.0509785840555375,0,0,0,0,0,0,0,0,0,-0.0986106077684714,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349372500626092,0
X601988.CH.EQUITY,0,0,0.0167053407006505,0,0,0,-0.106209600988311,0,0,0.0458646922561782,0,0,0.531851542985793,0,0,0,0,0,0,-0.142418822083013,-0.0464634387910364,0,0,0,0,0,0.11393554407217,0,-0.240108073427347,0,0,0.022648694465144,0,0,0,0,0,-0.0411645664942105,0,0,0,0,0,0.0608794732739006,0.105139060495896,0,0,0,0,0.481189546948219,0,0.253652400470191
X600036.CH.EQUITY,0,0,0.330142336530832,0.0177385018786044,0,0,0,0,0.0136887848665257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747134963270305,0,0.13092195298764,0,0,0,0.450626348205096,0,0,0,0,0,0,0,0,-0.0409715053274282,0,0,0.0801876504544499,0,0.0151743675992917,0,0,0,0.0349993082711805,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.734862171060753,0,0,0,0.0691873459436628,0,0,0,0,0,0,0.11042408979743,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0556450232759617,0,0,0,0,0,0,0,0,0.109603122433313,0.158775194263091
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.348835734168301,0,0,0,0,0,0,0,0,0,0,0,0,0.0323985009531699,0,-0.194919695440624,0,0,0,0,0.0590071639084868,0,0.198005529905397,0,0,0.138453493499613,0,0,0,0,0,0,0,0,0,0,0,0,0.456051654926973,0,0,0,0.119657138580704,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.28003754069564,0,0,0,0.0474564568744828,0,0,0,0,0,0.310827803334463,0,0,0,0,0.159965531855964,0,0,0.225645978560211,0.123181285505627,0.305237832536288,0,0.20339651695192,0,0,0,0,0,0,0,0,0.0583736851368977,0,0,0,-0.0537647876027537,0,0.0366284782542431,0,0,-0.302410155169225,0,0,0,0.107157466701346,-0.127147817830994
X601658.CH.Equity,0,0,0,0.22640359784821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257349091460129,0.111826993366273,0,-0.174300825656433,0,0,0,0,-0.12748207038096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411219242204839,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.183170798850419,0,0,-0.109792407248359,0,0,0,0,0.0860223693837868,0,0.0713424292485339,-0.114705018803626,0,0,0.109396598028062,0.00881767321624463,0,0,0,0,0,0.54393893178012,0,0,6.93889390390723e-18,0,0,0,0,0,0.269545084476341,0,0,0,0,0,-0.0943186705685007,0,-0.182828238817689,0,0.0675405236087928,0,0,0,0,0.0692458318013403
X600030.CH.EQUITY,0,0,0,0,0,0,0.143192034451332,0,0,0,0.024060844066387,0,0,0,0.0225801294005832,0.191682253600536,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.548806190740088,0,0,0,0,0,0,0,0.0198071293885499,0,0,0,0.0277657798748172,0,0,0,0,0,0.0429918328815009
X601166.CH.EQUITY,0,0,0.0224245273701215,0,0.317054034336766,0,0,0,0,0.020249157671574,0,0,0,0.179264666882606,0,0,0,0,0.0665539520375582,0,0,0,0.0512705760041281,0,0,0,0,0,0,0,0,0,0.0220704915984651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537825265187649,0.255461459590693,0,0
X600000.CH.EQUITY,0,0,0,0.0469240157204995,0,0.0670785373850942,0,0.0375608627501884,0,0,0,0,0.384577920778986,0,0.165116384898264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104217111503697,0.0161438019798807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,8.67361737988404e-19,0.108705105962012,0,0,0,0,0,0,0,0,0,0.0859929028879018,0,0,0,0,0,0,0,0,0.329877693650217,0,0,0,0,0,0,0,0.0130393103343994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144985966375422,0,0,0,0.0487020090819754,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0363319840567802,0,0.00812895626299082,0.462581828763342,0,0,0,0,0,0,0,-0.0613898023873102,0,0,0,0,0.0318104457833554,0,0,0.242713795487043,0,0,0,0,-0.039967048186172,0,0.215579671656769,0,-0.00549162712134814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,4.33680868994202e-19,0.0953007277755174,0,0,0,0.0182655385795296,0,0,0,0,0,0,0,0,0,0,0.205301439357515,0,0,0,0.0348124162768695,0,0,0,0,0,0,0,0.0339645810450181,0.0325130338545592,0.118821678017518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055185688341076,0,0,0.0451545341334427,0.00201667580141409,0,0
X601319.CH.EQUITY,0,0,0,0.182659526443073,0,0,0,0,0,0.014878340861739,0,0,0,0,0.00367395349511284,0,0.0423076402031458,0,0,0.188424785836149,-0.0360214703501959,0,-0.0314179093911191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27101939917968,-0.00332990223368839,0,0,0,0,0,0.287539162269338,0,0,-0.0576830534873032,-0.0322043292210585
X000001.CH.EQUITY,0,0.101001574167848,0,0,0.107473012601637,0.106341577640852,0,0,0.0489575915316952,0,0,0,0,0,0,0,0,0,0,0.0970717918001472,0,0,0,0,0,0.00574599073101803,0,0,0,0,0,0,0.254932544480913,0,0,0.0248247260370911,0,0.0772429069236567,0,0,0.0268726479415356,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.425173849381752,0,0,0,0,0,0,0,0,0.0777226957537396,0,0,0,0,0,0,0,0,0,0.104086407485602,0.0383898547384045,0,0,0.0115505147071124,0,0,0,0,0,0,0,0,0,0,0.446983265104202,0,0,0,0,0,-0.0775680219280804,0,0.147563206410176,0,0,0,0,0,0,-0.0617916258081379,0
X16.HK.EQUITY,0,-0.120408990560652,0,0,0,0,0,0.233672920039159,0,0,0,0,0,0,0,0.009989056770355,0,0,0,0,0,0,0.064418926278156,0,0,0.0960434262338351,-2.77555756156289e-17,0,0,0.0392819368966728,0.173026845739383,0,0,0,0,0,0,0.0139309163214248,0,0,0,0,0.312658620224055,0,0,0,0.213872790876024,0,0,0,-0.120458200160282,0
X688.HK.EQUITY,0.132588594502654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13287624601373,-0.224661755766593,0,0,0.42735205670609,0.112520659916576,0,0,0,0,0,0.14424932603769,0,0,0,0,0,0.0928972954417404,0.324395515591782,0,0,0,0,0,0,0.0183099445157768,0
