,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.134440189997623,0,0.11101602172292,0,0.0699497940278472,0,0,0.335546481985078,0.050177045581275,0,0,0,0,0,0,0,0,0,0.122931793166078,0,-0.0724648940140949,0,0,0,0,0,0,0,0,0.196598300591785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.383723506307303,0,0,0.0458737283724909,0.0866773484317983,0,-0.0898894967842963,0,0,0,-1.38777878078145e-17,0,0.377617318788581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280364225340863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.100171671568294,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.23459422670999,0,0,0,0,0,0,-6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201534760613711,0,0,0,0,0,0.153258222526841,0,0,0.0798862263714011,0,0,0.175216971028561,0.18514168489818,0,0,0,0,0
X601288.CH.EQUITY,0.343587398457835,0.0713357822913509,0,0,0.380478226375593,0,0,-0.0185221345010423,0,0,0.0798958340302004,0,0,0,0,0.107748652049747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.000999845891964224,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.388138773708933,0,0,0,0.0171553519110134,0,0,0.170993287266002,0,0,0.114200789808683,0,0,0,0.0201662607313727,0,0.186817648588737,0,0,0,0,0.0828280517457466,0,-0.0383853153208896,0.0300779801080306,0,0,0,0,0,0,0,-0.0416809397601159,0,0,0,0,0.059330523991819,0,0,0,0,0,0,0,0,0.0329584874862914,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.134677149326976,0,0,0.0402220766178042,0,0.490367269806767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101314968606375,0,0.0950563417301786,0,0,0.0515667310979907,0,0,0,6.93889390390723e-18,0,0.18326099788604,0,0,0,0,0,0,0,0,0,0.0321963473919343,0,-0.0371008220042923,0
X1299.HK.EQUITY,0,0,0,0.0533557391407875,0.0304935319937483,0,0,0,0,0,0,0,0,0,0,0,0,0.187564475641169,0,0.0201297990867898,0,0.0650296451641178,0,0,0,0.102073989342967,0,0,0,0,0,0.263452638593535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298489298854146,0,0,0
X5.HK.EQUITY,0,0,0,-0.0775700872578937,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.328667044184908,0,0,0,-0.433045696273361,0,0.967175759551483,0,-0.869928822814537,0,0,0.547924963348624,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259819390390377,0,0,0,0,0,0,0,0.195596385763575,0.0695894711263461,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.213727151185107,0,0,0,0,0,0,0,0,0.272906180610846,0,0.0450552406657735,0,0.180033399018389,0,0,0,0.0894676931260084,0,0,0,0,0,0,0,0,0,0,0.00148011029555808,0,0,0,0,0,0,0,0,0,0,0.0436569286230259,0
X601658.CH.Equity,0,0.0913539803042336,0,0.221843136962476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537309114519521,0,0.362020424542889,0.514883195436348,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.268798809184631,0,0,-0.638834071724962,0,0
X601328.CH.EQUITY,0,0,0,0.290659708092702,0,0,0,-0.0376905134365557,0,-0.0576715967344592,0,0,0.399236803552688,0.04664002959485,0,0,0,0,0.139149036767612,0,0,0,0,0,0,0,0,0,0,0,0.0685930062575424,0,0,0,0.0542089705756713,0.0327397488510217,0,0.0140990225032913,0,0,0,0.0472961499009769,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0479809958678732,0,0,0,0.171328287408139,0,0,0,0,0,0,0,0,0,0,-0.0584901109470596,0,0,0.129824524052435,0,0.041071479760204,0,0,0,0,0,0,0,0.0204584491017154,0.275446303722575,0,0,0,0,0,0,0,0.0654220968504502,0,0,0,0,0,0,0.184676032190725,0.10871554791991,0,0,0,0,0
X600000.CH.EQUITY,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.344275093042138,0,0,0,0,0,0,0,0.211360211566508,0,0,0,0,0,0.151243972605683,0,0,0,0,0,0.0316459979699748,0,0,0,0,0,0,0,0,0.126158322792761,0,0,0,0,0.121993815832826,0.00674955285614679,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107549215363935,0,0,0,0.0385265790518713,0,0,0,0.534492539433571,0,0.191714546750733,0,0.160301333246005,0,0.0194979171215848,0.0408163465434535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0257729462045015,0,0,0.0166796924219711,0,0,0.0845975804604752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240889501223313,0,0.198322299983038,0,-0.0805600216221293,0,0,0.233264527384008,0.255598266548706,0,0.090047597922591,0,0,0,0,0,0,0,0,0,0.0150305778063622
