,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.314817623159241,0.0542408846107807,0.130195906753104,0.0289347515134525,0,0.0181555108504188,0,0,0,0.246115350446351,0,0,0,0,0,0,0,0,0,0,0.00313867042282416,0.057618126784342,-0.0461662625365463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243351278910128,0,0,0,0.0449808368549168,0,0,0,0,0,0,0.194054861778637,0
X601939.CH.EQUITY,0.311381035364849,0,0,0.203512218585506,0,0,0,0,-0.0517301541301308,0,0.1326916436021,0,0,0.071056083341581,-0.0880284417786758,0,0,0,0,0,0,0,0.19177399108213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255737254470563,0,0,0,0.123750567462828,2.16840434497101e-19,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.360904687433633,0,0,0,0.332882574488992,0,0,0,0,0,0.0231080477677862,0,0,0,0,0,0,0,0,0.0744218779331072,0.0308608755938398,0,0,0,0,0,0,0,0,0,0,0,0.0438918887056487,0,0.0880115092774568,0,0,0,0,0.0418765395506011,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.510647570325943,0,0,0,0,0,0.199615172563241,0,0,0,0,0,0.0950545603740213,0.126582319817951,0,0,0,0,0,0,0,0,0,0.0446939231869639,0,0,0,0,0,0,0,0,-0.510352122541107,0,0,0,0,0,0,0,0,0,0,0.146867518159087,0,0,0,0,0.270152005035821
X600036.CH.EQUITY,0,0.0245229973757589,0,0,0,0,0,0,0,0,0,0.2080011022793,-0.0262852470689525,0,0,0,0.109701881510795,0,0,0,0,0.13906982246601,0,0,0,0,0,0,0,0,0,0.2623959019732,0,0,0,0,0,0,0,0,0.126445380510374,0,0.117984324240049,0.116410565812101,0,0,0,0,0,0,-0.020153607232985,0
X1299.HK.EQUITY,0,0,0,0,0.0349798111871648,0,0,0,0,0,0,0,0,0.157355571641505,0,0,0.0502688231553822,0.502672834923807,0,0,0,0,0,0.135508395053936,0,0,0,0,0,0,0.0884258473516431,-0.0257275089819972,0,0,0,0,0,0,0,0,0,0,0.0777332625812597,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0319674375662908,0,0,0,0,0,0,0,0,0,-0.139855916778729,0,-0.121962217022816,0,0,0,0,0,0,0.389221804190096,-0.15274801566278,0,0,0.734656967374733,0,0,0,0,0,0,0,0,0,0.367315900152775,0,0,0,0,0,0,-0.242174954353401,0,0,-8.67361737988404e-19,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.114203238359997,0,0,0,0,0,0,0,0,0.381069112809055,0,0.020887871530175,0,0,0,0,0,0,0,0,0,0.0424700818786134,0,0,0.0876116595275948,0,0,0,0.229082194265302,0,0,0,0,0,0,0.0203269614113053,0,0,0.182726876536612,0.0312511609048788
X601658.CH.Equity,0,0,0,0.16399867424196,0.158021928016213,0,0,0,0,0,0,0,0,0.108821885853517,0,0,0,0,0,0,0,-0.0785902923436125,0,0,0,0,0.0334931020954366,0,0.101088561164684,0,0,0,0,0,0,0,0,0.272069390592568,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.425787825626383,0,0,0
