,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.714967041546057,0,0,0.00426067501764575,0,0,0,0,0.0392327728076701,0,0.0708795477183112,0,0,0,0,0,0,0.0159256597129216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672051263116776,0,0,0,-0.0171509431020649,0,0,0,0,0,0,0.00884612179940109
X601939.CH.EQUITY,0.107912998286215,0,0.0142050945863429,0.296162316545104,0,0.320736853065079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577544186152925,0,0,0,0,0,0,0,0.0358909411109326,0,0,0,0,0.0899251704286499,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0215534743815149
X601318.CH.EQUITY,0,0.0176351121475321,0,0.0926358103197262,0,0,0,0,0,0,0,0,0,0,0,0.00893182722133872,0,0.00847570417354843,0.192183354974361,0,0,0,0,0,0.0104227941614493,0.0465734282588994,0,0,0,0,0,6.93889390390723e-18,0,0.214466413046173,0.0168096441435061,0.0445386994357191,0,0,0,0.236985293146126,0,0,0,0.0860560956463443,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.190876386620623,0.049632535764869,0,0,0,0.031808505627182,0,0,0,0.162474090171786,0,0,0,0,0,0,0,0,0.0924639493039515,0,0,0,0,0,0.0233085625216632,0.25983848504022,0,0,0,0.0553438898526701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599566208909547,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.440855264719981,0,0,0,0,0,0.0504190885851043,0,0.26147700953206,0,0,-0.0486852064346089,0,0.117317936685791,0,0,0,0,0.422408513636284,0,0,0,0,0,0,0,0.0198357640919954,0,0,0,0,0,0,0,0,0,0,0,0,-0.768847716113621,0.0162167987366975,0,-0.184442505371437,0.156610743823098,0
X601988.CH.EQUITY,0,0.174848883201705,0,0,0.0451492154048734,0,0,0,0.0735379765642314,0,0,0.0841132198590563,0.126221450782792,0,0,0,0,0,0.058699304787261,0,0,0,0.519456196691893,0,0,0,0,0,0,0.0304805379655049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324536646074284,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0403479647801081,0,0,0,0,0,0,0.20124471020707,0,0,0,0,0,0.288192610508074,0,0,0,0.0422264377945916,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0939381570835897,0,0,0,0,0,0,0,0,0,0,0.0107490265639859,0,0.088696998126842
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249431413857155,0.000775799788559481,0,0,0,0,0,0,0.775957729755987,0,0,0,0.104931104959817,0.00414417668338141,0,0.000702287350072556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.140905355527111,0.0723411169372557,0,0,0,0,0,0,0,0,0,0,0,0.0306079486295189,0,0,0,0,0,0,0,0,0,0.062644622361658,0,0,0,0,0,0,0,0,0,0.325133122908084,0,0,0,0,0,0,0.207965374635373,0.0712502928733148,0,-0.026182635762857,0,0,0,0,0
X601328.CH.EQUITY,0.00162236329994397,0,0,0,0,0,0,0.171619544267926,0,0,0.0383771985504704,0,0.149564699600429,0,0,0,0,0,0,0,0,0.25239329097576,0,0,0,0,0,0,0.0314331604667927,0,0,0,-0.00883612672149993,0.0403125844280942,0,0.000783079012328211,0,0,0.0689012609099328,0.256254572367885,0,0.0395391525205268,0,0,0,0,0,0,0,0,0
