,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.498444695561377,0.0716998608686983,0.0451663274604941,0.0203576264609869,0.0376148291862282,0,0,0,0,0,0,0,0,0,0.060524586251854,0,0.0803914646784436,0,0,0,0,0,0.0518626857101938,0,0,0,0,0,0,0,0,0,0,0,0,0.0300840187749819,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.223282013826228,0,0,0,0,0,0,0.0635521848501052,0,0,0,0,0,0,0,0.238928138914693,0,0.0480488138003506,0,0,0,0,0,0,0.0689755473905208,0,0,0,0,0,0.0387177296090012,0,0,0,0,0.0237064068181014,0,0,0,0,0,0
X601939.CH.EQUITY,0.492988012459579,0,0,0.0356770022220007,0,0,0,0,0,0.141343533797354,0,0,0,0,0,0,0,0,0,0.0131477666337585,0,0,0,0.0113345345699555,0,0,0.15924182958105,0.0491993547727568,0,0,0,0,0,0,0,0,0,0,0,0,0.05481055926391,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.501479978917558,0.0502434774920472,0,0,0,0.0500758244150466,0,0,0,0.0651846612701798,0,0,0,0,0,0,0.182914398844676,0,0,0,0,0,0,0,0,0.00442152767159079,2.77555756156289e-17,0,0.0885621295596654,0.0573281923666108,0,0,0,0,0,0,0,0,-0.0515096451916936,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.59827358393481,0,0,0,0,0,0,0,0.103826520143754,0,0,-0.0748590019859581,0.486418213308264,-0.511624369388586,0,0,0,-0.0958031142964293,0.23787585509781,0,6.93889390390723e-18,0,0,0,0.277045345674042,0,0,0,0,0,-0.022794113820789,-0.0793291894283455,0,0,0,0,0,0,0,0,-0.066672428516065,0,0,0,0.121114972220981,0
X601988.CH.EQUITY,0,0,0,0.176479335449019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297291801032903,0.0715964531930072,0,0,0,0,0,0,0,0,0.0734484141772868,0,0,0,0.00614023637452064,0,0,0,0.0927952320450255,0,0.0836930724510011,0,0,0,0,0,0.0369533247903358,0,0,0
X600036.CH.EQUITY,0,0.111130080211998,0,0,0,0,0,0,0,0,0.0797268902554887,0,0.233339710014586,-0.0383984415637641,0,0,0,-0.0370695679113485,0.0792149224715073,0,0,0,0,0,0.381052607289416,0,0.0551828017218381,0,0,0.0600608588321506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546337388015489,0,0,0,-0.0381812819219582,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.123442986760247,0,0,0,0,0.0967031796439508,0,0,0.082643253883339,-0.0533776491151333,0,0,0,0,0.252968083796628,0.185384333483879,0,0,0,0,0,0,0,0,0,0,0,0.0292413133762057,0,0,0,0,0,0,0,0,0,0,0.195494522258546,0,0,0.110826844821981
X601628.CH.EQUITY,0,0.0292651272352492,0,0.0259108908568358,0,0,0,0,0,0,0,0,0.183589912605922,0.023880929575741,0,0,0,0,0,0,0,0,0,0,0.00697466013852534,0,0.172323685150965,0,0,0,0,0.237326364983513,0,0,0,0,0,0,0,0,0,0.192652668899963,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0583924062323314,0,0,0,0,0.0769849692255755,0.0117625634246369,0,0,0,0,0.125472552499058,0.024663936448762,0,0,0,0,0,0,0.173753593239265,0,0,0,0,0,0,0,0,0,0.0521407404028957,0,0,0.0148168579292098,0,0,0,0,0,0.19252811296774,0.238972993299051,0,0,0,0,0,0,0,0,0,0
