,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.107980562436624,0,0.0963143559215039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440080001757467,0,0.448977165844553,0,0.159495190669878,0,0,0,0,-0.145400936155595,0,0,0,0,-0.162088056235233,0,0,0,-0.754568283313534,0,0,0,0,0.0761485318187674,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.401455072072706,0,0,0,0,0.0847767064747129,0,0,0,0,-0.104566770666736,0.161578680436086,0,-0.0281232873866006,0,0,0,0,0,0,0,0,0.0862274117178217,0,0,-0.155795228928591,0,0,0,0,0,0,0,0,0,0,0,0.0976443893905723,0,0,0,0.00676104383807478,0.33056627141786,0,0,0.0601996582614185,0,-0.0298389104671504,0.129485743414771
X601318.CH.EQUITY,0,0,0,0,0.0200257012043164,0.347080873226365,0,0,0,0,0,0,0,0,0.0112636050093919,0,0,0,0,0,0.118915110087503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356401911270757,0.0429500169043656,0,0,0,0.0340890958087244,0,0,0,0
X601288.CH.EQUITY,0,0.705769516841009,0,0,0.0459793456076245,0,0,0,0,0,0,0.0185909611664206,0.138636923677922,0,0,0,0,0,0,0,0,0.0630655275869999,0,0,0,0,0,0.0188742066780406,0,0,0,-0.0382985381956502,0,0,0,0,0,0,0,0,0,0.0493487084016359,0,0,-0.0320382608814293,0,0,0,-0.0463330201669816,0,0,-0.0561040417036901
X601988.CH.EQUITY,0,0,0,0.434430191299968,0,0,0,0,0,0.212935578050407,0,0,0,0.064471032613125,0,0.305132203650253,0,0,0,0.167711778747941,0,0,0,0,-0.0320374297683689,0,0,0,0,0,0,0,0,0,0,0,-0.488775641608034,0,0,0,0,0,0,0,0.210172466376256,0,0,0,0,0,0,0.426604836852193
X600036.CH.EQUITY,0,0.0650166845668272,-1.35525271560688e-20,0.0455421360221385,0,0,0.0149981592561862,0.0618102076357609,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0401937186984959,0.188507244816994,0,0.0314575614827241,0,0,0,0,0,0,0,0,0.105942636453444,0,0,0,0,0,0,0,0,0,0,0,0.159079529825653,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118038218860046,0,0,0,0,0,0.225708652124488,0,0,0,0,0,0,0.0391782838093124,0,0,0,0.0561910298367652,0.0408240122507235,0,0,0,0,0.0445014389311559,0,0,0,0,0,0.131385401941013,0,0.101724012515006,0.241460727448111,0,0,0.0545194205868957,0,0.0448977010148373,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.356678457655999,0.0144581987804997,0,0,0,-0.0748580178298435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141477192518053,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.180054104345179,0,0.111357756886163,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144709231270887,-0.136847492564184,0,-0.00286166087633564,0,0,-0.331358905117504,0,0.714935113934752,0.0788973644125555,0.473999274766901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106010277191413,0,0,0,0.212434881876774,0.119887557585325,0,0,0
X601658.CH.Equity,0,0,0,0.220051219554171,0.00116927234198513,0,0,0,0,0,-0.0305001010296393,0,0,0,0,0,0,0,0.27218366495056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909550334757746,0,0.23997833873332,0,0,0,0,0,-0.040682686654175,0,0,0.108517650678361,0,0,0,0
