,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.357239543967005,0.0786334745076585,0.116506401234832,0,0,0,0,0,0,0.213875611975029,0,0,0,0,0,0,0,0,0,0,0,-0.0365736151416883,0.0288962966346114,0,0,0,0,0,0,0.0146025831147834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329360707674497,0,0,0,0.0211485184917825,0.158963573213824,0
X601939.CH.EQUITY,0.396350879419547,0,0,0.186431871749795,0,0,0,0,-0.037283283236959,0,0.14319910098001,0,0,0,-0.0803401266615776,0,0,0,0,0,0,0,0,0.178538473939898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598753167627309,0,0,0,0.0969418471694087,2.16840434497101e-19,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377092607096145,0,0,0,0.214142605593888,0,0,0,0,0,0,0,0,0.146979870445507,0,0,0,0,0,0.0914047436665002,0.0343080765070155,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0843602948479969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.47800336812408,0,0,0,0,0,0.185085303325842,0,0,0,0,0,0.0403657401100922,0.198984535008655,0,0,0,0,0,0,0,0,0,0.0119289939206846,0.0871821227613538,0,0,0,0,0,0,0,-0.579606480514703,0,0,0,0,0,0,0,0.176415385467463,0,0,0,0,0,0.0901927823504451,0,0.227077061502666
X600036.CH.EQUITY,0,0,0.0453335613819803,0,-0.036959601150115,0,0,0,0,0,0,0.286364588234508,-0.0497750020875296,0,0,0,0.0710647847289258,0,0,0,0,0.175753046731658,0.0114384718735373,0,0,0,0,0,0,0,0,0.208542062158225,0,0,0,0,0,0,0,0.109872238699954,0.00663158652838448,0.0865567229203256,0,0,0,0.074963538152649,0,0.0614110968723124,0,0,-0.0391720618290122,0
X1299.HK.EQUITY,0,0,0,0,0.0353273706858021,0,0,0,0,0,0.0348061197666631,0,0,0.187237973006698,0,0,0.0341613555973121,0.502059124915098,0,0,0,0,0.115531822739349,0,0,0,0,0,0,0.0173691963758243,0,0,0,0,0,0,0,0,0,0.0849993405969061,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0162172457528228,0,0,0,0,0,0,0,0,0,0,0,0,-0.158945801556503,0,-0.176244619738911,0,0,0,0,0,0.522106326456711,0,-0.265388942678112,0,0,0.758051241970491,0,0,0,0,0,0,0,0,0,0.404359434375176,0,6.93889390390723e-18,0,0,0,0,-0.267875802148294,0,0,0,0,0,0.0175438620947447,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.112755741550514,0,0,0,0,0,0,0,0,0.378369422956078,0.020584753917505,0,0,0,0,0,0,0,0,0,0,0.0418459988389982,0,0,0.0863893300494031,0,0,0,0,0.228665921894923,0,0,0,0,0,0.0200488735045551,0,0,0.179848977993006,0.0295033041409671
X601658.CH.Equity,0,0,0,0.150350680047834,0.147168543610173,0,0,0,0,0,0,0,0,0.128477276847152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168874151075502,0,0,0,0,0,0,0,0,0.21440693717475,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.334560420001057,0,0,0
