,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.0259651652842995,0,0,0,0,0,0,0,0,0.182515718969333,0,0,0,0,0.479237528057695,0,0,0,0,0,0,0,0,0,0,0,-0.145100888790918,0,0,0.486276987390981,0,0,0,0,0,0,0,0,0,0.0817268702545062,0.0255993891869245
X601318.CH.EQUITY,0,0,0,0,0,0,0.152216124535247,0,0.254228708544137,0,0,0,0,0,0,0,0,0.282443467008531,0.075167511904378,0,0.0399875290410538,0,0,0,0,0.0802870900897777,0,0,0,0,0,0,0,0,0,0.0750294748490576,0,0,0,0.0254284372993827,0,0,0,0.00956112222022165,0,0,0,0.0452677960075453,0,0,0
X601939.CH.EQUITY,0,0,0,0.563728514332432,0,0.106067156057043,0,0,0,0.180993517973664,0,0,0,0,0,0,0,0,0,0,0.175862505211127,0,0,0,0,0,0,0,0.157951301568547,0,0,0,-1.38777878078145e-17,0.0178108829762211,0,0,-0.056116205321651,-0.0112184256852564,0,0,0,0,0,0.0845366779518538,0,0,0,0,0.0384773354615203,0.0348087813982355,0.048813080783784
X601288.CH.EQUITY,0,0,0,0,-0.133106989768782,0,-0.266029761221924,0,0.104222106475348,0.0561467572323166,0.874717197926054,0,0,0,-0.0809130011263714,0,0,0,0,-0.301648321129766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1328159830659,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0730592496967399,0,0,0,0.151481152222383,0.339269663979731,0,0,0,0.0300845581368067,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.181726787439798,0,0,0,0,0,0,0,0,0,0.128905677422119,0,0.28821571351204,0,0,0,0,0,0,-0.0939669094922294,0,0.0598652420429622,0,0
X601988.CH.EQUITY,0,0,0.08527342705358,0,0.241036966405056,0,0,0,0.201665572205043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1224661698805,0,0.0720016157309195,0,0,0,0,0,0,0,0.130492988560637,0,0,0,0,0,0,0,0,0.13109338157126,0
X1299.HK.EQUITY,0,0,0,0,0.19250792594185,0,0,0,0,0,0,0,0,0,0,0,0.162384666454274,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0866123317672196,0,0.118563953147323,-0.0070609371667011,0.103939993402884,0,0,-8.67361737988404e-19,0,0,0,0,0.357079471579624,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707629806768165
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.484625089937542,0,0.029594494048087,0.0418721131364378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574187021196651,0,0,0,0,0,0,0.124496599371759,0,0,0,0,0.216459501131849,0,0.317410727613497,0,0,0,0,0,0,0,-0.112640364045344
X601628.CH.EQUITY,0,0,0,0.0138894055574345,0,0,0,0,0,0,0,0,0,0,-0.0461371020866493,0,0.00315651830713907,0.126829746566606,0,0,-0.0139705162259214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438197951157756,0.494177207623866,0.00438310105795108,0,0,0,0,0.255340994170967,0.134755999418385,0.0572657482147434,0,0,0,0,0,0,-0.0740360230024945
X601328.CH.EQUITY,0,0,0.0126629952946058,0,0,0,0,0.713146127734358,0,0,0,0,0,-1.73472347597681e-18,0,0,-6.93889390390723e-18,0,0,0.125553327095738,2.16840434497101e-19,0,0,4.33680868994202e-19,0,0,0.0382290052407879,0,0,0,0,0,0,0,0,0,-0.0163127463501978,0,0,0,0,0,0,0,0,0,-0.169341542389371,0,0,0.0439819598547206,0
X601166.CH.EQUITY,0.0697565465182481,0,0.013744681187175,0.25147024423129,0,0,0,0.112267746292486,0,0,0,0,0,0.272345450001242,0,0,0,0,0.0162820224471568,0,0,0,0,0,0.129477295207291,0,0,0,0,0,0,0,0,0.0460709894864762,0,0,-0.10489896537946,0,0,0,0,0,0,0,0,0,0,0,0,0.0664595498424627,0
X601319.CH.EQUITY,0,0.0677640635987725,0,0,0,0,0,0,0,0,0,0,0.00911913004586861,0,0,0,0,0,-0.249363757354252,0,0.0296835264716184,0,0,0,0,0,-0.0377878775733041,0.00406614268452873,0,0,0,0,0,0,0,0.151282093342113,0,0,0,0,0,0,0,0,0.531981951546222,0,0.0916746961181597,0,0,0,0.0737014894322619
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0354986684650539,0,-0.101870898300797,0,0,0.0848218393653892,0,0,-0.144724403475561,0,0,0,0,0,0,0,0,0,0,0,0.294100873181998,0.168165958490605,0,0,0.0980017904072072,0,0,0,0.535167687323109,0,0,0,0.0201940874134372,0,0,0,0,0,0,-0.205236503595757,0,-0.112112868730134
X600000.CH.EQUITY,0,0,0.159833180829406,0,0.0275733649307373,0,0,0,0,0.15694349512162,0.509991783322451,0,0,0,0,0,0,0,0,0.0530792674524734,0.0840537271701015,0,0,0,0,0,0.203802055573098,0,0,0,0,0,-0.0565618939797345,0,-0.183713722819203,0,0,0,-0.152812781517632,0,0,0,0,-0.0379888322678101,0,0,-0.00217063940429554,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0938236574444579,0.112741045767085,0,0,0,0,0,0,0,0,0,0,0,0,0.206243331067405,0,0,0,0,0,0,0,0,0,0,0,0.558302245314259,0,0,0,0,0,-0.277602169346707,0,0,0.0688613162431213,0.0565029630110318,0,0,0,0.411650902859761,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0.0344403900608598,0,0,0,0,0,0,-0.0410021022900759,0,0,0,0,0,0,0,0.131636322398237,0,0,0,0,0,0.0401255514663044,0,0,0.00794026103176749,0,0,0.655966507785687,0,0,0.0571129382928878,0,0,-0.0255309544061473,0,0,0.00922525118828707,0.0640242640882074,0,0,0,0,0,0.100081695028656,0
