,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.346074234483345,0.0602418611220172,0.111906546308698,0,0,0,0,0,0,0.20951405921813,0,0,0,0.0168171090406204,0,0,0,0,0,0,0,0.0137832808404558,0,0,-0.0255068099134136,0,0,0,0.0363880774731757,0.00865898713640277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453382275622835,0,0,0,0,0,0.145384252058585,0
X601939.CH.EQUITY,0.456341535740694,0,0,0,0,0,0,0,-0.0176680771598552,0,0.210718391343823,0,0,0.0346652486311943,-0.0151416030724009,0,0,0,0,0,0,0,0.146034796477619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071656010934705,0,-0.0494338176584165,0
X601318.CH.EQUITY,0,0,0,0,0.252355845920673,0,0,0,0,0,0,0.115781984042893,0,0,0,0,0,0,0,0,0,0.160068961956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519153850815075,0,0,0,0.0608567480018397,0,0,0.181117288937941,0,0,0,0,0,0
X601288.CH.EQUITY,0.404247061440738,0,0,0,0.257091863286682,0,0,0,0,0,0,0,0,0.0656710526642114,0,0,0,0.077559454428204,0.0627173174962435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220574296670672,0,0.0613972071444931,0,0,0,0.0290952717643345,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.372758441767737,0,0,0,0,0,0.249552821311372,0,0,0,0,0,0.118071643740612,0.127651604998976,0,0.0477105401809979,0,0,0,0,0,0,0,0.092504674649197,0,0,0,0,0,0,0,0,-0.514158186036963,0,0,0,0,0,0,0,0,0,0,0.0629009754418014,0,0,0,0,0.291896214196552
X600036.CH.EQUITY,0,0.0187866284485278,0.0340443650889178,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0987030813797708,0,0,0,0,0.00893750329543184,0.0577186870818243,0,0,0,0.270287256706226,0,0,0,0,0,0,0,0,0,0.230532752580807,0,0,0,0,0,0,0,0,0.147253008139959,0,0,0,0.0787595566515363,0,0,0.103943514107151,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0382648918168564,0,0,0.232395216360548,0,0,0,0,0,0,0.457957942494807,0,0,0,0,0.11233724494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.109655851936372,0,0,0.0428096999977603,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0815714858107077,0,-0.30733755862431,0,0,0,0,0,0.132938113995166,0,-0.387330485135591,0.657312738817967,-0.140855174302478,0.755059121076265,0,0,3.46944695195361e-18,0,0,0,-0.107869883579752,0,0.235613034703127,0,-0.072082603864278,0,0,0,0,0,0,-0.00116651945301584,0,0.160917793312386,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.105477322077213,0,0,0,0,0,0,0,0.00241127423340141,0.381940466647393,0,0,0,0.0343515150371051,0,0,0,0,0,0.0014306858257762,0,0.0514637975403684,0,0,0,0.0853121735693166,0,0,0.21449376014553,0,0,0,0,0,0,0,0,0,0.166834826611649,0.0374369321993633
X601658.CH.Equity,0,0,0,0.0939841796049444,0.263727650522042,0,0,0,0,0,0,0,0,0.180015568093943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163675618402608,0,0,0,0,0,0,0,0.17221741952221,0,0,0,0,0,0,0,0,0,0,0,0.337443037548597,0,0,0
