,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0572562242203474,0,0.139721356392246,0.178331158503273,0,0.351063245057248,0,0,0,0.000614211849046441,0,0.133059883884357,0,0,0,0,0,0,0,0,0,0.0119520922068211,0,0,0,0,0,0.104121468015393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.167374181544297,0,0,0,0,0.00035803136973756,0,0,0.24546562084643,0,0,0,0,0,0.0592428631399054,0.164753895302167,0,0.040350912586185,0.165184603610363,0,0,0,0,0,0,0,0.00334659408041503,0,0,-0.104252508293324,0.0757749037838882,0,0,0,0,0,0.108405720630153,0,0.100454334290782,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353589106286086
X601939.CH.EQUITY,0.255384385974106,0,0,0,0,0,0,0,0,0,0,0,0,0.415748041171211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201776760746895,0.102967173365538,0,0,0,0.0188618546489585,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.343970299935652,0,0.0265510938088849,0,0,0.487889772077318,0,0,0,0,0,0.0072984395101239,0,0,0.0356603017969478,0,0,0.0091130717817638,-0.0256049458668169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100394574664761,0,0,0
X5.HK.EQUITY,0,0,0,-0.0199135366751559,0,0,0,0.152508040016334,0,0,0,0,0.163216393526875,0,0,0,0,0,0,0,0,0.245878807651044,0.838350962689939,0,0,0,0.228808234145704,0,0,0,0,0,0,0.0396239014085289,0,0,0.0689216286592208,0,-3.46944695195361e-18,0,0,0,-0.296170494970536,0,-0.107745761694293,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0592233380051607,0,0,0,0,0,0,0,0,0.107920139547739,0,0,0,0,0.219801761899358,0,0.0739952907520789,0,0,0,0,0,0.220199869965527,0,0,0,0,0,0,0,0.103794451356384,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.136900735597596,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.119855813211042,0,0,0.141532009313338,8.67361737988404e-19,0,0.278537281815664,0,0,0,0.0933567892009846,0,0,0,0,0,0,0.00846697945261522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.295833058568757,0,0,0,0,0,0.236711173371824,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116556099746393,0,0,0.203051249533838,0,0,-0.12079638924141,0,0.253459247629968,0,0,0,-0.0382289793901796,0,0,0.848570720897362,0,0,0,0,0,0.328625102509142,-0.293180022888861,-0.175631154888033,0,0
