,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.288705881148826,0,0,0,0,-0.051855827449567,0,0,0,0,0,-1.38777878078145e-17,0,0,0.121108588490666,0,0,0.142729069844528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194237144612814,0,0,-0.0576001534244666,0
X601318.CH.EQUITY,0,0,0,0,0,0.0150865288639832,0,0.0402979367704124,0.00743630467762389,0,0,0,0.228385933711631,0,0,0,0,0,0,0.534390882478015,0,0,0,0,0,3.46944695195361e-18,0,-0.0519355632790295,0.123974110441224,0,0.0809592939711437,0,0,0,0,0,0,0.0685565092307848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101998858247598
X601939.CH.EQUITY,0,0,0,0,0.190274586009177,0,0.245061634852868,0,0,0.0840164124607115,0.0265041998837403,0,0,-0.13912486758864,0.00896044252314019,0,0,0,0,0,0.0799797381572552,0,0.491670718486415,0,0,-0.016075368033958,0,0,0,0,0,0,0,0,0,0,0,-0.0371825231657881,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.113928727471526,0,0,0,0,0,0,0.267481785541505,0,0,0,0,0,0,0.0497438209261535,0,-0.199208366734306,0,0,0.00807887931774064,0,0.0590580506518637,0,0,0.269217086301794,0.391940158125353,0,0,0,0,0,0,0,-0.00114543392628341,0,0,0.113011926284458,0,0,0,0,-0.0303826483991922,0.0330775184935826
X601288.CH.EQUITY,0.0926641624551064,0,0.00174925827499356,0,0,0,0,0,0,0.0239396494624086,0,0,0.0246189169782852,0,0,0.495020279828191,0,0,0,0,0,0,0.282035759924817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130432926237077,0,0,0,0,0,-0.0512042321372924
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0,0,0
X601988.CH.EQUITY,0,0.255900796969095,0,0,0.180659048787375,0.206926223009815,0,0,0,0,0,0,0,0,0,0.110355916114546,0,0,0,0,0.185665827609539,0,0,0,0.09440611776711,0,0,-0.0310463296476986,0,0,0.136095545628641,-1.73472347597681e-18,0,0,-0.00509360675535612,0,0.0475302624474553,0,0,0,0,0,0,-0.14518106545738,0,0,0,0,0,0,-0.0763825703217818,0
X1299.HK.EQUITY,0,0,0,0,-0.140917541509105,0,0,0,0,0.360368182917946,0,0,0,0,0,0,0,0.119452657259463,0,-0.00192135657906208,-0.055429288157257,0,0,0,0.0535229967320491,0,0.364251325327024,0.144909031301886,0.0601435625293856,0,0,0,0,0,0,0,0,0,0,0,0,0.049987075715298,0.0243547794070388,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.021195883979026
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121745759603652,0,0,0,0,-0.0671278340657519,0,0,0,0,0,0,0,0,0.433526756342953,0.084260624513046,0,0.0368980958434851,0,0,0.135637701139308,0,0,0,-0.00208983354510557,0,0,0,0,0,0.306915870443904,0,0.183710773049834,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0206636844057884,0,0,0.0920783781384645,0,0.171281025531822,0,0,0,0,0,0,0,0,0,0,0.371509737379559,-0.0434694870271508,0.0377459138524331,0,0.0376227953913577,0,0,0,0.369504957323453,0,-0.225166259396188,0.31063963358944,0,0,0,0,0,-0.0573170958576445,0.15643154868879,0,0,-0.352179905029262,0.101876825478716,0,0,0,0,0.127752448885106,0
X601658.CH.Equity,0.0902008358246144,0.0763498980166579,0,0,0,0,0,0.110067835957174,0,0,0,0,0.08728608159342,0,0,0.293462946128158,0,0,0.0511423177779991,0,0,0,0.0362823279491898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710652906888269,0,0,0,0,-0.113061258162643,0,0,0.000101127759161164,0.200413436656482,0.0381060387700763,0,0,0
X601166.CH.EQUITY,0.0169249066858248,0,0,0,0,0,0,0,0,0,0,0,0.0518275243850074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33402716154658,0,0,0,0,0.0427480211637422,0,0,0,0,0,0.0523342911221902,0,0,0,0.198189247987992,0,0.240659856402046,0.0111015558872589,0,0,0.0282622580913944,0
X000001.CH.EQUITY,0,0.0137319783260948,0.0222781900964486,0,0,0.566789530086594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242606512652566,0.049138830890203,0.0642511575184377,0.00949339228260397,0,0,-0.250458920303319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0056816342563099
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19710257293646,0,0.539270655867603,0,0.0285368199190405,-0.0697977296562325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363763582333962,0,0,0,0.120206005980027,0,0,0,0,0,0,0,0,0,0,0.256155099569403,0,0
X000002.CH.EQUITY,0,0,0,-0.348626402298839,0,0,0,0,0.212650177750654,0,0,0.090613507376326,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.129647068090015,0,0,0,0,0.179823138468258,0,0,0,0,0,0.0706101100586628,0,-0.0159450648552721,0,0,0,0,0,0.00171366340445251,0,0.0145178498653753
X601328.CH.EQUITY,0,0.0920420717680072,0,0,0.0411726041628985,0,0.0494157766044285,0,0,0,0,0,0,0,0,0,0,0,0.171192490466493,0,0,0.176300197509527,0,0,0,0,0,0,0.091569344947456,0,0,0,0.0755044156090433,0,0,0,0.031544195696309,0.0419317696790293,0,0.0932358064972191,0,0,0,0,0,0,0,0.218618328484902,0,0,0,0
X601601.CH.EQUITY,0,0.434310225472343,0,0.129365321116929,0,0,0,-0.0306365572175127,0,0,0,0.124379712742135,0,0,0,0,0,0,0,0.27009531528828,0,0,0,0,0.00346626931760828,0,0,0,0,0,-0.140403328293425,0,0,0.185498967666322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0101671446375757,0,0,0,0,0.0181171715797595,0,0,0,0,0,0.756280587362323,0.111367050767277,0,0,0,0,-0.177871352785981,0,0,0,0,0,-0.0072930214454367,0,0.0938702971903645,0,0,0,0,0,0,0,0,0,0,0.118367796836038,0,0,0,0,0,0.0346915768694252,0,0,0,-0.0208837363480667,0,-0.0710632118867072,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0177641970136748,0,0,0,0.387999105954682,0,0,0,0,0.305786018367923,0,0,0,0,0.153829443811825,0,0,0,-0.198335738010358,0,0,-0.0417400002798502,0,0,0,0,0,0,0,0,0,0,0,0,0.548738234557134,0,0,0,0,0,0,0,0.27569013788197,0,0,0.0384133624030077
X601319.CH.EQUITY,0,0,0,0.0630221294260894,0,0,0,0,0,0,0,0,0.305854971611481,0,0,0.0376178349873075,0.0375088398213595,0,0,0,0,0,0,0,0,0,0,-0.00369543693737022,0.273809987339971,0.186578597329128,-0.0324369310337961,0,0,0,0,0,0,0,0,0,0,0,-0.0444253504094517,0,0,0,0,0,-0.0194726483401379,0,0,-0.0235721552647205
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0950979034724659,0,-0.0440249743418735,0,0,0,0,-2.16840434497101e-19,0,0,-0.103024164308063,0,0,0,0,0,0,0,0,0,0,-0.152137743519837,0,-0.0683400216656499,0.363923556997408,0,0,-0.128776177163499,0,0,0.0810508125028867,0,0,0.0765019462517302,0,0.181075784949134,0.168961159727903,-0.03864271857417,0.270582975548755,0,0,0,0,0.149757255237296,0
X600016.CH.EQUITY,0,0,0,0.10802717469851,0,0,0,-0.00589664674517243,0,0.0640882964454265,0,0,0,0,0,0,0,0,0,0,0,0,0.19934593264327,0,0,0,0,0,0.294350923613219,0,0.0720065126199842,0.0246044409329653,0,0,0,0,0,0,0,0,0,0,0,0,0.0897795751338256,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.165679218802509,0,0,0,0,0,0,0,0.108259896971303,0,0,0,0,0.0505230932131005,0,0.162676325856081,0.127056654785407,0,0,0.0446084511114733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.119215997277691,0.277361432706862,0,0,0,0,0,-0.0165126942420749,0.0490083358419041
X300059.CH.EQUITY,0,0,0,0.085496719404965,0,0,0,0,0,0,0,0,0,0,-0.0074101266372654,0,0,0,0,0,0,0,0,0,0,-0.0116389268586886,0,0,-0.0478063046754259,0,0,0,0.25241702422863,0,0,0,0,-0.0148040161751657,0,0.0352215124491292,0,0,0,0.018956209672874,0,0,0,0,0,0.486256713910053,0,0.0260369645513739
