,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0173275703590281,0,0,0,0,0,0,0,0,0,0,0,0,-0.113987762645963,0.484462854936598,0.721964597259881,0.0222650983771561,0,0,0,0,0.194883508569056,-0.218184198248354,0,0,-0.302496253401874,0,0,0,0,0,-0.0262905044394474,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.132310486082818,0,0,0,0,0,0,0,0,0.00838416679772061,0,0,0,0,0.223587306894628,0,0,0,0,0,0,0,0,0.11889279509013,0.082590190464806,0,0,0,0,0,0,0.374820724606555,0,0,0,0,0,0,0,0,0.0584096478441211,0,0,0,0,-0.0134295871197234,0
X601939.CH.EQUITY,0,0,0,0.820323717541755,0,0,0.0330615661210774,0,0,0.0235558140341819,0,0,-0.0638069649994329,0,0,0.0597209756935977,0,0.072127220051447,0,0,0,0.000865257951933322,0,0,0,0,0,0.0602916247078287,0,0,0.0216746011187505,0,0,0,0,0,0,0,0,0,0,0,0.0218391261510243,0,0,0,0,0,0,0.0305463679232496,0,0
X601288.CH.EQUITY,0.00678622983349856,0,0.890424439128704,0,-0.0814282482937736,0,0,0,0,0,0,0,0,0,0.017563052186443,0,0.0357123927936886,0.10515895504447,0,0,0,0,0,0,0,0,0,0.045890904175383,0,0,0,0,0,0,0,0,0,0,0,0,-0.145906812464131,0,0,0,0,0,0,0,0,0,-0.0392049604548612,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0199402788844433,0.127391692274135,0,0.293595573276074,0.119702828911092,0,0,0,0,0,0,0,0,0.0449133460145251,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262331232391599,0,0.248214629055608,0,0.18483971245767,0,0,0,0.197214971322342,0,0,0,0,0,0,0,0.118420854786146,0.127112569467577
X600036.CH.EQUITY,0,0,0.363996064822426,0,0,0,0,0,0.0309228758875064,-0.0226022078378015,0,0,0,0,0,0.138804745532559,0,0,0,0.0183935541280702,0,0,0,0,0,0,0,0.135247979848746,0.0751424430474892,0,0.213734040410031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711059363217559,0
X601988.CH.EQUITY,0,0,0,0,-0.0352384173571502,0,0,0,-0.0276102960375801,0,0,0,0,0.898475549801908,0,0,0,-0.274822285204509,0,0,0,0,0,0,0.353979803371747,0,0,0,0,0,-0.0394075320858189,-0.0286965929960374,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0.0712911041807472,0,0,0,0,0,0,0.0831604523315734,0.0366712716477241
X1299.HK.EQUITY,0,0.0641850721059223,0,0,0.149658539009255,0,0,0,0,0.255780029674068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214579300538642,0,0,0.341352613754036,0.225319626531784,0.128503086070111,0,0.122642353843518,0,0,0,0,0.0367390475160631,0,0,0,0,0.129103966347345,0,0,-0.0947830152049435,0,0,0,0,0,0.105945590379008,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497371425946273,0,0,0,0,0.10331706200123,0,0,0.404061687784181,0.276945743408333,0,0,0,0,0,0,0,0,0,0,-0.0591352414029771,0,0,0,-0.176034521046461,0.0298016094239994,0,0,0,0,0,0,0.208070517049581,-0.0717251144299135
X388.HK.EQUITY,0,0,0,0,0.300986160524214,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152039890504811,0,0,0,0,0,0,0.412035437489909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222141297039684,-0.114938721782688,-0.155666649360985,0,0.0793795578025895,0,0,0,-0.137420859396849,0.0587635538160257
