,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.121402319986336,0,0,0,0.208754689090204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236201924708731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295947524857852,-0.0149687183943043,0,0.0511525169764914,0
X601939.CH.EQUITY,0.205570875269715,0,0,0.329772370106851,0,0,0,0,0,0,0,0,0,0.26046602149815,-0.0215827311228337,0,0,0,0,0,0.000980352574521115,0,0,0,-0.109498960232339,0.235426822091808,0,0,0,0,-0.108087896670739,0,0,0,0,0,0,0,-0.0222675555824006,0,-0.0384387847638187,0,0,0,0,0,0,0.0797821162089011,0,0,0,0
X601318.CH.EQUITY,0.0445829441917785,0,0,0,0.213303189464876,0.0432760466947544,0,0,0,0,0,0,0.170590773144595,0,0,0,0,0,0,0.137551871433497,0,0,0,0.141291061817983,8.67361737988404e-19,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0335939614799432,0,0,0,0,0.0662573128265318,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.261612378068589,0.0777567790350397,0,0.226128879890766,0,0,0,0,0,0.370475842997981,0,0.174913827818854,0.0438063557628781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017608523014233,0,0,0,0,0,0,-0.0427089138800779,0,0,0,0,2.16840434497101e-19,0,-0.12366354219321,0,-0.0600227030119038,0,0
X601988.CH.EQUITY,0,0,0,0.41626981060609,0,0,0,0,0,0.343624997435925,0,0,0,0,0,0.197479525424856,0,0.0676681179759458,0,0.110736671018757,0,0,0,0,0,0,0.0797203678297381,0,0,0,0,0,0,0,0,0,0,0,-0.535271665784127,0,0.0633549706708461,0,0,0,0,0,0,0,0,0,0,0.246557295330053
X600036.CH.EQUITY,0,0.175170097872238,0,0,0,0,0,0,0.0971908783652172,0,0,0,0.035454487877853,0,0,0,0,0.175226470603039,-0.00180017661633279,0,0,0,0,0.181201449199058,0,0,0,0,0,0,0,0,0.369974382029407,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0430060525406711,0.00830710649245721,0,0.0893676134337799,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097448261174,0,0,0.373020989319932,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.00749409220919766,0,0,0,0,0,0,0,0.0441561952304549,0,0,0,0,-2.16840434497101e-19,0,0,0,0.291457275168127,0,0,0.0289319712121197,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104584495896772,0,0,-0.0110928829628606,0,0,0,-0.356866284359103,0.563570849260943,0,0,0,0,0.640181357930469,0,0.105666774494631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346772954286,0.0126136678183734,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.401803834208989,0,0,0,0,0,-0.0777769806919054,0,0,0,0,0,0,0,0,0,0.219979364986374,0.0487921301237801,0,0,0,0,0,0,0,0,0.019583972165447,0,0,0,0,0,0,0,0,0,0.0180456126268191,0,0,0,0,0,0,0,0,0.207045819888771,0.0883484027761085
X601658.CH.Equity,0,0.145498608837666,0,0,0.0151741217292085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394245954196448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18778052929592,0,0,0.111771824009388,0,0,0,3.46944695195361e-18,0,0,0.00877297759497425,0,0,0,0,0,0
