,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0332476011550234,0,0,0,0,0,0,0,0,0,0,0,0,0.508740205260339,0.758955605150494,0.0106759553485808,0,0,-0.110858195168269,0,0.218624535589472,0,-0.226716366562536,0,0,-0.320916584800337,0,0,0,0,-0.0453930497418025,-0.0585000731590673,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.222599220208672,0,0,0,-0.0194187032190889,0,0,0,0,0,0.0200827878641713,0,0.136662962985899,0,0,0,0,0,0,0,0,0,0,0.0262011825968008,0,0.0827338303463501,0,0,0,0,0,0,0.221643587190347,0,0,0,0,0,0,0,0,0.0729881810851313,0,0,0.195216072432453,0,0.115014846284983
X601939.CH.EQUITY,0,0,0,0.818260633957202,0,0,0.0288108655204344,0,0,0.0268299519289655,0,0,-0.0472710501192293,0,0,0,0.0668754166936971,0.069823079001249,0,0,0,0.00569528115948125,0,0,0,0.0649636205824721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442614283248483,0,0,0
X601288.CH.EQUITY,0.0242669841163542,0,0.896719310375812,0,-0.0660704475405844,0,0,0,0,0,0,0,0,0,0,0.0103979541830767,0,0.136411116887248,0,0,0,0,0,0,0,0.0508986535400479,0,0,0,0,0,0,0.00192593935821088,0,0,0,0,0,0,-0.0965983478673833,0,0,0,0,0,0,-0.0319023731223436,0,0,0,-0.0527126480216403,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0755247992871034,0,0.424243301943731,0,0,0,0,0,0,0,0,0,0.10398756580983,-0.00531851738301162,0,0,0,0,0,0,0,0,0,0,0,-0.0975592181630049,0.369097528328384,0,0.0383940037284272,0,0,0,0,0,0,-3.46944695195361e-18,0.121226284331932,0,0,0,0,0.0803887132772054,0.128620413372329
X600036.CH.EQUITY,0,0,0.36275422505235,0,0,0,0,0,0.0218705717934992,0,0,0,0,0,0,0,0.142288774743034,0,0,0.00457668712189355,0,0,0,0,0,0.166213304018501,0,0,0,0.226737552108714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403282328283143,0.0226319985579718,-0.00297442817165656,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.118694101615277,0.111655867909001,0,0.0670671223918232,0,0,-0.0392466673131103,-0.0275541202196465,0,0.00720953619514056,0,0,0,0,0,0,-0.0455173353068114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11028999083676,0,0,0.0165588349541262,0,0,0,0,0,0,1.04315830570407,0,0
X1299.HK.EQUITY,0,0.106218338842514,0,0,0.159333804395189,0,0,0,0,0.246402802971282,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215471503819958,0,0.351710699655064,0,0,0.222021853986121,0,0.124728797888227,0.121467004885403,0,0,0,0,0,0,0,0,0,0.113688782251212,0,-0.103857094660965,0,0,0,0,0,0,0.110250468363884,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875191640540962,0,0,0.291748841969183,0.411839218194478,0,0,0,0,0,0,0,0,-0.0796183349444001,0,0,0,0,0,0,0,0,0,-0.150241133926155,0,0,0,0,0.203292999145456,-0.071429419943076
X388.HK.EQUITY,0,0,0,0,0.340200339307283,0,0,0,0,0,-0.131465105534865,0,0,0,0,0,0,0,-0.226558629526364,0,0,0,0,0,0.449044077580345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615519150636189,0,-0.152351625080624,0,0.03990891830186,0.224342504041798,0,0,0.0416463279580895,0,-0.131856529761931,0
X601658.CH.Equity,0,0,0,0.213439089726277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280415852221287,0,0.0502855355671856,-0.0632062347086723,0,0,0,-0.0381926251811199,0,0,0,0,0,0,0.0460836711652426,0,0,0,0,0,0,0,0,0,0.270372639689873,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0373433671649509,-0.0943534077066908,0.0511176974841802,0,0,0.283013563704783,0,0,0.0478075476971243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307194452263606,0,0.0291362387703156,0,0,0,0,0.0452142814510267,0,0.0814256988995171,0,0,0.0352129564301052,0.19107091625874,0,0.0395459305219625,0,0,0.100171950603946
X601066.CH.EQUITY,0,0,0,0,0,-0.000659516058069011,0,0,0,0,0,0.554703406280399,0,0,0,0,0,0,0,0,0,0,0,0,-0.00150541537010984,0,0,0.155542693011979,0,0,0,0,0,0,0.0241001295393121,0.132180518592597,0,0,0,0,0,0,0.0707421726751,0,0,0.0325319396500428,0,0,0,0,-0.0346213533580143,0
