,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.342406614379235,0.0614676073826448,0.110124445915622,0,0,0,0,0,0,0.209446898753906,0,0,0,0.0170902969163868,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0134520372153064,-0.0258303836846627,0,0,0,0.0360769053569638,0.00875149933236422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450309338559397,0,0,0,0.14506781227906,0
X601939.CH.EQUITY,0.44087663855154,0,0,0,0,0,0,0,-0.0215302012577054,0,0.210127704008554,0,0,0.0415955259928146,-0.0104178972281339,0,0,0,0,0,0,0,0,0,0.158140274110736,0,0,0,0,0,0,0,0,0,0,0,-0.0063653442907922,0,0,0,0,0,0,0,0,0,0,0,0.0831572213718517,0,-0.0507049899048616,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176637082486864,0,0,0,0.365779080627963,0,0,0,0,0,0.04012612480303,0,0,0.0943678193102564,0,0,0,0,0,0.0652166295911232,0,0,0,0,0.0958022225259154,0,0,0,0,0,0,0,0,0,0.14685619216938,0,0,0,0,0,0,0,0.0113929222248237,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.380959236600098,0,0,0,0,0,0.228549002336739,0,0,0,0,0,0.0624258296163857,0.157947785708186,0,0,0,0.0191285751784897,0,0,0,0,0,0.100148750967383,0,0,0,0,0,0,0,0,0,-0.50004488235949,0,0,0,0,0,0,0.0835543507561642,-6.93889390390723e-18,0,0,0,0,0,0,0.289816425987523
X600036.CH.EQUITY,0,0.0771874319239516,0,0,0,0,0,0,0.000937715130520832,0,0,0.190951035377108,0,0,0,0,0,0,0,0,0,0.27351148361636,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.282852176103438,0,0,0,0,0,0,0,0,0.0647751209138009,0.0539578003803549,0,0,0,0,0.0244276409448666,0.0890859646576094,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.107925249296578,0,0,0,0,0.00253512755567825,0,0,0,0.381285160989767,0,0,0,0.034734627633451,0,0,0,0,0,0.00144149798565599,0,0.0512681449664327,0,0.0877700998619996,0,0,0,0,0.212289199490129,0,0,0,0,0,0,0,0,0,0.166184182679552,0.0370598263293391
X601658.CH.Equity,0,0,0,0.158295151476052,0.182108805699842,0,0,0,0,0,0,0,0,0.11844719355091,0,0,0,0,0,0,0,-0.0829003016438808,0,0,0,0,0.0367329049050206,0,0.0940697505519074,0,0,0,0,0,0,0,0,0.276523178223116,0,0,0,0,0,0,0,0,0,0,0.437066495555788,0,0,0
