,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0140489366700555,0,0,0,-0.051355276173421,0.0804700908052629,0,0,0,0,0,0,0,0.35695859523463,0,-0.192090063440987,-0.0343715790112964,0,0,0,0,-0.189834455771685,0,0,0,0,0,0,0.151327058003772,0,0,0,0,0.686239436794207,0,0,0,0,0,0,0,0,-0.0567956826149239,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0233861430065973,0.10431946117107,-8.67361737988404e-19,0,0,0,0,0,0,0.0715387945313747,0,0.0830343276023804,0.0536332008219752,0.0212357526505616,0,0,0,0,0.0830373746113038,0,0.0425147869259075,0,0,0,0,0,0,0,0.274109352783428,0,0,0,0,0.215828454911907,0.0133396215900275,0,0,0.0461693274048612,0,0,0,0,0,-0.0240417245266739
X601939.CH.EQUITY,0.296127685816441,0,0,0,0,0,0,0,0,0.0456422307496548,0,0,0,0,-0.00105661842824025,0,0,0,0,0,0,0,0.0939033007389601,0,0,0,-0.181378519960741,0,0,0,0,0,-0.0167458616005994,0,0,0,0,0.0174522914152514,0,0.541682090829701,0,0,0,0,0,0,0,0,0,0,0.123756154990467
X601288.CH.EQUITY,0,0,0,0,-0.133864317755961,0,0,-0.0356584295698564,0.0665582339657629,0,0.365409946452434,0,0,0.330147157053033,-0.0712680027270344,0,0,0,0,0,-0.115049484292072,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0313936757879393,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.117379908003188,0,0.351798060386865,0,0,0,0,-0.0191713726698078,0.308967125176137,0,0,0,0.0727905620360193,0,0,0,0,0.0979195509230368,0,0,0,0.0380739347848264,-0.17831250756374,0,0,0,0,0.111749951127674,0,0,0,0,0.0572127583529803,0,0,0,0,0,0,0,-0.245633122358668,0,0,0.150327534455034,0,-0.00929818336300863
X601988.CH.EQUITY,0,0,0,0,0.345774483629161,0,0,0,0,0,0,0,0,0.107627582561271,0,0,0,0.171452524915119,0,0,-0.0576206965447632,0,0,0,0.175490532644873,0.0187691788481734,0,0,0,0,0,-0.337748193552515,0,0,0,0,0,0,0,0,0,0,0,0,0.0139671312233075,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.133284856157843,0,0,-0.000393016921155705,0,0,0,0,0.480890149108954,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.226763257298712,0,0,0,0,0,0,0,0.125930947342098,0,0,0,0,-0.211141946044673,0,0,-0.155912072636351,0,0,0,-0.00882910456861613,0,0,0.209649146474999,0,-0.0239221999836628,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.33148478322331,0,0,0,0,0,0,0,0,0,0,0,0,0.0685973933340002,0,0,0,0,0,0,0,0,0.196397975415618,0.0651099855628663,0,0.0384151271122454,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184869890483184,-0.100494462629105,0,0.149870081179454,0,0,0,0
X601628.CH.EQUITY,0,0.277405872722086,0.0111864232231459,0.0451863054205455,-0.109375875467648,0,0,0,0,0,0,0,0,0,0,0,0.246275547051343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133870560500683,0.08292166026587,0,0,0,0,0,0.161106419903985,0,0.083838459094567,0.0968084034467832,0,0,0,0,0,-0.00396812750070125
X601328.CH.EQUITY,0,0,0,0,0,0,0.677284970528825,0,0,0,0,0,0,0,0,0.0713557592951249,0,0,0,0,0.209157765788099,0,0,0,0,0,0.114822382071604,0,0,0,0,0,0,0,0,0,0,-0.087669456010489,0,0,0,-3.46944695195361e-18,0,0.0810391879309406,0,-0.223289497313933,0,-0.0394641297923623,0,0,-0.0445844421182915
