,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,-0.13868004900782,0,0,0,0,0,0,0,-0.0755470416460881,0.582070297994608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.325535439405931,0,0,0,0,0.671678888936931,0.027549734710466,0,0,-0.0344904063009164,-0.169635971806805,0,-0.0644330365822579,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142448540810481,0,0.00281811613009256,0,0.0256357387862781,0,0,0.039924447772028,0.0761176888108185,0,0.168788086696991,0,0,0,0,0,0.022405282371985,0,0,0,0,0,0.0965056959743854,0,0,0,0,0,0,0,0,0,0,0.492134789533495,0,0,0,-0.0725416628643151,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.202054353766585,0,0,0,0,0,0,0,0.0571178550766865,0,0.0417824485038652,0,0,0,0,0,0,0,0,0,0,0.277312009738065,0,0,0,0,0,0,0,0,0,0,0.0426683557355148,-0.101473463734092,0,0.282105899787007,-0.213063495418223,0,0.147205916384354,0,-0.0458296235252115,0,0,0,0,0,0,0,0.261316932240903,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.2467188779933,0,0,0,0,0,0,0.0858317482857941,0,0,0,0,0,0,0.126466351560642,0,0,-0.0266130011163347,0,0,0,0.12508299169007,0,0,0,0,0,0,-0.0722230370157671,0,0,0,0,0,0.26395765906054,0,0,0.16831636603183,0,0,0,0,0.0834231838456806,0,0,-0.0201200337587019
X5.HK.EQUITY,-0.126645142096753,-0.157632692599259,0,0.141541083728945,0,0,0,0,0,0,0,0,0,0.27778285603926,0,0,0,0.267180133134197,0,0,0,0.090698038369953,0,0,0.349987805320415,-0.0626876680360685,0,0,-0.123465960217773,0,0,0,0,-0.21531714201281,0,0,-3.46944695195361e-18,0,0,0,0.25166986102604,0.0222897353007915,0,-0.110482744811153,0,-0.0142216416731642,0,-0.0863666724563528,0,-1.38777878078145e-17,0
X601988.CH.EQUITY,0.232868808149251,0,0,0.572449938848598,0,0,0,0,0,0.120163039646141,0,0,0.130887654647609,-0.0924218230877011,0,0,0.00968708751033572,0.0989657677105722,0,0,0.0153474365184798,0,0,0,0,0,0,0,0.0218909732231496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478641505688223
X600036.CH.EQUITY,0,0.690388827993967,0.0500512936034598,0,0,0,0,0,-0.162201149859705,0,0,0,-0.121927940468658,0,0,0,0,0,0.091360362048245,0,0,0,0,0,0,0.065317551823068,0,0,0.0503293316550698,0,0,0,0.0910595942481047,0,0,0,0,0,0,0,0.240993800825803,0,0,0,0,0,0.0327063431018296,0,0,0,0
X1299.HK.EQUITY,0,0.0333168698652561,0,0,0,0,0,0,0,-0.0626961676986589,0,0,0,0,0,0,-0.131334198859457,0.358062230836684,0.115132788966774,0.189350522495608,0,0,0.0727164547314173,0,0,0.185911159080539,0,0,0,0,0,0,0,0,0,0.069595037225671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100079984969539
X601628.CH.EQUITY,0,0.177407894208373,0,0,0.00984397046069525,0,0,0,0,0,0,0,0.00564283458066018,0,0.291817226618894,0,0,0,0,4.33680868994202e-19,0,0,0.148655949710819,0,0,0,0,0,-0.0526573724359497,0,0,0,0,0,0,0,0,0.114242105049259,0,0.0939772101529755,0,0,0,0,0,0,0,0,0.135053757147033,-4.33680868994202e-19,0
X601166.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0.311101278783931,0.0701428680973737,0,0.130054903202451,0,0,0,0,0,0.575166337562397,0,0,0,0,0,0,0,-0.27109777538846,0,-0.0159170693018017,0,0,0,0,0,0,0.378732455849794,0,0,0,0.228252008999329,0,0,0,0,-0.194283703499571,-0.178469186432625,0,0,0,0,0,-0.0453763824958059,0,0,-0.0852602429688298
