,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.525089418753653,0,0,0,0.143675476859278,0,0,0.0657082445691234,0.0214059828742744,0,0,0,0.171062414142448,0,0.0317620429521322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233687545115898,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.136717854235621,0.261810005399989,0,0,0.0340758105788578,0,0,0,0,0.308416376979123,0,0.0887535238211244,0,0.0629411133416458,0,0,0,0,0.0431798994458245,0,0,0,0,0,-0.0479049469538307,0,0,0,0,0,0,0,0.0673231211864362,0,0,0,0,0.00439115441090591,0,0,0,0,0,0.00262769859848753
X601939.CH.EQUITY,0.464027865375813,0,0,0.250705910872223,0.154988927058438,0.0182179835369462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245143939356735,0,2.16840434497101e-19,0,0,0.193106479740647,0.116446215687664,0,0,-0.170219092152518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0178918938068724,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.319832525400423,0,0,0.83648534930454,0,0,0,0,0,0,0,0,-0.0367828635840694,0,0,0,0,0,0,0,0,0,0,0,0,0.107853903929865,0,0,0,0.0301290349201503,0.127948173094239,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0316569586737756,0,0,0,0.183249993415002,0,0.28803064261378,0,0.0979865090035929,0,0,0,0,0,0,0,0,0.0327385968065376,-0.0655330545298972,0,0,0,0,0,0.015326584582941,0,0,-0.146309698157935,0,0,0,0,0,0,0,0,0.14951058032356,0,0.276458618774847,0,0,0,0,0,0,0,-0.124770177576992,0.0867902595114965,0,0
X601988.CH.EQUITY,0,0,0,0,0.329507567642105,0,0,0,0.0272525949836323,0,0.0105706765139798,0,0,0,0,0,0,0.0716351647169304,0,-0.06649287197549,-0.0469386616749825,0,0,0,0.240827474507268,0,0,0,0,0,0,-0.216246997106289,0,0,0,0,0,0,0,0,0.159603477313158,0,0,0,0,0,0,0,-0.0225697711387119,0.136737849372721,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107283368933841,0,-0.0372223495440835,-0.0520421138788374,-0.0151057258956526,0,0.0979860568974063,-0.105200304872191,0,0,0,0,0,0.522122429540701,-0.0384511971079737,0,0.0788171290481367,0,0,0.133367916465256,0,0,0,0,0,0.0199700728844412,0,0,0,0.0348466156349952,0,0,0.240472670276663,0,0,0,0,0.0995857339734743,0,0
X1299.HK.EQUITY,0,0,0,0,0.237411324897763,0,0,0,0,0,0,0,0,0,0,0,0,0.122222568108361,0,0,0,0,0,0,0,0,0.059689907395519,0,0.0605022236523043,0,0.0255195756589505,0,0.257162908890875,0,0,0,0,0.154979870586473,0,0,0,0,0,-0.168218111925335,-0.0503462416320181,0.0835983048727395,0,0,0,0,-0.0150518490388559
X601628.CH.EQUITY,0,0,0,8.01421306989986e-05,-0.0307599290625432,0,0.00487912331979836,0,0,0,0,0.139742902862735,0,0,-0.0377778288708216,0,0.324087600111992,0,0,0,0,0,0,0,0,0,0,0,0,0.0069419787927892,0,0,0,0,0.0496158356842569,0,0.198760407222074,0,0,0,0,0.243634987590469,0,0.0884566714286883,0.074720723876738,0,0,0,0,0,0
X601328.CH.EQUITY,0.0912267204051368,0,0.389605333082204,0,0,0,0,0,0,0,0,0,0.42498236158207,0,0,0,0,0,0,0,0.0197712288350968,0.211707537516236,0,0,0,0,0,0,0,0,-0.00828421014860323,0,0,0,0,0,0,0.00542115169890563,0,0,-0.0999547998045966,0,0,0.197930651037708,0,0,0,0,0.0137632962624161,0,0
