,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.127337615288927,0.0123068598035778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0947402466657924,0,0.481658423887011,0.326629240514471,0.0403834135230877,0,0.164893470683884,0,-0.252711316894323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363300252528727,0,0.00341114661971012,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.112465561169049,0,0,0,-0.0129400080776954,0,0,0.0666368944264156,0.144649207346766,0,0,0,0,0.142755607853516,0,0,0,0,0,0,0,0,0,0,0.0513885761596887,0.00501167846657156,0.0507395183020863,0,0,0,0,0.223388795333934,0,0,0,0,0,0,0,0,0,0,0,0.0724844796155025,0,0,0.142302935326586
X601939.CH.EQUITY,0,0.064291355967501,0,0.814589607188405,0,0,0,0,0,0,0,0,-0.0308698205908173,0.0140185548222,0,0,0.0778895627999967,0.0430692258736294,0.0213884521945108,0,0,0,0,0,0,0.0177629723282299,0.0271187036335149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240562861313856,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.912747648126857,0,-0.0828825512283458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139735587322851,0,0,0,0,0,0,0.0665412930854169,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171475932939126,0,0.00386346856434996,-0.0732840573939727,0,0,0,0,0,0,0,0,-0.0531150821386449,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.105510288816201,-0.0968768029879372,0.39958243524858,0,0,0,0,0,0,0,0,0,0.00275329004631141,0,0,0,0,0,0,0.00441772128047863,0,0,0,0,0,0,0,0.590167538074999,0,0,0,0,0,0,0,0,0.271380248111527,0,0,0,-0.0474545415160041,0,0.066734340350618
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.148230031100828,0.0923473895526187,0,0.0431050059613863,0,0,0,-0.012866628970925,0,0,0,0,0,0,0,0,-0.0745439308509865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107546048959487,0,0.00763303131876165,0,0,0,0,1.04722177869944,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.157270639643924,0,0,0,0,0.12804570986366,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205875307066244,0,0.417838560960358,0,0,0.0890961376229733,0.385131766598133,0.164599490148028,0.0943058071279406,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,-0.176597180668311,0,0,0,0,0,0.0893979068426033,0
X5.HK.EQUITY,0,0,0,0,-0.0201139431174522,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944657315226213,0,0,0,0.0153475942327837,0,0,0.243270282730706,0,0.472653607026644,-0.146866755038979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0463976825132562,0,0,0,0,0.134383169034847,0.0649408795768462,0
X388.HK.EQUITY,0,0,0,0,0.236368335769457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330074341537993,0,0,0,0.180386095141312,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.154570429656912,0,0,0,-0.00604174093669463,0.110560225334565,0.152139660805096,0,0,-0.213013118910338,0,0.056012153125086
