,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0343397038032495,0,0,0,0,0,0,0,0,0,0,-0.00192630512869177,0,0.539329037807351,0.787903061913373,-0.106974934960338,0.0109527700039471,0,0,0,0.201068720307799,0,-0.230939363002132,0,0,-0.324043094859584,0,0,0,0,-0.0446866525391827,-0.0800284099620721,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.201006586833245,0,0,0,-0.0163698862727341,0,0,0,-3.46944695195361e-18,0,0,0,0.0882671697752339,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0288391181376397,0,0.0766310586220725,0.00236403325158436,0,0,0,0,0,0.241550310945755,0,0,0,0,0,0,0,0.0898049886527086,0,0,0,0.225770600051213,0,0.0866691768821988
X601939.CH.EQUITY,0,0,0,0.848225504538263,0,0,0,0,0,0.0139940783212144,0,0,-0.115431572107818,0,0,0.0249832935878476,0,0.0654616282164291,0,0,0,2.16840434497101e-19,0,0,0,0,0.0477563339683633,0,0,0.0584705532769973,0,0,0,0,0.0158427162131445,0,0,0,0,0,0,0,0,0.0696666082093676,0,0.0168780603904091,0,0,0.00887594578638283,0.0417086292425556,0,0
X601288.CH.EQUITY,0.0382932681652388,0,0.880190263911733,0,-0.0606255024305283,0,0,0,0,0,0,0,0,0,0.0108086787940731,0,0.0271916441597266,0.137677088903868,0,0,0,0,0,0,0,0,0.0384078255414409,0,0,0,0,0,0,0,0,0,0,0,0,-0.116181357145921,0,0,0,0,0,-0.0474382979934296,0,0,0,0,-0.0474933141657879,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.108741994453559,0,0.335276694444364,0.0689512997171026,0,0,0,0,0,0,0,0,0.0799209556125274,-0.0212812606977445,0,0,0,0,0,0,0,0,0,0,0,-0.0816257495795029,0.289724600399572,0,0.15024387721645,0,0,0,0,0,0.150942242166046,0,0,0,0,0,0,0.0993335562301196,0.120040222333617
X600036.CH.EQUITY,0,0,0.394227724812543,0,0,0,0,0,0.0216195137323371,-0.0110854640580736,0,0,0,0,2.16840434497101e-19,0.116489695009791,0,0,0,0.0092906497734872,0,0,0,0,0,0,0.184100939964646,0,0.0278496538099124,0.141503587961941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186809364014659,0
X601988.CH.EQUITY,0,0,0,0.0764299965996139,-0.15618526834631,0.0166211245765688,0,0.0495892172845665,0,0,-0.0457121437790102,0,0,0,0,0,0,0,0,0,-0.108574508442234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0717223741899416,0,0,0,0.0383806090748911,0.0144434929530628,0,0,0,0,1.04337419874446,0.0069814994086407,0
X1299.HK.EQUITY,0,0.10662386664976,0,0,0.158070987635128,0,0,0,0,0.246630239169452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216041456076413,0,0,0.351654698597135,0,0.225542219983613,0,0.124869826567227,0.120413883314574,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.115533451532999,0,0,-0.104039294298194,0,0,0,0,0,0.110496976272097,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098613085821763,0,-0.0852423084661234,0,0,0,0.0483567380451472,0,0,0.00892063703942231,0.323306864041709,0.39245419797228,0,0,0,0,0,0,0,-0.0839684154368591,0,0,0,0,0,0,0.0584506229299329,-0.138066786360036,0,0,0,0,0,0,0.204865996348064,-0.075070598335002
X388.HK.EQUITY,0,0,0,0,0.340539720710709,0,0,0,0,0,-0.196639160326042,0,0,0,0.00788676886634752,0,0,0,-0.210300082391372,0,0,0,0,0,0,0.45086656720551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539001570652384,0,-0.146162214009676,0.225745583997307,0,0,0.0312438256049015,0,0.048969669901205,0,-0.139011002548401,0
X601658.CH.Equity,0,0,-4.33680868994202e-19,0.221634195215494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288354986663772,0,0.0179326451358394,-0.0878848255188182,0,0,0,0,-0.0582413244180325,0,0,0,0,0,0.0580824846545278,0,0,0,0,0,0,0,0,0,0.312572650000424,0,0,0,0,0,0,0,0,0,0
