,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.426787647486439,0,0,0,0,0,0.00332094118761318,0,0,0,0,0.365230964595532,0,0,0,0,-0.0458150450236022,0,0,0,0,0,0,0,0,0,0.0758124719470372,0,0,-1.38777878078145e-17,0,0,0,0.000824806526080454,0,0,0,0,0,0,0,0,0.00467591088854797,0,0.111284386306525,0,0,0,0
X601939.CH.EQUITY,0.143668238430922,0,0,0,0,0,0,0,0,0,0,0.0262606530972055,0,0.263109909240815,0.297047671054867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116489172320817,0,0,0,0,0,0,0,0,0,0,0,0.132299909040267,0,0,0,0,0
X601318.CH.EQUITY,0,0.0852644646054619,0,0.0884246193312928,0,0,0,0,0,0,0,0,0,0,0.239884551192559,0.0598377556819693,0.0274971888241719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100208632429558,0,0.0360338286561363,0,0,0,0,0.236609432155239,0,0,0.0701228235533663,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.37790879184532,0.0839923079816223,0,0,0.31322167477506,0,0,0,0,0,0.111487429728726,0,0,0,0,0.0478298350390546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153557592599798,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.184625220027048,0,0,0,0,0,0,0.186152981691498,0,0,0.0605887661793503,0,0,0,0,0,0,0,0.0322504661470854,0,0,0,0.136906827840456,0,0,0.0167403647697387,0,0,0,0,0,0,0.0652369402069597,0,0,0,0.120258965468388,0,0,0,0,0,0.119243420607653,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.191827823747863,0,0,0.221666477252232,0,0,0.0606342729948488,0.714992891980475,0.0191915109837748,0,0,0,0,0.447297760382391,-0.710407937494506,0,0,0.206497506967296,0,0.147854713771664,0,0,0,0,-0.124146875867422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184642725069162,-0.00916642609632491
X600036.CH.EQUITY,0.120643167232439,0,0,0.0407680047472239,0,0,0,0.00317506656391537,0,0,0,0.0713624513221965,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0931302961218201,0,0,0,0,0,0,0,0,0,0.08820693737326,0.0908868475417657,0,0.21164836014808,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0766688693455447,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0643911871654015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174516524583957,0,0,0.100608226617227,0,0,0.0778478703332869,0.0785232550031802,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364348828772835,0,0
X601628.CH.EQUITY,0,0.416319992506277,0,0.0410992735356901,0.179353007695219,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.113932271357279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489436110818247,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0839860263725203,0,0,0,0,0,0.206180731619108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710299490859253,0,0,0,-0.240749723874172,0.256389607424513,0.0998167581206241,0,0,0,0.38908028092371,0,0,0,0,0,0,1.04491701419749,0,0,-0.521980173127752,0,-0.00570306060679966
