,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.265253700088349,0.160311497343873,0,0,0,0,0,0,0,0,0,0,0.188513634892854,0,0,0,0,0,0,0,0,0,-0.297073035019187,0,0,-0.190184156105636,0.853102763566103,0,0,-0.0384237867093549,0.051691450828797,0,-0.0300546787275952,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,-0.092953936979904,0,0.281610386597948,0,0,0,0,0,0,0.110506523169665,0,0.147226053258098,0,0,0,0.137520243719398,0.00622503825972541,0,0,0,0,1.38777878078145e-17,0,0,0.0198616136933658,0,0,0,0,0,0,0.125249368466802,0,0.0483269535569578,0.265404007152013,0,0,0,0,0,0,0,0,0,0,0,-0.134560862052198
X601939.CH.EQUITY,0.271487799721447,0,0,0,0.0847035836887988,0,0,0,0,0.159919051810354,0,0,0,0,0,0,0,0.0783377431036617,0,0,0,0,0,0,0,0,0,0,0.0602304526371098,0.0593736526669336,0,0,0,-0.223778927449522,-0.175491866699738,0,0,0.120521773963188,0.480969130362623,0,0,0,0,0,0,0.0707715470618117,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.354963755071467,0.0939161765975203,0.0479480886126719,0.394183136740074,0,0,0,0.270597744675058,0.0235055625478898,0,0,0,0,0,0,0,-0.182139297262588,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.606659678191747,0,0,0,0,0,0,0,0,0,0,0,0.408390053012657,0,0,0.126248249349185,0,0,0
X5.HK.EQUITY,-0.0527438290365286,-0.152854619941561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622274869783074,0,0.225492733026507,-0.0426353061416483,0.223151328494877,0,0,0.103599123305563,0.187551605810574,0,0,0,0,0,0,0,-0.0540294508070492,0,0,0,0,-0.0713996402584979,0,0,0,0,0.0363116239990639,0,0,0,0,0,0,-0.0984979001598642,0.155330970187937,0
X601988.CH.EQUITY,-0.103748384058772,0,0,0,0.379460041385908,0,0,0,0,0,0,0,0,0,0.0679970152402443,0,0,0,0.445855105099852,0,0,0,0,-0.111213320429708,0,0,0,0,0,-0.332613100879802,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0781254104753541,0,0,0,0,0
X600036.CH.EQUITY,0,0.391757897703061,-0.0685931891251215,0,-0.0338562319899105,0.0223437104190341,0,0,0,0.559833924612825,0,0.0936248031810741,0,0,0,0,8.67361737988404e-19,0,0,0,-0.100322357368391,0,0,0.270640904527203,0,0,0.105552549675313,0,0,0,0,0.0389867985335877,0,-0.301230449801829,0,0,0,0,0,0,0,0.124239771265197,0,0,0.139380590538286,-0.0385539112712456,0,0,0,0,0.0512660081547843
X1299.HK.EQUITY,0,0,0,0,0.182044625861429,0,0,0,0,0,0,-0.078337136501781,0,0,0.0322158505780154,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.158972283733613,0,0,0.101869366671604,0,0.25364258219095,0,0,0.0590136846858642,0,0,0,-0.0350701730989895,0,0,0,-0.0928799363569985,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.000775571301896606,0.0475430488177164,0.0158360993135241,0,0,0,0,0,0,0.109191119870229,0,0,0.444527870919,0,0,0,0,0.0201202990453172,-0.0204354300567893,0,0,0,0,0,0,0,0,0,0,0,-0.0414536891447078,0,0,0,0.151066603334222,0,0,0.0113601182941166,0.136480588628265,0,0,0,0,0,0.041139815865731,0,0,0,0,-0.163645790439673
X601328.CH.EQUITY,0,0,0,0.00659834297710718,0,0,0.481659008220711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538375613581478,0,0.215815536109103,0,0.178426968186201,0.10856126581301,0,0,0,0,0,0,0,-0.170831036440843,0,0,0,0,0,-0.0561769156715874,0,0.102660715782149,0,0,-0.0291465936265078,0,0,0,0,-0.232590822714457
X601166.CH.EQUITY,0,0,0,0.254111975739395,0,0,0,0,0,0,0,0.256220439561197,0,0,0,0.0198840479629662,0,0,0,0.0467535841770375,0.122429338461993,0,0,0,0,0,0,0,0.154353850101061,0,0,0.0526539935842469,0,0,0,0,0,0.00577495086349657,0,0,0,0,0,0,0,0,0,0,0,-0.017294139581309,0
X600000.CH.EQUITY,0,0,0.462861307377031,0,0,0,0.341380966933856,0,0,0,0.221724428679104,0,0,0,0,0,0,-0.130678358397264,0,0,0.0758548256942381,0,0,0,0,0.101249800897746,0,0,0.0521058007394778,0,-0.0305676876673424,0,0,0,0,0,0,0,0,-0.351797608576461,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0116320588058307,0,0,0,0.38454229734051,0,0,0,0,0,-0.0553231558833011,0,0,0.0562652295977042,0,0,-0.132890538007138,0,0,0,0,0,0,0,0,0,0.355084420279312,0,0,0,0,0,0,0,0,0.137456225388626,0,-0.0360848664639258,0,0,0,0
X601601.CH.EQUITY,-0.00096813423556748,0.0882337454598259,0,0,-0.00858847564301109,-0.100876329383658,0.0117607276751648,0,0.602196322916433,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0353842842447567,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530349566669366,0,0,0,0
