,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.465213482220036,0,0,0,0.0665956058699051,0,0,0.00889227060053529,0.117625781283947,0,0,0.165046093615029,0,0,0,0.0731111221293975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588747921460929,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0293819499637627,0.0982992457867919,0.265117138380099,0,0,0,0,0,0,0.0531210438831544,0,0.325176806934293,0.0889710900613006,0,0.064834591341192,0,0,0,0,0.0250941855825635,0,0,0,-0.0396394875886043,0,0,0,0,0,0,0,0,0,0.0508054306524646,0,0.0019488727351645,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.135613447143594,0,0,0.495821068690089,0.0910308490695031,0.0745364259797091,0,0,0,0.066867134132497,0,0,0,0,0,-6.93889390390723e-18,0,-0.0336775960952587,0,0,0,0,0,0,0,0,0,0.199321366191641,0,-0.0106399651616316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454200597532291
X601288.CH.EQUITY,0,0,0.159500770733076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288745293096743,0,0,0.124292700486492,0,0,0,0.0767851891826046,0,0,0,0.05330209455731,0,0,0,0,0,0,0.0855884362881335,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565618059749632,0,0,0.206146715182273,0,0.20666834325927,0,0,0,0.211979510697902,-0.0084636729801614,0,0,0,0,0,0.195463647338546,0,-0.24252435763252,0,0,0,0,0.044703844028065,0,0,-0.0597604902366929,0,0,0,0,0,0.19641976818433,0,0,0,0,0.0805387077645109,0,0,0,0,0,0,0.171790744504431,-0.00758782758786738,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.263875597678633,0,0,0,0.107576432040128,0,0,0,0,0,0,0.0353591414243521,0.10921260545611,0,0,0,0,0,0,0,0.0891432920485735,0,0,0,0,-0.192149305982092,0,0.0607172870463036,0,0,0,0,0,0,0,0,0,0.0803496375775863,0,0,0,0,0,0,0,0.151724718169038,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141732474175714,0,0,0.123309717772097,0,-0.106510484237026,0,0,0,0,0,0.502285522922184,0,0,0.0796212293481565,0,0,0.0932238284540789,0.124173181463057,-0.065579263646607,0,0,0,0.0596992805102167,0,0,0,0,0,0.264169010601329,0,0,0,0.129793357419905,0,0,0,0.0655196655004434
X1299.HK.EQUITY,0,0,0,0,0.133658915642066,0,0,0,0,0,0,0,0,0.0460689495213347,0,0,0.191475358139488,0,0,0,0,0,0,0,0,0.0375648773082838,0.15977333881076,0,0.153398934983691,0,0.0480904797278416,0,0,0,0.111371862319694,0,0,0,0,0,0,0,0,0,-0.0944419544145061,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.182531117134296,0,0.164795315640652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682453954434487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00754465144869048,0,0,0.386994954280301,0,0,0.0348565588327823,0.0187426117003471,0,0.133405280853216,0,0.0563577342304204,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.362420681501164,0,0,0,0,0,0,0,0,0.412071397675687,0,0,0,0,0,0,0,0,0.0239407487097785,0.0716856344847428,0.132496711654336,0,0,0,0,0,0,0,-0.00773131636875187,0,0,0.0109574569839934,0,0,0,0,0,0.0897893284015095,0,-0.0516291041514572,0.213451139167547,0,0,0,0.0798618870221338,0,0,-6.93889390390723e-18,0
X601166.CH.EQUITY,0.0373015148586941,0,0.163767452543834,0,0,0,0,0,0,0.264419787463972,0,0.295640354056283,-0.0200834047904034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111319282430441,0.048759128014774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383933862467071,0
X600000.CH.EQUITY,0,0,0.15879100796352,0,0.0961699421753236,0,0,0,0,0.122624900111254,0.500959330787082,0,0,0,0,0,0,0,0,0.0643346241983098,0.198686904748769,0,0,0,0,0,0,0,0.197694195858847,0,0,0,0,-0.140988759158331,0,-0.203589805920275,0,0,0,0.0648466592463044,0,0,0,0,0,-0.15980993218406,0,0,0,0,0
X601319.CH.EQUITY,0,-1.73472347597681e-18,0,0.133755156050018,-0.207440265417681,0,-0.0596970129302663,0,0,0,0,0,0,0.106136995191585,0,0,0,0,0,0.272446630793089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128211152445797,0,0.118114622903569,0.0407217464979781,-0.0416186712371745,-0.0537214512877227,0,0,0,0.0809486225054441,0,0,0,0.395382167524655,0,0,0
X11.HK.EQUITY,0,0,0,0,-1.38777878078145e-17,0.197613094449089,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0863020930554009,0,0,0,0,0.193974952435378,0.0263720218758766,0,0,0,0.595235200182528,0,0,0,0,0,0,0.126164437743411,0,0,0,0,0,0,0.138758952585589,0,0.106812186690198,0,0,0,0,0
X16.HK.EQUITY,0,-0.0795013237566269,0,0,0,0,0,0,0,0,0,0,-0.0319302963778215,0,0,0,0,-0.238232907583072,0,0,0,0,0,0,0,-0.102844190513231,0,0.0307025299820562,0,0.20008224707871,0.220467467567208,0,0.214097700505664,0,0.670316220798316,0,0,0,0,0,0,0,0,0,0,0,-0.101165133305959,0,0,0,-0.0110818012412417
X000002.CH.EQUITY,0,0,0,0,0,0.031337678437962,0,0.0471216803978294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647897018251032,0,0,0,0,0.108788987683598,0.0350013886552568,0,0,0.647996353360363,0,0.0648160014710741,0.0936515795783872,0,0,0,-0.0459144174368892,0,0,0.00894931986756091,0,0.0727561661030932,0,0,0,-6.93889390390723e-18,0.0717091249301923,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.401342408680478,0.229290591422965,0,0,0.292354502627877,0,-1.38777878078145e-17,0,0,0,0,0.165429548577573,0,0,0,0,0,0,0,0.064393986937252,0,0,0.0936609954132953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201950232218272,0,0
