,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.365985190130993,0,0.0364112511068748,0,0,-0.00884586410932141,0,0,0.0611380989010357,0,0,0,0.109190281329152,0,0.159251665920159,0,0,0,0,0,0,0,0.116381764043449,0,0,0,0,0,0,0.0592483273317099,0,0,0,0,0,0,0,0,0,0,0,0,0.000412477318344381,0,0,0,-0.145989918078286,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.00408499991380197,-0.0140831508321415,0,0,0,0,0,0.168783967953149,0,3.46944695195361e-18,0,0.315880670226841,0,0,0,0,0,0,0,0,0.0123500826369933,0,0,0,0,0,0,0.215233975608635,0,0.0637846488040659,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.156223242010857
X601939.CH.EQUITY,0,0,0,0,0.711992300655157,0,0,0,0,0.0503572922959387,0,0.202364698309238,0,-0.0267813833192283,0.0669034387267745,0,0,0,0.0597521439033306,0,0,0,0,0.0140483403661753,0,0,0,0,0.00134753402329045,0,0,0,0,0,0,0,0,0,0,0,0,0.0553974064161663,0,0,0,0,0.00509521632440109,0,0.00337815638799681,0,0,-0.0540298829749867
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0
X601288.CH.EQUITY,0.170831679704262,0,0.834353017842498,0,0,0,0,-0.0795462648917225,0,0,0,0,0,0,0,0,0.0206636828045586,0,0,0,0.0238883714306182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706306009406052,0,0,0,-0.0119133975099667,0.00955422641885858,-0.172984252127466,0,0,0,0,0,0,0,0,0,-0.00528439149919482,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-1.38777878078145e-17,0,1.38777878078145e-17,0.142478803625668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105200303733543,0.00191265237777873,0,0,0,0,0,0,-0.00832998006632986,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311354703622712,-0.0593986196169537,0,0,0,-0.0932475597402186,0.908896216155315,0,-0.090320046982437,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0752137895582756,0,0,0,0,0,0,0,0,0,0,-0.0324951820082032,0.288789107523955,0,0,0,0.137334531482628,0.019655511574727,0,0,-0.130598378547891,0.0693759308012818,0,0,0,0,0,0.113197652668737,0.0395068630704856,0,0,0,-1.73472347597681e-18,0.117484068412962,0.170667555735742,-0.06685705544096,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251889506166596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637613827035556,0.365415961515486,0.0234384987125528,0.112893611018239,0,0,0,0,-0.0650863616352324,0,0,0.0846771139070751,0,0,0,0,0.147027106954352,0.323223220338121,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.176708717508567,0,0,0,0.0991349315282751,0,0,0,0,0,0,0,0.0798114719095229,0.0302574545558583,0,0,0,0.100144473784945,0.353149139153859,0.106095218166483,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.104497372981799,0.204537708785796,0,-0.315096764859344,0,0,0,0,0,0.0401893054878773,-6.93889390390723e-18,0,0,0.00174082293205059,0.0513786712352154
