,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0145743245310265,-0.00656886631358078,0.239004218658625,0,0,0,0,0,0,0,0,0,0,-0.13207333928956,0,0,0,-0.199252706106402,0,0,0,0,0,-0.334286892206942,0,0,0,0.0744844741205982,0,0.758701284411142,-0.188051295092251,0.188646624896402,0,0,0,0,0,0,-0.0246536092136294,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0522228490404645,0,0.0698545767969194,0,0,0,0,0.0740544322405984,0,0,0,0,0,0,0,0,0,0,0.195565145803867,0,0,0,0,0,0,0.0285438962367867,0,0,0,0,0,0.309908013840793,0,0,-0.0123710956763235,0,0.197689139416558,0,0,0,0,0,0,0,-0.0510729272627423
X601939.CH.EQUITY,0.273334775142111,0,0,0,0,0.0393938336898216,0,0,0,0.0217567474485914,0,0,0,0,0,0,0,0.0839839869764847,0,0,0.0297101760078034,0,0,0.0234085904128957,0,0,0,0,0.143447700944745,0.107227799269333,0,0,0,-0.114581148658404,0,0,0,0,0.415760769679267,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.106461942307976
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.179191066848074,0.177465898123662,4.33680868994202e-19,0.557221384119164,0,0,0,0.129960461514271,0,-0.0483398815241279,0,0,0,0,-0.0668957685033189,0,0,0,0,-0.0207009525632417,0,0,0,0,0,-0.692725124434662,0,0,0,0,0,0,0,0,0.414293648331952,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.140573215869148,-0.0464600579387538,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.394390029071111,0,0,0.227773627025804,0,0,0.208534766762745,0,0.269664055091013,0,0,0,0,0,0,0,-0.0989659008252811,0,-0.0313658914552189,0,0,0,0,0,0,-0.145183563377872,0,0.160104125489395,0,0,0,-0.028689905235364,0,0,0,0
X601988.CH.EQUITY,0,0,0.0230480603801833,0.0956930539432306,0.090142564832109,0,0,0,0,0,0.259069423505857,0,0,0,0,0,0.0639320485265741,0.0955485486110525,0,0,0,0,0.00644165763209302,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0784946299927329,0,0.143345670736311,0,0,0,0,0.228638737673374,0.21196028805199,0,0,0,0,0,0.0194576785010014
X600036.CH.EQUITY,0,0.105104247878433,-0.0929230251623332,0,0,0,0,0,-0.056253818602004,0.235178349744145,0,0.389812210976185,0,0,0,0,0,0,0,0,-0.0612235178634215,0.250023158239322,0,0,0,0,0,0.0698915586090736,0,0,0,0.450026426870298,0,-0.260369374488711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208591325555062,0,0
X1299.HK.EQUITY,0,0.087401507355125,0,0,0.0718014613876839,0,0,0,0.0751788476530801,0,0,0,0,0.025767530445013,0.179005487247735,0,0,0,0,0,0,0,0,0,0,0.111021282714998,0,0,0,0.0263952053784183,0.249368415432071,0,0,0,0,0,0,0,0,-0.0468697038982626,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0386849301923807,0.0357171928485408,0,0,0,0,0,0,0.00752140185857633,0,0,0.335828216264784,0,0,0,0,0,0,0.0487291765145014,0,0,0,0,0,0,0,0,0,0,-0.0585989806892109,0,0,0,0.0416954978425999,0,0.302154631361586,0.0939534743592892,-0.054597279614005,0,0,0,0,0,0,0,0,0,0,-0.11047891816881
X601328.CH.EQUITY,0,0,0,0,0,0,0.31473593045297,0,0,0,0,0.178154865971885,0,0,0,0,0,0,0,0,0.0456932144101889,0.260789294771491,0,0,0,0.0994378588192906,0,0,0,0,0,0,0,0,0,0,-0.16833303849545,0,0,0,0,0,0,0.0880421639907618,0,0,0,0,0,0,-0.217890796927908
X601166.CH.EQUITY,0,0,0,0.252694997648728,0,0.134772233731882,0,0,0,0,0,0,0,0.454162801966696,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0680918092505102,0,0,0,0,0,0,0,0,0,0,0.150612575333748,0,0,0,0,-0.032998237907251,0,0,0,0,0,0,-0.101581037536738
X600000.CH.EQUITY,0.0133140767779144,0,0,0,0,0,0.546947601634157,0,0,0.012572274345776,0,0,0,0,0,0,0,0,0,0,0,0,0.0143271882364908,0,0,0.343147783124514,0,0,0.126471127273371,-0.029672449060471,0,0.0473029351797659,0,0,0,-0.144154551002721,0,0,0,0.0563248719415687,0,0,-0.36757295083354,0,0,0,0,0,0,0,0
