,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.313806250858856,0,0.000445821746887731,0,0,0.354262777753583,0,0,0,0,0,0,0,0.0209585729837275,0,0,0,0,0,0,0,0,0.173995581783066,0,0.0226106140930693,0,0,0,0,0,0,0,0,0,0,0.105800330254363,0,0,0,0,0,0,0,0,0,0,0,-0.030805219136143,0,0
X601318.CH.EQUITY,0,0,0.175994156175167,0,0,0,0.0190153464640665,0,0.166962263234852,0,0,0.0173232619148624,0.0931884934478183,0,0.0460137227059187,0,0,0.0334032093955504,0,0,0.198030487733994,0,0,0,0,0,0,0,0,0,0.012790447873133,0,0.0240460101124034,0,0,0,0,0.0472206743390387,0,0,0,0.0487332567388579,-0.0977774591460415,0,0,0,0,0.0711266011944189,0,0,0,0.086720374489492
X601939.CH.EQUITY,0.414122323915129,0.294298340257908,0,0,0,0,0,0.422386936573074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0958570809216301,0,0,0,0,0,0,0.107028497599825,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.029211503534674,0,0,0,0,0,0,0,0,0,0,0.148845308501361,0
X601288.CH.EQUITY,0,0,8.67361737988404e-19,0,0,0.00238211784250691,0,0.526713683894748,0,0,-0.0759674889985627,0.0570021193875586,0,0,0,0,0,0,0,0,0,0,0.0639268890522425,0,0.160762415073498,0,0,0,0.102241726381071,0,0,0,0.0446744013569525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401805907228542,0,0.0180954965237622,0.010181565564673,0
X600036.CH.EQUITY,0,0.0574878749780432,0,0,0,0,0.120134683100504,0,0,0,0,-0.0658022074373426,0.0653294703775721,0,0,0.171118737034932,0,0.244176137401588,0,0,0,0,0,0.212812646031482,0,0.112770070388568,0.0497283118379381,0,0.0925081432530382,0,0,0,0,0,0,0,0,0,0,0,0.0488185910911296,0,0,0,0,0,0,-0.0995101204747495,0,0,-0.181424946532555,0.0261827258749673
X601628.CH.EQUITY,0.0677921825530636,0,0,0,-0.0121798257297069,0,0,0,0,0,0,0.0737872798545012,-0.0720879670226684,0,0,-0.273807176852408,0,0,0,-1.73472347597681e-18,0,0.0168133271821465,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0931396769086925,0.632991539497543,0,0,0,0,0,0,0,0,0.0156086465735028,0,0.0399376558650242,0,0,0.0643395282125494,0,0.0186553493248106,0.199011400050198
X1299.HK.EQUITY,0,0,-0.0225177128589673,0,0,0,0,-0.0858356161602074,0,0,0.105955609246387,-0.016051366239124,0,0,0,0,0,0,0,0,0,0,0.133883845633455,0,0,0,0,0,0,0,0,0,0.0582742182459369,0,0,0,0,0.114941843570466,0,0.101872125747313,0.142305531921634,0.0848915845468614,0.122189948012983,0,0,0,0,0,0,0.298525431710231,0,0
X601988.CH.EQUITY,0.138739394651876,0,0.0945388304012611,0.373314231596676,0,0,0,0,0,0,0,0,0.223174206415051,0,0,0,0.111035420776194,0,-8.67361737988404e-19,0,0,0,0.0173280923405801,0,0,0,0,0,0,0,0.12048094587047,0,0,0,0,0,0.010897866759617,0,0,0,0,0,0.0059185803498875,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.10780749277866,0,0,0,0,0,0,0,0,0,0,0,-0.122159344536606,0,0,0,0,0,0,0.228555824472635,0,0.183818944558501,0,0,0.134665839472304,0,0,0,0,-0.009796958016333,0,0.0800685571673304,0,0,0,0,0,-0.0405913394310038,0.0733580952152394,0.221458032670387,0,0.25198489495805,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.124452266423699,0.0587680106199479,-0.0151936862159637,0,0,0,0.0121929235932753,0.0591442955173823,0.144204935714371,0,0,0.114757185618046,0,0,0,0,0,0,0,0,0,0,0.0878604067875735,0,0.423293619443194,0,0,0,0,0,0.0280400853324623,0,0,0,0,0.03453085311804,0,0,0,0,0,0,0,0,-0.10532163535516,0,0,-0.0974050197596208
