,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.332261982156705,0.339892267918821,0,0.0846808853879339,0,-0.0910424627864924,0,0,0.223310841702822,0,0,0,-0.0412002155136494,0,-0.079146750556626,0,0,0,0,0,0,0,-0.0069539892595913,0,0,0.0110928962316935,-0.0238473346070353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0761828652151163,0,-0.113604966859264,-0.0897894030199659
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.213862085676193,0,0,0.301328863903606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616271723539239,0,-0.0123307766479233,0,0,0,0,-0.262359233237933,0.282704198450968,0,0,0.202280634364994,0,0,0,0,0.0661642060550646,0,0,0
X601939.CH.EQUITY,0.413558982533568,0,0,0.0934883066249561,0.101439455130136,0,0,0,0,0,0,0,0.132713411392722,0,0,0,0,0,-0.036071309387077,0.12384116517827,0.00802126840205851,0,0.0423875670901149,0.0437979100792185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310923084609963,0,0,0,0,0,0,-0.165714397710595,0,0,0,0,0
X601288.CH.EQUITY,0.367739138948642,0,0.205151380222098,0,0.158493943431175,0.0731077837841663,0,0.0434047124982712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853487309086405,0,0,0,0,0,0,0.0299306087829789,0,0,0,0.0306611746236586,0.175483326435971,0,0,0,0.0444237371599279,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0704772754479476,0,0.0679877481395121,0,0,0,0,-0.303071452469943,0,0.0760183014918607,0,0,0,0,0,0,0.4873845121249,-0.142611329491701,0,0.174925212667451,0,0,0,0,0,-0.00942866760283054,0,0,0,0,0,0,0,-0.090496307689094,0,0,0,0.0526972857868371,0,0,0,0,0.264438737162531,0,0,0,0,0,0.301220505195861,0
X601988.CH.EQUITY,0.0738613567595261,0,0.19973906577122,0.152296107263409,0,0,0,0.0912614282964582,0,0.128596897505021,0.261078628584025,0,0,-0.321068292307233,0,0,0,0,0,0.0269720162456504,0,0,0,0,0,0,0.0774572514431181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379161855777774,0,0,0,0.135362091145675,0,0,0,0,0.00819482183925338,0.0881196503615533
X600036.CH.EQUITY,0,0.33303661071745,0,0,0,0,0,0,0.0264536559433427,0,0,0.10300593233129,0.17221659165218,0,0.0570884346847952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156099920978681,0,-0.0382529999538769,0,0,0,0,0,0,0.154799353320071,0.0336291458050418,0,0,0,0,0.0788049863352498,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.00997564819070292,0,0,0,0,0.0920960344645014,0,0,0,0,0.0229158573929196,0,0,0,0,0,0.161981774134772,0,0,0,0,0,0,0,0,0,0,0,0,0.0491212360335435,0,0,0,0,0,0,0.0965212822806777,0,0.0682299653246956,0,0,0,0,0,0,0.176754576912033,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0321036102827185,0.211925568692894,0,0,0.0507205451034299,0,-0.0496952271289916,-0.0789259411261484,0,0,0,0.347154822460434,0.237147244684403,0,0.106633359509872,0,0,0,0.0542396274723167,0,0,0.13609897416306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053335505476686,0,0,-0.0799110165229804,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.217481303702223,0,0,0,0,0.0753002384675013,0.0693895871205765,0.0793555204472573,0,0,0,0,0.123420700797609,0,0.328901111086932,0,0,0,0,0,0,0,0,0,0,-0.0742510962291479,0.0190540020410727,0,0,0,0,0.412519391101054,0,0.20337490440545,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
