,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.207619343461576,0,0.0339794114769343,0,0,0.389561472360315,0,0,0,0,0,0,0.0101217338594477,0,0,0,0,0,0,0,0,0,0,0.251628326443499,0,0.0409129366970269,0,0.00256894981211314,0,0,0,0.0869939322879984,0,0,0,0.0533004669255563,0,0,0,0,0,0,0,0,0,0,-0.0903827879123687,0,0,0
X601318.CH.EQUITY,0,0,0.0811013598401957,0,0,0,0,0.0189369677326983,0.246270196847258,0,0,0,0,0.37654637821006,0.0292245550629193,0,0,0,0,0.0826979503091329,0,0.0435055428006292,0,0,0,0,0,0,0.290730000150368,0,0,0.0357178934794529,0,0,0.000581129576078549,6.93889390390723e-18,0,0,0,0.0343310804408256,0,0,0,0,0.0183077094626921,0,-0.108508813953108,0,0,0,0.0646836848408598,0
X601939.CH.EQUITY,0.282483632158197,0.230811220039714,0,0,0,0,0,0.492442917703637,0.0808174836381624,0,0,0,0,0,0,0,0,0,0.029568986674834,0,0,0,0,0,0,0,0,0,0,-0.0213088446044403,0,0,0,0.059838045484494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181452864918639,0
X600036.CH.EQUITY,0,0.00547094174871688,0,0,0,0.180132040678546,0,0,0.0632093416373084,-0.114204517528698,0,0.12914808631022,-0.0807805092729613,0,0,0.132720285741986,0,0,0,0.166874063201038,0,0,0,0,0,0,0.401745845959804,0,0.0305468489138827,0,0,0,0,0,0,0,0,0,0,0,-0.0600290059231202,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0
X601288.CH.EQUITY,0,0,0.0343368269256846,0,0,0,0,0.484093704805595,0,-0.0447970067039432,0,0,0.0371289793359562,0,0,0,0,0,0,0.109849556222638,0,0,0,0.0870896858827176,0,0.0780896580359361,0,0,0.0834564980047578,0,0,0,0,0.0256212460118661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392660951199827,0.019380961139781,0.0839000504636619,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.097451506741726,0,0.217601561870144,0,-0.0255675528316617,-0.0290374800200926,0,0,0,0,0,0,0,0,0,0,0.184795166937328,0,0,0,0,-0.00121606628875235,0,0,0,0,0.143802491755068,0,0,0,0.0628299660512082,0,0.165982873835615,0,0,0,0.181085225498082,0,0,0,0,0.211746030065443,0,-0.0880768793421648,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072929623037639,0.155195550345033,-8.67361737988404e-19,0,0,-0.0102815247294991,0,-0.138301875022063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436243763131127,0,0,0,0,0,0,0,0,0,0,0.00336232872023732,0,0,0.00362057605543498,0
X601988.CH.EQUITY,0,0,0,0,0.468625365640323,0,0,0,0,0,0,0,0,0,0,0,0,0.131009619511415,0.380031421645723,0.0323118086564407,0,0,0,0,0,0,0,0.0715554917354822,0,0,0,0,0,-0.00536935332891778,0,0,0,0,0,0,0,0,0,0,0.0337493412214635,0,-0.0630762859097934,0,0,0,-0.0496169486979835,0
X5.HK.EQUITY,0,0.0419084090065397,0.0766159589408493,0,0,0,0,0,0,0,0.144947584302487,0,0,0,0,0,0,0,0,0,0,0,0,0.0970495581554136,0.0569651058479101,0,0,0,0,0,0,0,0,0.131935587961299,0,0,0,0.0503283511230883,0,0,0.374278098659033,0,0,0.0178201498965263,0,0,0,0,0,0,0,-0.0203329190950438
X388.HK.EQUITY,0,0,0,-0.158176588106338,0,0.438101259509853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144242782195862,0,0,0,0,0,0,0,0,0,0,0,0,-0.25103078697993,0,0,0,0,0.0870141722045143,0,0,0,0.0796505478125569,0,0.188695341779017,0,0,0,0,0,0.172224338325597,-0.0417309296493589
