,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.14224632075866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365264660407777,0,0.426337133836435,0.295081205672429,0.0146016904855015,0,0,0,-0.077538244330612,0,0,0.234243440549891,0,0,0,-0.272277859668189,0,0,0,0,0,0,0.047209398101592,0,0,0,0,0,-0.29351353662059,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.185644009953535,0,0,0,0,0,0,0,0,0,0,0,0.0532199487152397,0.0939353621098084,0,0,0,0,0,0,0,0,0.0199549474211488,0,0.0687502677908277,0.00416758173208047,0,0,0,0,0,0,0.232605276501998,0,0,0,0,0,0,0,0,0.0759764401390574,0,0,0.217929728170683,0,0.105664709252582
X601939.CH.EQUITY,0,0.00324175545466306,0,0.81350816665473,0,0,0,0,0,0,0,0,0,0,0,0.0312662975672785,0.123247909931948,-3.46944695195361e-18,0.0255735871273789,0,0,0,0,0,0,0,0.0262646810701077,0,0,0,0,0.0300275643945955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143438922179477,0,0,0.0117264009728049
X601288.CH.EQUITY,0.0159489342607684,0,0.921391712020906,0,-0.0948827148539698,0,0,0,0,0,0,0,0,0,0,0.0392351457092225,0,0,0.134638868845331,0,0,0,0,0,0,0,0.0243070523096253,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469587860515634,0,0,0,0,0,0,0,0,-0.0356490878575026,0,-0.0508391177618375,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0752504623738471,0,0.424636492425932,0,0,0,0,0,0,0,0,0,0.104354313009925,-0.00526023808762609,0,0,0,0,0,0,0,0,0,0,0,0.372129958249634,-0.0978635529224911,0,0.0381936789627456,0,0,0,0,0,0,3.46944695195361e-18,0.121430026899249,0,0,0,0,0.080608889897417,0.128374881812952
X600036.CH.EQUITY,0,0,0.408792768371138,0,0,0,0,0,0.0248230589317195,-0.00639779235403669,0,0,0,0,0,0,0.106788623665462,0,0,0.00488779333019886,0.012687406228952,0,0,0,0,0,0.191709763980057,0,0,0,0,0.123094184835063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,3.46944695195361e-18,-0.0404955624452837,0.13720959885243,0,0,0,0,-0.0753177938680871,-0.0885596432804661,0,0,0,0,0,0,0,0,-0.0173330727065532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122195767961695,0,0,0,0.0285262422860539,0,0,0,0,-0.0494694914262825,1.08066362162235,0.000163191427711727,0
X1299.HK.EQUITY,0,0,0,0,0.172032392656004,0,0,0,0,0.239246748945202,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217688748458852,0.0313043114201851,0,0.383350195184629,0.217285662270553,0,0.118577237988392,0.143088402133363,0,0,0,0,0,0,0.0713801108493761,1.38777878078145e-17,0,0.0824891980551724,0,0,-0.100468085981767,0,0,0,0,0,0,0.102538291059599,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542556417672551,0,0,0,0,0.00807512027134915,0,0,0.389676461388993,0.355286015746301,0,0,0,0,0,0,0,-0.0318040969934318,0,0,0,0.01246591874511,0,0,0,0,0,0,-0.142643675299263,0,0,0.201618029372759,0,0.200579515354663,-0.066282913718818
X388.HK.EQUITY,0,0,0,0,0.294906769836657,0,0,0,0,0,0,0,0,0,0,0,0,-0.152737459410949,0,0,0,0,0,0,0.421044806905543,0,0,0,0,0,0,0,0,0,0,-0.0368755808739664,0,0,0,0,0,0,-0.115542209009923,-0.130744853566299,0.0594906195487728,0.241277143341826,0,0,0,0,-0.135071323818202,0.0445139625582835
