,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,3.46944695195361e-18,0,0.236258833844843,3.46944695195361e-18,0,0.0871147311413072,0,0.238979719591335,0,0,0,0,-1.38777878078145e-17,0.128007614236842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381546746470103,0,0,0,0.0939281572501747,0,0,0,0,0,0.0225370052073927,0,0,0,0,0,0,0,0.106426635148173,0,0,0,0,0
X601318.CH.EQUITY,0.169828941524235,0,0,0,0,0,0,0,0.27686929965656,0,0,0,0,0,0,0,0.25163471164012,0,0.0590104595891955,0,0,0,0.0958043651019052,0,0,0,0,0,0.037949553219249,0,-0.0880524608032402,0,0,0,0.0942061789568441,0,0,0,0,-0.0198575994704053,0,0.0536213080560616,0.0190837953954127,0,0.0587457283649718,0,0,0,0.0610611151557365,0,0,0
X601939.CH.EQUITY,0,0,0,0.282515497829421,0,0.0747228793783252,0,0,0,0,0,0,0,0.416035529653693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558663268566793,0,0,0.0735835124644005,0,0,0.00942127053320616,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.354596655367998,0,0.0265097222441899,0,0,0.48715009630507,0,0,0,0,0,0,0,0,0.0301727814468386,0,0,0,0,0,0,0.0175623979074372,-0.0285979623658311,3.46944695195361e-18,0,0,0,0,-0.000304145116361973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104898342017968,0,0,0,0.0034999559144025,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0333652574350514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313542770846853,0,0,0,0,0,0.222600599482143,0.0962239420266978,0,0,0.390826590905473,0,0,-0.0538132667475795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287329587292964
X601988.CH.EQUITY,0.375583963655258,0,0.000234993325183356,0,0,0,0,0,0,0,0,0.0950894933105156,0,0,0,0,0,0,0.0251874775920442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15978666371812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297317765234049,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.281567783900297,0,0,0,0.313525304454716,0.045355158929374,0,0,0,0.143922537222496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141792852368404,0,0,0,-0.047332423545067,0,0,0,0,0,0,0,0,0.0203157843461508,0,0,0,0,0.0816273866436126,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378509518834029,0,0,0.0701655820019045,0.171052671869409,0.0133316673511277,0,0,0,0,0,0,0,0.273548331097404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.169291602457699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493239810113,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.194887223083239,0,0,0,0,0.067678364312694,0,0,0.16395907764548,0,0,0,0,0,0,0,0,0,0,0.10821030685468,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.254272948504136,0,0,0,0,0,0.27462212335381,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,-0.166221613712101,0,0,0,-0.14873550161313,0,0,0,0,0.746902941558659,0,0,0,0,0,0.251792540605663,0,0,0,0,0
