,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.129861172116121,0,0.0559302659688955,0,0,0,0,0,0,0,0.364276886424759,0,0,0,-0.0343366231098102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465669288694895,0,0,0,0,0,0,0.249654345003925,0,0,0,0,0,0.0726042964785606,0,0,0,0.0128395137044825,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979491,-0.176399245516877,0,0.0931261730853916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682005,0,0.448081286209129,0.0493989003328802,0.130399206241509,0,0,0,0,0.187094491479391,0,0,0
X601939.CH.EQUITY,0.221128379000363,0,0,0.25597650340291,0,0.148196753179481,0,-0.0489880210268193,-0.0289605771643269,0,0,0,0,0,0.0320305743108774,0,0,0,0,0,-0.00975874572183742,0.063525341915298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487390030920808,-0.095619373136983,0,0,0.0178314497884258,0,-0.0385391888482102,0,0,0.0344955853607119,0,0,0
X601288.CH.EQUITY,0.413259386060306,0,0.194823369792756,0,0,0.154083730955965,0,0,0.0263567275295654,0,0,0,0,0.04136401229744,0,-0.118193597867467,0.0482571071329103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202919146116181,0,0,0.0386669947021171,0,0,0,0.156305663270891,0,0,0,0,0,0,0,0,0,0.178649165350615,0,0
X5.HK.EQUITY,0,-0.0538751188815145,0,0.22248414562178,0,0.0452389925768002,0,-0.214150326804914,0,0,0,0.0676011580087633,0.0412895240536461,0,0,0,0,0,0,0.679314238560326,0,0,0,0,0.16935062024212,0,0,-0.0604244183664871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217539013942425,0,0,-0.0832800477092423,0,0
X601988.CH.EQUITY,0.140602083023692,0,0.125695972146714,0.149452902078748,0,0,0,0,0.100396063991653,0,0.102039232559027,0,0,-0.241931941629511,0,0,0,0,0,0,0,0,0.069725785944626,0.25060686699322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11319605888345,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0102395230001923,0,0,0,0,0,0.102975369038525,0,0,0,0,0.0536674045322745,0,0.295764949415664,0.239309109934013,0,0,0,0.115128323178057,0,0,0,0,0,0,0,0,0,0,0.0655065829113204,0,0,0,0,0,0,0,0,0,0,0,0.0366163508361599,0,0,0,0,0.0878539240849708,0,0,0.0024541337397889,-0.0420684590639247
X1299.HK.EQUITY,0,0,0,0,0,-0.00308161477151346,0.0103228257076457,0,0,0,0.209825475742449,0,0,0,-0.141526396969994,0,0,0,0.33559893697425,0.239011220472919,0,0,0.0201888056169097,0,0,0,0,0.153072368675296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607739586780975,0,0.121162866729674,0,0,0,0,0
X601628.CH.EQUITY,0.285258695925449,0.281034973566411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823424350373413,0,0,0,0,0,0,0,0,0,0.0477032966930778,3.73072197921483e-05,0,0,0,0,0,0,0.0999975785694635,-0.0408080523755885,0,0,0,0,0,0,0,0,0,0.0514771094531481,0,-0.187626249057278,0,0,0.222198226269687
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0335349872215881,0,0,0,0.46257681920532,0,0,0,0,0,0,0,0,0.241861617503244,0,0,0,0,0,0,0,0,0,0,0,0,0.0312536678488156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190209053558848,0,0.0126175224772705,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.029319811432886,0,0,0.0664303520354156,0,0,0,0,0,0,0.286300401191948,0,0,0,0,0,0,0,0,0.150433430162742,-0.124715125834697,0.122862244692569,0.18064212412773,0.0164792573202882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195551957455045,0,0.156320297345649,0,0,0,0,0,0,0.0317964477952943,0
X600000.CH.EQUITY,0,0.0798099558416524,0,0,0,0.082223655188469,0.206010818157171,-0.0655634526501828,0,0,0,0.279991615165392,0,0,0.0910889192297553,-0.0679497980406367,0,0,0,0,0,0,0,0,0,0,0,0,0.232325558143476,0.00998449257402182,0,0,0,0.0216144821336794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466232898453499,0.175697806331804,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.11558649513832,0,0,0,0,0,0,0,0,0,0.0270185993334039,0,0,0.318490231854237,0,0.0647414489737134,0,0,0,0,0.00554370126215442,0.0283235312440495,0,0,0.383304812204983,0,0,0,0,0,0.17148619695133,0,0,0,0,0,0.00827133081696807,0,0,0,0.106232618722656,0,0,0.0677070704386664,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.271247716025115,0,0,0,0,0,0,0,0,0.140348545683559,0,0,0,0.132360125072856,0,0,0,0,0,0,0.121257720314266,0,0,0,0,-0.0358407326430505,0,0,0,0,-0.24011739441216,0,0,0.0179858657337589,0,0,0,0.179600376689303,0,0,0,0.113019995588562,0,0,0,0
