,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.236938772228113,0,0.215746659210052,0,0,0,0,3.46944695195361e-18,0,0,0.0135026735461746,0.256308384547304,0,0,0,0,0.0977008862250884,-0.0785999261946129,0,0,0,0,0,0,0,-0.137908894088625,0,0,0,0,0,0,0,0,0,0.0437975860571332,0,0,0.110540169286544,0,0,0,0,0,0,0,0.0671656286521613,0,-0.0157656349346384,0,0.0439609728230106
X601318.CH.EQUITY,0,0,-0.0539824280269007,0,0,0.0645158249269815,0,0,0.228030975504506,0,0,0,0.138479209850016,0,0,0,0.217900877138888,0,0,0,0,0,0,-0.0117627809048277,-0.00881358544018686,0,-0.10763226971109,0,0,0,-0.154786987712724,0,0,0,0.230289107296801,0,0,0,0,0.140153177595268,0.2801925566485,-0.249629319277033,0,0.250875679143731,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.659602603579792,0,0,0,0,0,0,0,0,0,0.0833309995648991,-3.46944695195361e-18,0.0332696744811459,0,0,0,0,0,0,0,0,0,0,0,0.00168774590342316,0,0,0,0,0,0.0561471607267234,0,0,0.241398372258594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.292739028016867,0,0.0903705258619101,0,0,0.401077650582811,0,0,0,0,0,0,0,0,0,0,0.0263083034065172,0.121776473578016,0,0,0,-0.0481105289725182,0,0,0,0,-0.0445085520511476,0,0,0,0,0,0,0,-0.0460539209318249,0,0,0,0,0,0,0.141965430035223,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.206746707452592,0,0.229829652989408,0,0,0,-0.0515994753752334,0,0,0,0,0.199209629890608,0,0,0,0,0,0,0,0.486214572902739,0,0,0,0,0,0,0,0,0,0.327231395059117,0,0.0234154908097482,0,0,0,0,0,0,0,0,0.0523486084256318,0,0,0,0,0,0.17884747432419,0,-0.0631598296524366,0.0835443607034597,0
X601988.CH.EQUITY,0.184993093960058,0.0380973110501998,0.209915859083333,0,0,0,0,0,0.143292051295791,0,0,0.017075967573461,0,-0.202491729127578,0,0,0,0,0,0,0.0785791134823799,0,0.154391221992562,0,0,0,0,0,0,0,0,0,0,0.0526650872878734,-3.46944695195361e-18,0,0.0295475973377569,0,0,0.19488125767607,0,0,0,0.0829225603370105,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.164427448039286,0,0,0.0317934718437223,0,0.127542313377933,0,0.372952537624422,0,0.0321998777565116,0,0,0,0,0,0,0,0,0,0,0,0,0.0847507584673774,0,0.110220071820027,0.0238987462332066,0,0.0527865992277048,0.00918611460340594,-0.0212010282350668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.135286101926983,0,0,0,0.120735508038195,0,0,-0.0793429835841399,0,0,0,0.231230365215579,0,0,0.0624439894969625,0,0,0.0307298810231402,0,0.0316442536379179,0,0.0585923314097162,0,0,0,0,0.0187161751248363,0.250641537103877,0,0.00377214446462614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.237662621884676,0.139131024747957,0,0,0,0.00570638481901338,0,0,0,0,0,0,0,0,0,0,0.0478936065002765,0,0,0,-0.123487903501859,0,0,0,0,0,0,0.156443714889088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925575293328285,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.172584072676151,-0.448777685699358,0,0,0,-0.109886306881812,0,0,0,0,0,0,0.64272504935164,0,0,0,0,0.182600434954341,0,0,0,0,0,0,0.0268215076074554,0,0,0,0,-0.568186966311575,0,0,0,0,0,0.0174805651905378,0.526538110585475,-0.222448385919413,-0.0466982979273069,0,0,0.0647410933749317
