,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.345435853832696,0.0736821521968177,0.068680015147027,0.0482012192986394,0,0,0,0,0,0.239693271451198,0,0,0,0,0,0,0,0,0,0,-0.00365338465729381,0,-0.0308097144926879,0,0.0311324521495787,0,0,0,0.00351348506585575,0,0,0,0,0,0,0,0,0,0,0,-0.00588462229404902,0,0.0427210820922209,0,0,0,0,0,0,0.155542885832336,0
X601939.CH.EQUITY,0.449870719220342,0,0,0.0802465369678378,0,0,0,0,0,0,0,0,0,0.105194641318229,-0.146202354033106,0,0,0,0,0,0,0,0,0,0,0.278344557986308,0,0,0,0,0,0,0,0,0,0,-0.0206151809135737,0,0,0,0,0,0,0,0,0,0,0.140351802735732,0.0718710780417879,0,-0.0724811684887525,-3.46944695195361e-18
X601318.CH.EQUITY,0,0,0,0,0.196097716818266,0.241084146899272,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146829793517214,0,0,0,0,0.0687578452425491,0,0.0254609687085,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296141399031782,0.0954367452880028,0,0,0.174300987337535,0,0,0,0,0,0,0,0,0.189646286117677,0,0,0,0,0,0.0454366777667668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12090752533442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379401425306548,0,0,0,0,0,0.336472891415209,0,0,0,0,0,0.208412241635445,0,0.139147863958418,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0684129113826801,0,0,0,0,0,0,0,0,-0.480025346552256,0,0,0,0,0,0,0,0.0114349753648501,0,0,0,0,0,0,0.310597742384717
X600036.CH.EQUITY,0,0.0258837717417334,0,0,0,0,0,0,0.0530712481820425,0,0,0,0.14635186822187,0,0,0,0,0.0512070506741923,0,0.0276953962474935,0,0,0.153366566200908,0,0,0,0,0,0,0,0,0.357229276730464,0,0,0,0,0,0,0,0,0.0580804722566927,0,0.0407520769048099,0.187025767850578,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0889708743428705,0,0.149547628889709,0,0,0.150096568981599,0,0,0.241805603802521,0,0,0,0,0.225893676032303,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.143424597419357,0,0,0,0,0,0,0,0,0,0,0,0.0548969166985279,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445256237212894,0,0,-0.0396931486828932,0,0,0,-0.382211601030398,0,0.612718687002676,0,0.0469919455718354,0.691209813806716,0,0,0.018226310898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148817513032191,0,0.288577026191082,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0680680786721025,0,0,0,0,0,-0.108771696779926,0,0,0,0,0,0,0,0,0.0864517660328046,0,0.296126069203905,0.119145648214956,0,0,0,0,0,0,0,0,0.0404291668420958,0,0,0.0758085452615534,0,0,0,0,0.114820637722777,0.0034242755038207,0,0,0,0,0,0,0,0,0.15976083780287,0.0598112816225917
X601658.CH.Equity,0,0,0,0.022928688451165,0.125242270970979,0,0,0,0,0,0,-0.126017276522187,0,0.207558775305126,0,0,0,0.225909228268054,0,0,0.0878241158649784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271070820631977,0.122906889029674,0,0,0,0,-0.0367622237721569,0,0,0,0,0,0,0,0,0,0
