,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0210489271473197,0,0,0.178660812944773,0,0,0,0,0,0,0,0,-0.0106166090231555,0,0,0,0,-3.46944695195361e-18,0,0,0.041875873010185,0,0,0.11340033379396,0,0,0,0,0,0,0,-0.165159530732256,0,0.0639796492984836,0,0,0.224538115372481,0,0.0389000106445767,0,0,0.0877052182733457,0,-0.120833461252527,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532965,0,0,0.34320936002264,0,-0.032054588437709,0,0,0,0,0,0,0,0,0,0,0,-0.00352252998047635,0,0,0,0,0,0,0,-0.0694138704872481,0.334228291731683,0,0.164867881510202,0.00527317318114044,0,0,0,0,-0.0769847603390254,0,0,0
X601939.CH.EQUITY,0.241317185513361,0,0,0,0.0172175925551396,0,0,0,0,0,0,0,0,0.179865860351528,0,0,0,0,0,0.184837993184101,0.0698679017806843,0,0,0,0,0,0,0,0,0,0,0,0,0.0676682471105027,0,0,0,0,0.064562762619339,0,0,0.124406079408848,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.350270187323235,0.00153687201057409,0.0947085064523556,0,2.16840434497101e-19,4.33680868994202e-19,0,0,0.13113064270427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130051206634257,-0.0511541079491494,0,0,0,0.117162819452131,0,0,0.232234494155202,0,0,0,0,0,0.127849243997213,0,0,0
X5.HK.EQUITY,0,-0.175699640641447,0,0.442748562774636,0,0,0,-0.155681963839162,0,0,0,0,0,0,0,0.0254265600631114,0,0,0,0.133582658826009,0,0.493859100676056,0,-0.148106011088985,0,0,-0.0251241343550971,-8.67361737988404e-19,0,0,0,0,0,0,-0.122222645325162,0,0,0,0,0,0,0,0.100971568677367,0,0,0,0,-0.16382221718131,0,0.0206933152130806,0
X601988.CH.EQUITY,6.93889390390723e-18,0,0.0419025285318719,0.280956971372571,0,0,0,0,0.0285919508487134,0.163189848864523,0.308818727988838,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,-0.0645906096086804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718798426433758,0.0249375682818144,0.205077046767719
X600036.CH.EQUITY,-0.0382688077745399,0.20245046763636,0,0,0,0,0,0,0,0,0,0.0969261671657856,0,0.28051768075614,0,0,0,0,0.143664230140146,0,-1.73472347597681e-18,0.0861877421577673,0,0,0,0,-0.0441484585482044,0,0,0,0,0,0.131077137183713,0,0,0,0.0660378344395692,0,0,0.0419843875250836,0.178746546224511,0,0,0,0,0,0.0643983345573346,0,0,0.0974607093629492,0
X1299.HK.EQUITY,0,0.0996470029545015,0,0,0,0,0,0,0,0,0,0,0,-0.0140794678942737,0.0895214895370567,0,0,0.126032522858497,0.234364263541515,0,0.182659913836311,0.158510904902887,-0.0212216700692506,0.100137640253988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24019641914081,0,0,0,0,0,0,0,0,0,0,0,-0.0544021092723323
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0.0413241352951175,0,0,0,0,0,0,0,0,0,0,0,0.129406795366334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052426165245244,0,0,0,0,0,0.300781772614196,0,0,0,0,0,0,0,0,0,0.153786804974357,0
X601166.CH.EQUITY,0,0,0.0837402750354672,0,0,0.117899243766833,0,0,0,0,0,0,0,0,0,0,0.210024331034539,0,0,0,0,0,0,0,0,0,0.0735564602624968,0,0,0,0,0,0.382994351431246,0.212458901853176,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0332492768182968,0,-0.10672814668294
