,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.182874763786533,0.23994624710676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430069821272417,0,0.0740874961969682,-0.416527198625859,0,0,0,0,0.685899014545359,0.133342468640689,0,-0.210522650994661,-0.0233492013158531,0,0.168814835798774,-0.0353083080100124,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.140124130057525,0,0.00795771652784499,0.00448824751704071,0,0,0,0,0.0485961447977009,0,0,0.168088512737049,0,0,0,0,0.0581072691151573,0,0,0,0,0,0.0636227931601769,0,0,0,0,0,0,0,0,0,0,0.575912705555721,0.0365685819555238,-0.0759017875356732,0,0,0,0,0,0,-0.0308534937931486,0,-0.0398050652965045
X601939.CH.EQUITY,0.230518290473097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125047198835016,0,0,0,0,0,0,0,0,0.0470433310783636,0,0,-0.00548076223597218,0,0.374467193581738,0,0,0,0,-0.0182101343406686,0,0.0732271069920071,0,0,0,0,0.0438351323478345,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.239251879503952,0,0,0,0,0,0,0.0897651550557274,0,0,0,0,0,0,0.131792230198809,0,0,-0.0284792564994673,0,0,0,0,0.114838058624808,0,0,0,0,0,-0.071448660397497,0,0,0,0,0,0.251888087853818,0,0,0,0.174651560545807,0,0,0,0,0.0824958595825539,-0.0025360717652385,-0.0189558357104923
X5.HK.EQUITY,-0.20455428814518,-0.08337887926897,0,0.120736076321359,0,0,0,0,0,0,0,0,0,0,0.269084776816864,0,0.342544480906993,0,0,0,0,0.168766548198089,0,0,0.276442786684593,-0.0330062736650678,0,0,-0.202938363519732,0,0,0,0,-0.168126000963446,0,0,0,0,0,0,0.220027821065639,-0.172008200036138,0.0341293258376037,0,0,-0.00457167410998197,0,0,-0.120874868934091,0,0
X601988.CH.EQUITY,0.238715876803358,0,0,0.572953117224157,0,0,0,0,0,0,0.119109938364517,0,0.141793252529653,0,-0.0657236433938818,0,0.0831808952704484,0,0.0091596583288976,0,0.0177467284215929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0374280831855267
X600036.CH.EQUITY,0,0.696078917594368,0.0392897027932137,0,0,0,0,0,-0.188036507914561,0,0,0,-0.0164107549292461,0,0,0,0,0,0.152758468029199,0,0,0,0,0,0,0.0417135534560752,0,0,0.0327192367101469,0,0,0,0,0,0,0,0,0,0,0,0.264897893701194,0,0,0,0,0,3.46944695195361e-18,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296611098068893,-0.0971872728523935,0.0243898176735492,0.145042223061092,0,0,0.141456124781888,0,0,0.235121331433363,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0621391780547474
X601628.CH.EQUITY,0,0.129930268660052,0,0.129692663757728,0,0,0,0,0,0,0.0369591375736945,0,0,0.251290314400626,0,0,0,0.0364600740631451,0,0,0,0,0.111485285146717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195663368861255,0,0.0186079467196133,0,0,0,0,0,0,0,0,0,-0.00702496315949562,0
X601328.CH.EQUITY,0,0.0992737453683507,0.120879500832917,0.320776063249585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499724596483558,0.0829485176702069,0.00645333025804949,0,0.0191743399166332,6.93889390390723e-18,0,0,0.180968977312921,0,0,0,-0.0238029490721325,0,0,0,0,0,0,0,0,0,0,0,0,0.105771410348667,0,0,0,-0.036873938437619,0,0,-0.248673534344387
