,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0449380133731638,0,0.0530904880569409,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333066858184282,0,-0.149578506103487,0,0,0,0,0,0,0,0.879364181410241,0,0,-0.0181459377499894,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.220748934237877,0.0173825498273915,0,0,0,0,0.0610284713210685,0,0,0,0,0,0.0249496000693715,0,0,0,0,0.0250558284767558,0,0,0.0763881371131931,0.0204454900721752,0,0,0,0,0,0.271718161060351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.136324277089037,0,0,0,0,0,0,0,0,0.261616035592536,0,0,-0.00633242135858908,0,0,0,0,0.12834810160402,0,0,0,0,0,0,0,0,0,0,0.0036521853437004,0.114504530151225,0,0,0,-0.209379156704457,-0.182746384951161,0,0,0.136120452110123,0,0.476507676011877,0,0,0.105672921787203,-3.46944695195361e-18,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,-0.0639461960999604,0,0,0,0,-0.625037757925481,0.283426837967353,0.127053835000805,0.543556850778666,0,0,0,1.38777878078145e-17,0.330974598697743,0,0,0.149310896547101,0,0,0,0,0,-0.460004177535272,0,0,0,0,0,0.0992941996784643,-0.702251420882491,0,0,0,0,0,0,0,-0.386928709678404,0,0.263456695939992,0,0,0,0,0.464917725844827,0,0,0,-0.0214182082055301
X5.HK.EQUITY,-0.0652517999389583,-0.0670784039460033,0,0,0,0,0,0,0,0,0,0,0,0,0.517136043625995,0,0,0,0.4063680293054,0,0,0,0,0.0663280257721124,0.169807957442636,0,0,0,-0.079488128117935,-0.111333991280142,-0.0927231689002128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23490259559435,0,0,-0.110177411999442,0,0,0
X601988.CH.EQUITY,-0.410305275160498,0,0,-0.0255823833048905,0.466166526682685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83548486335629,0,0,-0.0572369286687903,0,0,-0.0438839294669779,0,-0.631800415731246,0,0,0,0,0,0,0,-0.0575912091977439,0,0,0.140213055836913,0,0.181803774532113,0,0,0,0,0,0,0,-8.67361737988404e-19
X600036.CH.EQUITY,-0.102041567001864,0.474354975178426,-0.041010676738871,0,0,0,0,-0.106786337222543,-0.0256486055344524,0.470310213614201,0,0.161109401139105,0,0,0,0,0,0,0,0,-0.105817027359238,0,0,0,0.27954193508401,0,0,0.0782039864904065,0,0,0.0945585569088972,0,0,-0.29412491106658,0,0,0,0,0,0,0,0.230691643670742,0,0,0.117575259512758,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0121974141450621,0,0,0.0807978656110103,0,0,-0.0892525890321971,0,0,0.0515181311923324,0.106146700208465,0,0,0.165478574922875,0,2.16840434497101e-19,0,0,0,0,0.14607441352278,0,0,0,0,0,0,0.181685350967491,0,0,0,0,-0.0405557270582161,0,0,0,0,0.149358336440345,0,0,0,0,0,0.0144817141533747,0,0
X601628.CH.EQUITY,0,0.0155572656764035,0.0362110198288123,0,0,0,0,0,0,0,0.114923003157806,0,0.368904123137902,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-0.0242536379495622,0,0,0,0,0.186490560239261,0.157232059099208,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964218228793436
X601328.CH.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0.390260246292,0,0,0,0,0.101053156344399,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0351694278376454,0,0.231214248787963,0.187312192688122,0,0,0,0,0,0,0,0,-0.128749242672289,0,0,0,-0.106682292760823,0,0,0,0,0.101524172999684,0,0.00986822891219636,0,0,0,0,-0.206429375365607
