,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.200105987678642,0,0.206042811205525,0,0,0,0,0,0,0.143717669900219,0,0,0,0.0657172340725861,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0523711023860656,0,0,0,0.146986891625719,0,0,0,0,0,0,0,0,0,0,-0.014771863996199,0,0,0,0,0,0,0,0,0,0.217418868269209
X601939.CH.EQUITY,0.15426574172274,0,0,0.35173020833197,0,0,0,0,0,0,0,0,0,0.254165859768523,-0.110787016468715,0,0,0,0,0,0,0,0,0,-0.0775572153341522,0.220786239205463,0,0,0,0,-0.0124101512076207,0,0,0,0,0,-0.0205218715612986,0,0,0,-0.0254512381420901,0,0,0,-0.0269823242885943,0,0,0,0.124457805387709,0,4.33680868994202e-19
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.492368891192213,0,0,0.119536084923216,0,0,0,0,0,0.099516778738941,0,0.116582920243938,0.0228481080064933,0,0,0,0,0,0.142691203732059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155675876104625,0,0,0,-0.0415810907029834,0,-0.0289827036236421,0,0,0,0,0.0339049809731573,-2.16840434497101e-19,-0.0952308256275384,0,0,0
X601988.CH.EQUITY,0,0.170733544717991,0,0.340343912198153,0,0,0,0,0,0.255423812232149,0,0,0,0,0,0.230009829919981,0,0.0566010100204749,0,0,0,0,0,0,0.179419458073181,0,0.0735947361799924,0,0,0,0,0,0,0,0,0,-0.55327652766715,0,0,0,0.0657732932334759,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.179044534731728,0.0164246393541845,0,0,0,0,0,0.0987446892720954,0,0,-0.0295590318340085,0.124241134718885,0,0,0,0,0.169818555094281,0,0,-0.0217375683480526,0,0,0.131509007135916,0.0296062569274795,0,0,0,0,0,0,0,0.36792897563854,0,0,0,0,0,0,0,0,0,0.0310450443776289,0,0,0,0.0615788748874508,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.234287895497982,0,0,0,0,0,-0.165750113736338,0,0,0,0,0.0885003159947185,0,0,0,0,0.0946439192930495,0,0.0453744215730396,0,0,0,0,0.197515599905229,0,0,0.0229141347582696,0,0,0,0,0,0,0,0,0,0.21145417279584,0,0,0,0,0,0,0,0,0.117006026130841
X601658.CH.Equity,0,0,0,0,0.118490807085601,0,0,0,0,0,0,-0.106915939564405,0,0.114738851839639,0,0,0,0.0967988031057164,0.227105576419516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15717405098969,0.32385614526691,0,-0.147223517732403,-0.135907041377764,0,0,0,0,0.104314717632908,0,0,0,0,0
