,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.528364648121972,0,0.0929371970067257,0.0261849405867414,0.0809802696266664,0.0664905847894257,0,0,0,0,0,0,0,0.0361009305280464,0,0,0.0221035578273041,0.0640816949672563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00760828376219721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.405184023490849,0,0,0.0794321972052341,0.00251289302562734,0.100390123993511,0,0,0,0.0886799241698054,0.0845587753995586,0,0,0,0,0,0,0,0,0,0,0,0.0220668963722091,0,0,0.0451708455193828,0,0,0,0,0,0,0,0,0.00539121221062848,0,0,0.0409355550826028,0,0.0317577431547227,0.0663824830909413,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152632677581394,0,0,0.00355614085755265,0,0,0,0,0,0,0,0.134604266556436,0,0,0,0,0,0,0,0,0.0248047721662078,0,0,0,0,0,0.253992543508383,0,0,0,0,0,0,0.256824506184884,0,0,0,0.0864982307462765,0,0.0602046574036521,0,0,0,0
X601288.CH.EQUITY,0.37389105711244,0,3.46944695195361e-18,0,0,0.0101607440865744,0,0,0,0.0957432539580898,0,0,0,0,0,0,0,0.23589574355089,0,0,0,0,0,0,0,0.0303425555671935,-1.38777878078145e-17,0,0.124980277051803,0.064845264202675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077173966265379,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.371704346869517,0,0,0,0,0,0,0,0.15353756816449,0,0,0.214214832716104,0,-0.444754287688462,0,0,0,0.18290505473373,0,0,0,0,0,0,0.384470790233604,0,6.93889390390723e-18,0.115300153049775,0,0,0,-0.127085114243792,0,0,0,-6.93889390390723e-18,0,0,-6.93889390390723e-18,0,-0.0210873110999677,0,0,0,0.145102794416403
X601988.CH.EQUITY,0,0,0,0.0111235165366177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352441763361409,0,0.00329326324643351,0,0,0,0,0,0,0,0.0367365600901755,0,0,3.46944695195361e-18,0,0,0,0,0,-1.38777878078145e-17,0.404062083004636,0,0,0,0,0.0700704481256329,0,0,0
X600036.CH.EQUITY,0,0,0.190420277593091,0,0,0,0,0,0.088820557073367,0,0.0485551559480073,0,0.215578529813717,-0.0440693191287842,0,0,-0.0469861511439731,0,0.0399284210520374,0,0,0,0,0,0.400141246094392,0,0,0,0,0.117542163968486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167676296184963,0,0,0,-0.0476397370790099,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101232166135333,0,-0.0650772838600032,0,0,0,0.238726316664761,0,0,0.0859479028686118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324121784967912,0,0,0
X601628.CH.EQUITY,0,0,0.038879722366868,0,0.0682523572475693,0,0,0,0,0,0,0.01699512678565,0.198168349565155,0,0,0,0.0251239238232826,0,0,-0.110510766800672,0,0,0,0,0,0,0.154884212023546,0,0,0,0,0.236420999903089,0,0,0,0,0,0,-0.0281813078268929,0,0.0926055139308586,0.172899684463524,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.101859630646235,0,0,0,0.0500382189005021,0.00820592309174052,0,0,0,0,0.0771952700123077,0,0,0,0,0,0,0.0236940251243746,0.208364198499659,8.67361737988404e-19,0,0,0.00467100057569289,0,0,0,0,0,0.0884868967078632,0,0,0,0,0,0,0,0,0.169594359529003,0.258459068367446,0,0,0,0,0,0,0,0,0
