,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.135079494123959,0,0.0165930921435349,0,0,0,0,0,0,0.275788236094893,0.244706853698746,0,0,0,-0.0878634654983882,0,0,0,0,0,0,0.0202156976049885,0,0,0,0,0,0,0,0,0.0222634608323295,0,0.261115050412414,0,0,0,0,0.040926885335615,0,0,0.0551904754093095,0,0,0,0.0199020741032515,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.261780472192431,0,0,0.139940885148839,0,0,0,0.0412645032678885,0,0,-0.0311536693065694,-0.130488350261378,0,0,0,0,0,0,0,0,0,0,0,0.187139951957982,0,0,0,0,0,0,-0.312392510181157,0,0.309611827868724,0.0558452477026945,0.267612123900993,0,0,0,0.0217093795517623,0.0823306754957247,0,0
X601939.CH.EQUITY,0.492559112391938,0,0,6.93889390390723e-18,0,0.182860112196743,0,0,0,0,0,0,0,0.0691628943637742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372935920444621,-0.113398368044467,0,0,0.0443443561024245,0,0,-0.0482332310735323,0,0,0,0
X601288.CH.EQUITY,0.612822488192669,0.0831580832663363,0.114535007458901,0,0.0467010928609215,0.0198809829659645,0,0,0,0,0,0,0,0,0.00619001639014403,0,0,0,0,0,0,0,-0.0388186659264505,0,0,0,0,0,0,0,0,0,0.117991744870895,0,0.0353626897980955,0,0,0.0530060340950119,0.180795943785125,0,0,0.0314822181753304,0,0,0,-8.67361737988404e-19,0,0,0,0
X5.HK.EQUITY,0.0141147355370769,-0.0440000919684042,0.115473373587316,0.0382703527462472,0,0.0698587541757024,0,-0.131287014229294,0,0,0.0515235509318604,0.28457065115554,0,0,0,0,0,0.709284369884911,0,0,0,0,0,0,0,0,-0.167117114551694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933666002055276,0,0,0,0
X601988.CH.EQUITY,0.133276669665975,0,0.203830986131027,0.0663952727621918,0,0,0,0,0.0773855861488565,0.105206121239999,0.103776018052575,0,-0.277176200127806,0,0,0,0,0,-0.0165104774607016,0,0,0.211803057031335,0,0,0,0,0.163256282582241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100750249667777,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,-6.93889390390723e-18,0,0,0,0,0,0.05957004365171,0,0,0,0,0,0.224915684310945,0,0.166249819855136,0,0,0,0,0,0,0,0.112943472116334,0,0,0,0,0,0.00337646901384587,0,0.143116705597863,0,0,0,0.0371925698529038,0.0988784961937739,0,0,0,0.032001248009536,0,0,0,0,0,0.0377091164867353,0,0,0.0151313828180268
X1299.HK.EQUITY,0,0,0,0,0,0,0.183430351679522,0,0,0.0346654903778556,0,-0.0996747854833104,0,-0.0498596699954742,0,0,0.272196443802862,0.262993974018836,0,0,0,0,0.121475198880903,0,0,0,0.137266855568336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178518675736299,0
X601628.CH.EQUITY,0.366322778574471,0.294269073113782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103318903810151,0.0370372514729399,0,0,0,0,0,0,0,0,0,-0.0574067828407116,0,0,0,0.0527253445299381,-0.156437062150981,0,0,0,0,0,0,0,0,0,0,-0.0503756993058685,0.175005452990028,0,-0.184928464030164,0.0370199263016452,0
X601166.CH.EQUITY,0.204369420745888,0,0,0,0,0.0107534541294395,0.433415134282038,0,0,0,0,0,0,0,0,0.429286421024227,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0339881408324841,3.46944695195361e-18,0,0,0,6.93889390390723e-18,0.00241598724397213,0,0,0,0,0,0,0,0.058289785034519,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0360450404640691,0,0,0.0483785799613273,0.099507377458231,0,0,0,0,0,0.243753242573995,0,0,0,0,0,0,0.033468455597176,0.17121022140974,0,0.134200044322293,-0.140230925955051,0.0831479335917653,0.06152273923838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14101840459178,0,0,0,0,0,0,0.0332770919785986
X600000.CH.EQUITY,0,0.0421570238287128,0,0,0,0.0465199233321987,0.164268290698085,0,0,0,0.33149603192652,0,0,0.110197502711346,0,-0.0778881201717329,0,0,0,0,0,0.0435303031519638,0,0,0,0,0,0.16900738089788,0.0254592066125211,-0.0293516753162647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0238064151187439,0.216643833093862,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0644698578123314,0.0159833651663028,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.275923037098025,0,0,0.0220080692949391,0.0462154966383859,0,0,0,0,0.0238823483022685,0,0,0.398259358389139,0,0,0,0.235890278989217,0,0,0,0,0,0.000485328753923003,0,0,0,0,0,0.0777121787130165,0,0,0.0877399076227427,0,0
X000001.CH.EQUITY,0,0.0659671933688663,-1.73472347597681e-18,0,0,0,0.103159344804195,0,0,0,0,0,0,0,0,0.118545566284896,0,0.170303129596253,0,0.185858154339404,0,0,0.10183431431402,0,0,0.139940225574633,0,0,0,0,-0.0932211692581235,0.076508439708017,0,-0.192576059492577,0,0,0,0,0,0,-0.0309295436149469,0,0.134530444211957,0,0,0,0.179442953846262,0,0,-0.0849260744219407
X16.HK.EQUITY,0,0,0,0.36698256011386,0,0,0,0.213373616381544,0,0,0,0,0,0,0,0,0.0800185097867764,0.0599064098277339,0,0,0,0,0,0.125319010982861,0,0,0.0468794438212653,0,0,0,0.259764731192059,-0.129441963374067,0,0.107579046490402,0,0,0,0,0,0,0,0.102122816863815,0,0,0,0,0,0.00990228671329496,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.120183766336238,0,0.185282024482433,0.13104504206885,0,0,0,0.138468924381285,0,0,0.248154424249987,0,0,0,0,0,0.178774958623895,0,0,0.0102959552658655,0,0,0,0,0,0,0,0,0,0,0,0,0.235284692173147,-0.052529531711247,0,0,0,0,-0.128571191190703,0,0,0,0.161651896782317,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.3019219781111,0,0,0,0,0,0,0,0,0,0,0,0,-0.113902530036943,0,0,0,0,0,0,0,0,0,0.161458597913281,0,-0.0624968276059355,0,0,0,0,-0.303514671457398,0,0,0,0.453834982863336,0.0587612449714426,0.0953612659796642,0,-0.0957780754130003,0.00499233200280303,0,0,0
X11.HK.EQUITY,0,0,0,0,0.10580607417097,0,0,0.22270208429026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319297155749917,0,-0.0719362670037893,0,0,0,0,0,0,0,0.12315559792826,0,0,0,0,-0.0487316514928303,-0.0387414814319735,0,0,-0.11303706196534,0,0,0,0,0,-0.0165705974679295,0
X688.HK.EQUITY,0,0,0,0.236692838949655,0,-0.171647532264394,0,0,0.0780613558651789,0,0,0,0.152395065135778,0,0,0,0.469628848452457,0,0,0.0325601564035839,0,0,0,0.219171733241828,0,0,0.145635974961773,0,0,0,0,0,0,-0.243743162909453,0,0,0,0.0218086310787825,0,0.198347881170391,0,0,0,0,0,0,0,-0.078868975252677,-0.196538905186285,0
X601998.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,-0.142485366889156,0,0,0,0,0.167320709435111,0,0,0,0,0,0,0,0,0,0.220832464482576,0,0,0,-0.132717506013957,0,0,0.15469913488941,0,0.0921348898048043,0,-0.00662380901081713,0,0,0.0559709316873008,0,0,0,0,0,0,0.0746565765893792,0.35006736947697,0,0,0,-0.0316590773379238,0,-0.0339591404497276
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0383628839663372,0.0860305668320859,0,-0.116555037793508,0,0,0,0,0,0,0,0,0.269680349359863,0,0,0,0,0,0,-0.0446609842724453,0,0,0,0.34218175884698,0,0,0,0,0,0,0.163380680903604,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.364586168689467,0,0,0,0,0,-0.0148752607229911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256003591109642,0,0,0,0,0,0.163178370633724,0,1.73472347597681e-18,0,0,0,0.15687603162527,0,0.356041311092833,0.0159290943071354,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.120361797033016,0.150867210362423,0,0,0,-0.000838370548919357,0,0,0,0,0.548774992407342,0.113644434343508,0,0,0,0,0,0,0,0.0221476091327202,0,0,0,0,0.163464348140606,0,0,0,0,0,0,-0.03622494227038,0,0,0,0,0,0,0.0589087353790249,0,0,0,0.102905683255748
X2388.HK.EQUITY,0,0,0,0,0.393916062141324,0.0727789337691254,0,0,0.0518817675129003,0,0,0,0,0,0.169870997791323,0,0,0.367946579997997,0.277987433469586,0,0,0,-0.161178016510758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00762194506729833,0,0.0251927428976897,0,0,0,0,0,0.0753198723324299,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0468335797854775,0,0,0,0,0,0.0188241291584983,0.091189078785963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219613252237413,0,0.420889506701681,0,0,0.0989781127122436,0.0136930329051386,0,0,0,0.05009242418474,0,0.109749279599244,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.21119199759006,0,0,0,0,0,0.432452948178562,-0.0441252418415399,0,0,0,-0.0138321163220327,0,0,0.235834347992062,0,0,0,0,0,0,0,-0.0262600195706187,0,0,0,0,0,-0.051562625136966,0,0,0,0,0,0,0,0,0
