,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.521321139016561,0,0,0,0.122296431396315,0,0,0.0509934938925332,0.0496596891379435,0,0,0.169704212294831,0,0,0,0.0361464924323147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253379211906328,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.138634403060837,0.271478163761634,0,0,0,0.0338878158062956,0,0,0,0,0.315411264194568,0.0930382603908345,0,0.0647108559674942,0,0,0,0,0.0462316376191538,0,0,0,-0.0474802338647295,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0677964509404708,0,0.000619680106312668,0,0,0,0,0.00177655256374375,0,0,0
X601939.CH.EQUITY,0.477998928302362,0,0,0.233385906906573,0.160108575797383,0.0130183775529127,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.00815030885109417,0,-2.16840434497101e-19,0,0,0.182907155055822,0.123198545211174,-0.182523075715216,0,0,0,0,0.002235039683592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196921842325125
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.217174797729912,0.103831128997632,0,0.853524763466396,0,0,0,0.0685468646441922,0,0,0,0,-0.139262677763185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581044212989664,0.0238146753141745,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0
X5.HK.EQUITY,0,0,0,0,0,0.286594119492868,0,0.0870737972099028,0,0,0,0.0761081725081629,0,0,0,0,0,0,0.166455662964447,-0.199445712463092,0,0,0,0,0,0.0397951089346232,0,0,-0.0248251219316538,0,0,0.0193804827087151,0,0,0.201127109638727,0,0,0,0,0.387242415278683,0,0,0,0,0,0,0.195663174006555,-0.141037670878107,0,0
X601988.CH.EQUITY,0,0,0,0,0.327469294394869,0,0,0,0.0456953092345804,0,0.0307028838878693,0,0,0,0,0,0.0700513056380453,0,0,-0.0538840410662222,-0.02237550397336,0,0,0,0.193688139722274,0,0,0,0,-0.214144575421374,0,0,0,0,0,0,0,0,0,0,0,0.151962289934661,0,0,0,0,-0.0229386246433993,0,0,0.13604974907389
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.102938574462724,-0.0483297694079627,-0.0362889709180783,-0.0137015150380584,0.0984307888768751,0,-0.107001738809348,0,0,0,0,0,0.516779442271636,-0.0425095318794678,0,0.0851265729988526,0,0,0.138091422315005,0,0,0,0,0,0.0284761602371075,0,0,0,0,0.0266769713598793,0,0.242977983897261,0,0,0.097078177079656,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234138908223546,0,0,0,0,0,0,0,0,0,0,0,0.141192422250785,0,0,0,0.0331132863587221,0,0,0,0,0,0.0353013182209197,0,0.0335074825480277,0,0.0234578838236005,0.285151040596604,0,0,0.176985103280108,0,0,0,0,0,0,0,-0.0556631546706024,-0.225486908945808,0,0.0773218083323525,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0318315693279267,0,0,0,0,0,0,0,0,0.132116278950609,0,0,0,0,0.409288435576046,0,0,0,0,0,0,0.00350541176716176,0,0,0,0,0,0,0,0,0,0,0.0655532864867523,0.182436723105709,0,0,0,0.190272625557628,0,0.0782365447967605,0.0490401116206043,0,0,0,0,0,0
X601328.CH.EQUITY,0.00558864499148376,0,0.414410998721865,0,0,0,6.93889390390723e-18,0,0,0,0,0.41233598327512,0,0,0,0,0,0,0,0,0,0.0544908354026962,0.0493409469180792,0,0,0,0,0,0,0,0,0,0,0.0136644631764008,0,0,0,0,0,0.0924922892320302,0,0,0,0.229802859156843,0,0,0.0626696885646712,0,0,0
X601166.CH.EQUITY,0.0737648082051514,0,0.000704687081720922,0.19431343740613,0,0,0,0,0,0,0,0.368702653991407,-0.0211183795869471,0,0,0,0,0,0.00534709190821511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427581696752044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126470919246453
X600000.CH.EQUITY,0,0,0.448295415905253,0,0.152242225205975,0,0,0,0,0,0.0453234997073311,0,0,0,0,0,0,0,0,0,0.166190184099589,0,0,0,0,0,0.11887357786026,6.93889390390723e-18,0,0,0,0,0,-0.170185835745201,0,0,0,-0.0622138607382548,0,0.231982134439308,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-0.127595948810019,0,0,0,0,0,0,0,0,0,0,0.0274985142812455,0,0,0,0.171561712355368,0.0401571395019196,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.051888510729022,0,0,0,0.179943401067262,0.18689531189984,-0.257245024280758,0,0,0,0,0,0.325996107441632,0,0.112769751790742,0.200125834570828,0,0
X11.HK.EQUITY,0,0,0,0,1.38777878078145e-17,0.166151600541402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625443349351239,0,0,0,0,0.245561461635275,0.0254684002837857,0,0,0,0.575193243951454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175616125853001,0.108042298731616,0,0,0,0
X16.HK.EQUITY,0,-0.0537555235723974,0,0,0,0,0,0,0,0,0,0,-0.0475101482760035,0,0,0,0,-0.228667590640314,0,0,0,0,0,0,0,-0.107391429580686,0,0,0,0.17857968033837,0.200925507920411,0,0.22921192737731,0,0.650829020253348,0,0,0,0,0,0,0,0,0,0,0.0602820333485861,-0.0786902500371317,0,-0.0190909547935718,0
