,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0329589619278298,0.476156783196302,0.014948867594605,0,0,0.0904643381972078,0,0,0.0828852366354825,0.0675717804817706,0,0,0.176489517338152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286756706215508,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00885435221526928,0.109692574538024,0.272683613168424,0,0,0,0,0,0,0,0,0.335274225232774,0.0867750772439906,0,0.075843465440692,0,0,0,0.0632112418493661,0,0,0,0,-0.0379287152424828,0,0,0,0,0,0,0,0.0182266590323813,0,0.0426761123348704,0,0,0,0,0,0,0,0,0.00605118425243679,0
X601939.CH.EQUITY,0.169269587887382,0,0,0.489654026108627,0.0654216277123905,0.0934504804032282,0,0,0,0.0556875122281557,0,0,0,-0.0318298759202697,0,0,0,-0.0240103307458289,0,0,0,0,0,0,0,0,0,0.178641688577179,0,-0.00670153359874918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325127803387262,0,0,0
X601288.CH.EQUITY,0,0,0.211686428622574,0,0,0,0,0,0.0119064135171295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273472001585348,0,0.1955870103735,0,0,0,0.0474346859305475,0,0,0,0,0,0,0,0,0,0,0.0961588981770423,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565759748248639,0,0,0.207415463909698,0,0.206202743948364,0,0,0,0.212051952625925,-0.00851241806849234,0,0,0,0,0,0.195638423227505,0,-0.244545469932568,0,0,0,0.0459682406751084,0,0,0,-0.0612222491011531,0,0,0,0,0,0.189895390428238,0,0,0,0,0.0806115925952367,0,0,0,0,0,0,0.17138595606065,-0.00759666149199787,0,0
X601988.CH.EQUITY,0,0,0,0,0.26225819034632,0,0,0,0.106915429940523,0,0,0,0,0,0,0.0351415315271928,0.109411169021993,0,0,0,0,0,0,0,0,0.0883590237988082,0,0,0,-0.191643064226304,0,0.0605337540314823,0,0,0,0,0,0,0,0,0,0.07987359487098,0,0,0,0,0,0,0,0.151143025478435
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.039418849642354,-0.114460278153533,-0.0999206102685966,0,0.0912046795638325,0,-0.0749796289235513,0,0,0.0973014373919027,0,0,0,0.520771247466095,0,0.0210559142774125,0,0,0.0681439425806017,0,0,0,0,0,0.0512367946399276,0,0,0,0,0.0466322289723049,0.255809894225423,0,0,0,0.0933298520065549,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303387903940813,0,0,0,0,0,0,0,0.0734474550108452,0,0.062890817566435,0,0.118947680991582,0,0.0375220906532088,0,0,0,0.23030443498274,0,0,0,0,0,0,0,0,0,-0.0765618641853541,0,0,0,0,0
X601628.CH.EQUITY,0,0.148203394240041,0,0.0503203575020221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104554124239553,0,0,0,0,0,0,0,0.147782412033878,0,0,0,0,0,0,0,0,0,0.0208828133216874,0.366374670436927,0,0,0,0.118946916225726,0,0.0565534820654029,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.359780261174921,0.031515067653075,0,0,1.35525271560688e-20,0,0,0,0,0.415894841967859,0,0,0,0,0,0,0,0,0.0230435009117349,0.0860155474624582,0.127676779269697,0,0,0,0,0,0,0,-0.01179316959278,0,0,0,0,0,0,0,0,0.0688942665825572,0,-0.0786259479093439,0.217076937687739,0,0,0,0.0811276155614196,0,0,0
