,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.044941887229296,0,0.0530935752542389,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333069673431317,0,-0.149579312804208,0,0,0,0,0,0,0,0.879363351305064,0,0,-0.0181446542635453,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.220748934237877,0.0173825498273915,0,0,0,0,0.0610284713210685,0,0,0,0,0,0.0249496000693715,0,0,0,0,0.0250558284767558,0,0,0.0763881371131931,0.0204454900721752,0,0,0,0,0,0.271718161060351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.136318025932093,0,0,0,0,0,0,0,0,0.261622013799635,0,0,-0.00632817062463088,0,0,0,0,0.12834504613652,0,0,0,0,0,0,0,0,0,0,0.00365106099368246,0.114507779688497,0,0,0,-0.209394534625459,-0.182771882904334,0,0,0.136134686108111,0,0.476516699627367,0,0,0.105695409331771,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.0743784288675228,0,0,-0.637211941148411,0.276561948672414,0.131724573145633,0.518299054386094,0,0,0,0,0.311135361232844,0,0,0.223429430258597,0,0,0,0,0,-0.469548420427801,0,0,0.00376620030756081,0,0,0.121875023288171,-0.688235885520928,0,0,0,0,0,0,0,-0.416422696249933,0,0.256123331637382,0,0,0,0,0.437995861568502,0,0,0
X5.HK.EQUITY,-0.0652515636889124,-0.0670792639575968,0,0,0,0,0,0,0,0,0,0,0,0,0.517135753706845,0,0,0,0.406367553045259,0,0,0,0,0.0663278237507501,0.169810195688116,0,0,0,-0.0794869743673635,-0.11133546833191,-0.0927229496146715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234902263391141,0,0,-0.11017678173114,0,0
X601988.CH.EQUITY,-0.387104307979875,0,0,-0.0289171727774594,0.439071653806562,0,0,0,0,0,0,0,0,0,0,0,0,0.0188740277255137,0,0,0,0.840423686311667,0,0,-0.0441426261920046,0,0,-0.0392451021950839,0,-0.598693369576396,0,0,0,0,0,0,0,-0.0743044556194703,0,0,0.0989642771323352,0,0.182872295766287,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.102041567001864,0.474354975178426,-0.041010676738871,0,0,0,0,-0.106786337222543,-0.0256486055344524,0.470310213614201,0,0.161109401139105,0,0,0,0,0,0,0,0,-0.105817027359238,0,0,0,0.27954193508401,0,0,0.0782039864904065,0,0,0.0945585569088972,0,0,-0.29412491106658,0,0,0,0,0,0,0,0.230691643670742,0,0,0.117575259512758,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.012189382976223,0,0,0.0808066701362573,0,0,-0.0892338057219442,0,0,0.051531157282046,0.106137491449665,0,0,0.165515329621851,0,0,0,0,0,0,0.146044964506564,0,0,0,0,0,0,0.181680874311485,0,0,0,0,-0.040579183404767,0,0,0,0,0.149371338621906,0,0,0,0,0,0.0144861926281393,0
X601628.CH.EQUITY,0,0.147581991282975,0.0653354513279016,0.12176475364033,0,0,0,0,0,0,0.0022812302304322,0,0.361459167570594,0,0,0,0,0,-0.00736550549327309,0,0.0925368246083616,0.0186648725169714,0,0,0,0,0,0,0,0.0320610704047855,-0.0486552602158154,0,0,0,0,0.120547954029943,0.202559414323931,0,0,0,0,0,0.0676068491327118,0,0.0541026766461511,-0.232820839418083,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.57787254396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084830877701742,0,0.12623862205727,0.282353854339686,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0685998751684487,0,0,0,-0.129282311370129,0,0,0.022379182349346,0,0,-0.0132245684726487,0
