,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.346076155418639,0.0602432698924812,0.111917190993573,0,0,0,0,0,0,0.209503035078146,0,0,0,0.0168209450773912,0,0,0,0,0,0,0,0.0137749849501542,0,0,-0.0255062898014024,0,0,0,0.0363894254564967,0.00866083375940531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453325713857823,0,0,0,0,0,0.145385481136734
X601939.CH.EQUITY,0.456337685238564,0,0,0,0,0,0,0,-0.0176692989909993,0,0.210719220348814,0,0,0.0346674156895285,-0.0151405944764244,0,0,0,0,0,0,0,0.146035407767058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071657039093735,0,-0.0494352226421009
X601318.CH.EQUITY,0,0,0,0,0.252355845920673,0,0,0,0,0,0,0.115781984042893,0,0,0,0,0,0,0,0,0,0.160068961956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519153850815075,0,0,0,0.0608567480018397,0,0,0.181117288937941,0,0,0,0,0
X601288.CH.EQUITY,0.404231785980108,-1.38777878078145e-17,0,0,0.257141018622448,0,0,0,0,0,0,0,0,0.0656377108481108,0,0,0,0.0775352817142162,0.0627243396845258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220483589927741,0,0.0614160019981752,0,0,0,0.0291185389452868,0,0,0,0,-3.46944695195361e-18,0,0,0,0,3.46944695195361e-18,0,0
X601988.CH.EQUITY,0,0,0,0.503451940134683,0,0,0,0,0,0.236046144710906,0,0,0,0,0,0.225455109246842,0.0663501371393719,0,0.0444247684792581,0,0,0,0,0,0,0,0.0866872761922702,0,0,0,0,0,0,0,0,-0.583728308207854,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0
X600036.CH.EQUITY,0,0.0187884648345941,0.0340451543797304,0,0,0,0,0,0,0,0,0.0987061618895421,0,0,0,0,0.00895162983905681,0.0576934580920815,0,0,0,0.270293504957104,0,0,0,0,0,0,0,0,0,0.230547403648659,0,0,0,0,0,0,0,0,0.147233407030449,0,0,0,0.0787566676978877,0,0,0.103957537409904,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0382648918168564,0,0,0.232395216360548,0,0,0,0,0,0,0.457957942494807,0,0,0,0,0.11233724494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.109655851936372,0,0,0.0428096999977603,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0815714858107077,0,-0.30733755862431,0,0,0,0,0,0.132938113995166,0,-0.387330485135591,0.657312738817967,-0.140855174302478,0.755059121076265,0,0,3.46944695195361e-18,0,0,0,-0.107869883579752,0,0.235613034703127,0,-0.072082603864278,0,0,0,0,0,0,-0.00116651945301584,0,0.160917793312386,0,0,0
X601628.CH.EQUITY,0,0.00680415294110874,0,0,0,0,0,0,0,0,0,0,-0.167596182022592,0,0,0,0,0,0,0.0486879258234223,0.0516366189007374,0.302285108987089,0,0,0,0,0,0,0.0190531020741538,0,0,0.0108904722420674,0,0,0,0,0,0,0.00875470387334674,0,0.33432149349471,0,0,0,0,0,0,0.0765738174683348,0,0,0.101528412043694
X601658.CH.Equity,0,0,0,0.0939751799553825,0.263739546794365,0,0,0,0,0,0,0,0,0.180019367437939,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.163676728753581,0,0,0,0,0,0,0,0.172210891784253,0,0,0,0,0,0,0,0,0,0,0,0.337440291621286,0,0
