,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.315494695406154,0,0,0.0835832201171877,4.33680868994202e-19,0,0,0,0,0,0,0,0.0291140472620772,0,0,0,0,-0.0823654832760906,0,0,0,0,0,0,0,0,0,-0.0238202242207629,0,0,0,0.163041539293944,0,0,0,0.00344498369139739,0,0,0,0,0,0,0,0,0,0.259410793233644,0,-0.0568155796710777
X601318.CH.EQUITY,0,0,0,0,0.109798391047379,0.00420664705163513,0,0.0534439925325995,0.117258844275255,0,0.0145813443109196,0,0.111893736044188,0,0,0,0,0.0305695549129543,0.223685150428068,0.261183246403196,0,0,0,0,0,0,-8.67361737988404e-19,-0.0477123726119137,0,0,0,0.150323935971188,0,0,0,0,0,0.0586054443733965,0,0,0,0,0,0,0.00791278899706345,0,0,0.0546655959713295,0,0,0
X601939.CH.EQUITY,0,0,0,0.269465792721297,0,0,0,0,0,0,0.00460840318952521,0,0,0,0,0,0,0,0,0,0.0515855567300329,0.719639921109329,0.0442680191456848,-0.25521776230999,-0.197903454745401,0,0,0,0,0,0,0.158954688240095,0,0,0,0,0,0,0,0,-0.0706078383479927,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.115437827842069,0,0.0740205290366505,0,0.0860597913592642,0,0.42175694985642,0,0,0,0,0,0,0,0,0.0486189066831007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192520531884264,0,0,0,0,0,0.108805243782204
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252232736884289,0,0,0,0,0.0900393201915453,0.25389932356055,-0.12388272508676,0,0,0,0.0481791344598893,0,0,0.00835447265121261,0.476108815712463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.179246824985486,0,0,0.10465030739336,0,0.0781728151731816,0.0430697643545067,0,0,0,0,0.242416722013878,0,0,0,0,0,0,0,0,0,0,0,0,0.298840333946804,0,0,0,0,0.111595117474693,0,0,0,0,0,0,0,0.0913957472470252,0,0,0,0,0.0161001100930884,0,0,0.0489503023723864,-0.0520881253858725,0,0,0
X601988.CH.EQUITY,0,0.0331513355197761,2.16840434497101e-19,0,0,0.329616493260921,0,0,0,0,0,0,0,0,0,0.470367744911848,0,0,0,0,0.0373128632312485,0,0,0,0,0,0,0,0,0,0.0116984067890186,0.14062434832364,-0.0766640567174819,0,0,0,0,0,0,0,0,-0.018483277452369,0,3.46944695195361e-18,0,0,-1.73472347597681e-18,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0258223703446245,0,0,0,0.317085863907256,0,0,0,0,0,0,0.0801878916282914,0,0,0,-0.01416316681506,0,0,0,0,0,0.128387943247797,0.0403101305774596,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0421386945252081,0,0,0.128217791720603,0,0.117872151484698,-0.0794759321247398,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358891661297752,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.574871799405745,0,0.0761159417478938,0,0.0853159954194297,0,0.0855167405128787,0,0,0,0,0,0,0,0,0,0.230095910901453,0.0692905707554745,-0.0811102687737561,0,0,0,0.178107722509049,0.18029689657033,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.165326657052982,0,0,0,0,0,0,0,0,-0.0118297528204832,0,0,0,0,0,0,0.155465910325932,0,-0.0834122989604473,0,0,0,0,0.131052369437957,0,0.132799050689237,0,0,0,0,0.220472731416689,0,0,0,0,0,-0.306112182540296,-0.0367811307249764,0,0.0916093925566669,0.0719717610789627,0,0.548450410682516,0.181602149804462
