,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.445543336307512,0,0,0.0124270599448167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23241092581617,0,0,0,0,0,0,0,0,0,0,0.183700461547342,0,0.0456291161207429,-0.0134996911455052
X601318.CH.EQUITY,0,0,0,0,0.10758168742018,0.0173575159564527,0,0.166723233027045,0.0280644824166067,0,0.0319445482686257,0,0,0.0525452073220271,0,0,0,0,0.101709263687767,0,0.346592257945827,0,0.0546961156780322,0,-0.0248072283070948,0,0.0425973701153026,0.161249997003382,0,0,0,0,0,0,0,0,0,0.0775776037222321,0,0,0,0,0,0.10000345450588,0,0,0,0,0.0404556212274435,0,0
X601939.CH.EQUITY,0,0,0,0.207453056199525,0,0,0,0,0,-0.0252727939203351,0.0498255836373077,0,0,0,0,0,0,0,0,0.0340354338777338,0,0.768602493940404,-0.269666936975,0.0471848643989293,0.0588706486994408,0,0,0.101143431019168,-0.187870138632984,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953945609676557,0,-0.024654653528716,0,0,0,0,0,0
X601288.CH.EQUITY,0.113395234483998,0,0.0753179944106987,0,0,0.0875923742565028,0.407029508441963,0,0,0,0,0,0,0,0,0.0488322597918917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212342988344765,0,0,0,0,0,0,0.118603659247299
X600036.CH.EQUITY,0,0.180588265148609,0,0,0,0.0689130319094508,0.0920761832883099,0,0,0,0,0,0,0.208103963284765,0,0,0,0,0,0,0,0,0,0,0.0285823609913286,0.316870358492944,0,0,0,0,0,0.0880262501001948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0690598363399632,0,0,0,0,0,0,0,0,0.00476070099857706,0,0,0,0,0,0,0,0.152968925038809,0,0,0,0,0.155579828669339,0,0,-0.099788591014599,0,0,-0.0292558227758538,0,0,0,0.181508866056311,0,0.0548132002918787,0,0.563541751022333,0,0,0,-0.0762922297989791,0,0.0995731056356396,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0984496917178548,0,0,0.19291039667003,0.294735246281306,0,0,0,0,0,0,0,0,0.0142288880982621,0,0,0,0,0,0.0163701134017318,0,0,0,0,0,0,0,0.141587017559368,0.111338647350886,0,0,0.0288934035069056,0,0,0,0,0,0.126128032913499,0,0,0,-0.194112665283931,0,0,0,0,0,0,0,0.264714759076244,0
X1299.HK.EQUITY,0,0,0,-0.0455015023647361,0,0,0,0,0,0.139295778629517,0,0,0,-0.169786393801283,0,0,0,0,0,0,0,0,0,0,0,0,0.239662757931607,0,0.018764258424373,0,0,0,0,0,0,0,0,0,0,0.0979715823618382,0.128377038110965,0.0625089913569473,0,0.0745605172686672,0,0.02651913399414,0.171553536604563,0,0.139060917884877,0,0
X5.HK.EQUITY,0,0.0170504403982628,0,0,0,0,0,0,0,0,0,0,0,0,0.0967188741494337,0,0,0,0,0,0,0,0.0557110780256608,0,0,0,0.122715800687764,0,0.61814813025743,0,0.0336746558815333,0.135975464887474,0,0,0,0,0,0,0,0,-0.111748753401863,0.0919880995739949,0.18938952008617,0,0,0,0.106744902376788,0,0.182331279902076,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0565948808413271,0,0,0,0,0,0.00810458982721115,0,0,0,0,0,-0.160539786824959,0,0,0.446489039228418,0,0.130255036281156,0,0,0,0.247862421241955,0,0,0.181228586342536,0.197144514333046,0,0,0,0,0.230923636312455,-1.0842021724855e-19,0,0,0,0.0144157645791436,0,-0.379840375186568,0,0,0,0,0,0.0530996613168576
